Asker,Responder,Question,Answer
Edward Marshall,Charles P. Dougherty,"Okay. And if I think about ZBVs as you're shipping to municipalities, I'm wondering what the -- how that pricing may be different than, say, to government. Are you seeing a trim on your pricing? Are you seeing a little bit better pricing? How's the competitive scale there, et cetera?","Yes. I think what we're seeing are pretty comparable, Ed."
Edward Marshall,Charles P. Dougherty,"Pretty comparable from, say, the DoD type?","From our norms, yes.
"
Edward Marshall,Kenneth J. Galaznik,"Okay. And then if I look at the cash deployment, there's about, what, $20, $21.50 of cash in the balance sheet. And I know you've been repurchasing shares, and you have a nice generous dividend policy. But as I kind of look at repurchasing as we go forward, in your thought process, I mean, are you guys concerned at all about the float that's outstanding and the availability of shares? And kind of -- are you going to continue to buy in to that or buy back stock into that if the opportunity presents itself? Or have you considered other cash deployment options?
","Well, I think -- obviously, we do -- we are aware of the float issue and the conversation there and balancing that impact, but we do have a matrix in place that establishes what amount we purchase at which price levels from that standpoint. It's been a challenge for several years. It's a great challenge to have. But I mean, there's only so many places we can go with the cash. As Chuck said earlier, we remain strongly interested in inorganic activity. And with the BOT conversation and the leasing conversation, it's nice to have the cash available if those opportunities truly make sense for us to get involved in.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"A couple of follow-on questions. First of all, bookings in the quarter, what was the exact number?
","$45.7 million.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"How much, $35.7 million?
","45. Don't forget that one point forward [ph], Brian.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"Okay. So there's been several questions on this, and I'll ask it from a different angle. When will you start seeing the drop from the DoD? It appears that you're running at record levels on the services side? And if you could -- do you expect, first of all, to see a drop?
","Brian, as I said, we're now functioning under the Army contract, if you will. We are functioning as a sub to a prime, and I commented that we'll be at a reduced level. And that contract is in effect as we speak now, so we'll see that roll out over the next quarters.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"Okay. So the Marine contract was already in this, is that correct, or the marine contract has not started yet, rolling off?","Correct, correct."
Brian W. Ruttenbur,Kenneth J. Galaznik,Okay. So correct it's not started rolling off yet?,"No, it's done."
Brian W. Ruttenbur,Kenneth J. Galaznik,"Okay. And when exactly did the Marine contract, as you as the prime, start and then the Army contract? What month?
","Brian, of top off head, I'm -- I want to say it was August, that timeframe.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"August for Army?
","Yes. August for Marine.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"August for Marine. And Army was?
","Army has been renewed, and it continue to go on. I want to say that, don't quote me on this, off the top of my head, it was this early September conversation.
"
Brian W. Ruttenbur,Charles P. Dougherty,"Okay. But going forward, it's renewed for what, 1 month, 2 months? How long?
","1 year.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"Okay. But going forward, it's renewed for what, 1 month, 2 months? How long?
","It's a year, Brian.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"Great, okay. And then the margins in the quarter for services were what?
","50% off the top of my head.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"Okay. And you think that you can maintain those levels going forward?
","Those are strong. Those remain strong from that standpoint. And as you know, it's going to depend on what it takes to service the fixed price contracts that we're under.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"Okay. And DSOs were year lows. Do you expect that -- DSOs at those level are -- or where we see with something because the DoD changes, that you had low DSOs in the quarter?
","Nothing to do with DoD, off top of my head, Brian, but it's more a function of the revenue -- some of the -- pretty good part of the revenue was related to contracts that we've received deposits on. So you get a lift on your DSO relating to those.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"Okay. So we should see DSOs higher moving forward?
","I would definitely think so, yes, sir.
"
Brian W. Ruttenbur,Kenneth J. Galaznik,"Okay, great. And then final question on BOT. Would leasing be part of this whole BOT, or is this -- we're talking about apples and oranges, you're just looking at different business models, one's leasing and one's BOT, right?
","I see it as separate models. It's vague. There's people argue, it's part of the BOT model. But I see it as an expansion of that, if you will. Leasing is going to be more fixed payment-driven as opposed to tied to performance at the site. So in my world, I would see this slightly different but the same general idea.
"
Brian W. Ruttenbur,Charles P. Dougherty,"Okay. And then final question for Chuck. On the BOT, do you expect something in the next 12 months, or when? Is there something on the horizon that you can point to?
","I mean, there are certainly, Brian, things on the horizon. And as I said, kind of the expectation for success, I would -- I think it's realistic to expect to win in that timeframe.
"
