Asker,Responder,Question,Answer,Clarity,Coherence,Aggression,Optimism,Specificity,Relevance
Jim Sidoti,Chris Lindop,And you think overall platelets will be up next year or just outside the U.S.?," Well we don't have a platelet business in the U.S. If you remember that, I think that past many years ago, so yes it will be outside the U.S. growth.",,,,,,
Larry Keusch,Brian Concannon," Hey Brian, obviously the American Red Cross tender did not go in the direction that you guys were hoping. Obviously underscores the willingness of competitors out there to be extremely aggressive in price. So I heard everything you said on your whole blood management value proposition but I guess the big question I have is, what concrete things are you guys doing to really prove the value of that, so when you go back to some of these organizations that you can really demonstrate cost savings again in the context of environment where your competitors are willing to be extremely aggressive? Obviously you just mentioned SOLX, but I'm just wondering exactly what you guys are going to do here?"," It’s SOLX, but it is everything that we've talked about in terms of the solution. This will be a year where we will select a number of blood centers, we will bring our solutions offerings in total -- the new products we are bringing as well to prove out these solutions. In other words, what does it take to not only collect a unit of blood today. But if you’ve got a transfusion that costs roughly a U.S. hospital about $1,100 per unit, how can a blood center affect, not just the cost of collecting, the $200 collection component if you, roughly the $200 cost of collecting, but how can a blood center affect the overall $1,100 transfusion? And that's the real opportunity – how our blood centers become more relevant in that space, and we’ve got a willing customer who wants to work through that and understand how they can help their customers in that space and become more relevant in blood management. And that’s what we will be doing in fiscal ‘15 for the select number of blood centers with these customers.",,,,,,
Larry Keusch,Chris Lindop," So as you think into ‘16, should we be thinking about that just so that we can calibrate expectations here, that again that will be a year of -- again assuming that your products are cleared by the FDA, of getting it to your customers, demonstrating the value and we really shouldn't for ‘16 think about a whole lot of incremental new business? Again, I'm really just trying to understand the timeline for how you are thinking about all of this starting to gain some traction."," Larry, this is Chris. Let me take a shot at that. As we said, we believe that an achievable target for ‘16 is in that mid-single digit range. And if half of our business plasma, emerging markets and TEG are growing in the approximately 10% range it implies that across the rest of the business will be relatively flat. So I think you should think about ‘16 from a whole blood perspective as being a year of positioning – a year of stability and a year of positioning for future growth.",,,,,,
Larry Keusch,Chris Lindop," And then just two other quick ones. For you Chris, and I will just quickly ask them then you can answer. For you Chris, just I want to make sure I understand the free cash flow generation that you are looking for ‘15 and ‘16 and then how much you will be offsetting by VCC spending. And really where I am going with this is I am trying to understand what your usable free cash flow or available free cash flow is for other activities over the next two years and your capital allocation sort of objectives what that is. And then I don't know if I missed this but the whole blood revenues that you are actually expecting for fiscal ‘15 and how much share repurchase is actually incorporated into your guidance."," Well that was more than -- that was the longest follow-on question in the history of mankind. Okay, just in general, about $125 million of free cash flow before transformation in fiscal ‘15 which about $80 million after tax benefits will be committed to manufacturing network optimization and other transformation activities. We’re not giving ‘16 guidance just now beyond the direction of guidance that we provided, so I can’t really give you a free cash flow number for ‘16 at the moment.",,,,,,
David Roman,Brian Concannon," Thank you and good morning and I appreciate all the detail that you’ve provided this morning. I wanted just to start with the whole blood business. I guess sort of implied, and Brian you have walked through this a couple of times in your fiscal ‘16 mid single-digit growth targets, sort of half the business growing at a double-digit rate which would say half the business flat. I guess I'm just trying to understand a couple of moving parts here on the whole blood side. On the one hand, you have the adjustment of utilization rate in the U.S. But if I take a step back it seems like globally there is a continued trend to minimally invasive surgery conversion to laparoscopy in emerging markets, et cetera, that would seem to put sustained downward pressure on the business on a global basis. Can you maybe just help me think through that first?"," Sure. Well think about a global -- global whole blood or global blood collection market, because roughly 90 million collections worldwide, about 45 million of those are in the leukoreduced collection, and that's really the market that we look at, we target. So if you think about the U.S. being 12 million of that, you can see where we look at the remaining part of this market being much bigger. And leukoreduction is increasing, even in emerging markets our customers are looking at implementing leukoreduced technology because it produces a better red cell product at the end of the day. So we're seeing the leukoreduced market continue. We’re going to see the overall 90 million contract as part of what we're seeing today but you’re going to see the leukoreduced grow as a part of that become a big piece of it, but then you’re going to see that 90 million start to grow again. I don't expect it's going to have growth like we see in the plasma market today. But it’s going to grow because when you think about it, about half the world's population, when you look at emerging markets, sits in those markets and they can't meet demand today for their populations. Now that demand isn’t there but it's increasing, if you think about the U.S. market alone, 12 million collections for 300 people, China today has about 25 million collections for a 1.2 billion plus. So you can see that today they're not meeting the demand for their blood. So we expect that to continue to grow and we expect importantly leukoreduced portion of that to continue to grow. And that’s why we stay so committed to this and focused on this and believe our strategy is the right strategy.",,,,,,
David Roman,Chris Lindop," Maybe just a follow-up on the earnings issues [ph] here. I know, Chris, you've been through this a couple of times. It sounds like the Japanese yen and the compensation accrual are sort of one time-ish in nature. Obviously currency moves are hard to predict. But part of the mid to high teens earnings growth targets for fiscal ‘16 do contemplate sort of a normalization of those two factors. Is that a fair way to think about it?"," Absolutely yes, and for that, in that assumption, we hold currencies steady and we assume a full bonus payout which is the same – essentially the same as in ’15.",,,,,,
Matt Larew,Brian Concannon," I just wondered if you could discuss the merger here last month between Blood Centers of America and GSABC Cooperative, which now makes it the largest collection consortium in the U.S. Could you characterize the nature of your relationship with those customers and if you see this as a new single-source opportunity for you?"," Yes, Matt, ABC, if remember when we talked about the HemeXcel win, we had an offsetting loss against that and that was the ABC business. That had recently completed their tender. The combination of ABC and GSABC, these are really a GPO type focus. They have a new CEO who came in there last year, very focused, very aggressive in his approach to that market. The independent blood centers that they represent certainly know and understand what's taking place in that market. They are working aggressively to respond, we will continue to work with the three biggest customers in the U.S. to address that. HemeXcel has selected us. We continue to hold a fair amount of business with ABC, to a lesser extent GSABC as well. They are going to continue on with those contracts, so our ability to prove out our blood management remains an opportunity there as well. And then of course we understand what took place with the American Red Cross. So the opportunity still exists there for us, and as those play out we will continue to keep you posted throughout the fiscal year.",,,,,,
Matt Larew,Brian Concannon," Okay. Thanks for that, Brian. And then just switching gears here. Several last calls and various conferences you have discussed your work in China and the progress you are making there and certainly what a large opportunity that is. Just wondering if we could get an update there?"," Yes, China is part of the emerging market investment that we’ve made. We went from 50 employees in fiscal ’11 to 70 in fiscal ’12, to 125 in fiscal ’13. And there is no question those investments are paying off for us. We continue to see stabilization in growth in our platelet business as we win share in that market. We may not have the best technology, we are addressing that, we will give more visibility to that in May and beyond. But the beauty of that is it's the least expensive and the easiest used platelet technology out there, and hence we’re driving growth in the emerging markets. We’re seeing growth in cell salvage as you see a population emerging with the demand for healthcare and the lack of the supply of blood in China, so therefore we’re seeing growth in our cell salvage products. And we’re continuing to see growth in our TEG thromboelastograph product both in terms of our cardiovascular surgery but as well as interventional cardiology in that market. So growth across all three of those big product lines. We've implemented important measures around government relations, we're working with the local governments to understand their five-year plan and how we play a more involved role in that as they continue to evolve their healthcare system and how they support their population. So we continue to be bullish about that opportunity as we go forward.",,,,,,
Anthony Petrone,Brian Concannon," Maybe to begin with Brian, just a little bit more comments around as you look into ‘16 and your comments around some of the pressures in the U.S. market for transfusions. I mean is anything out there that gives you confidence that that's -- when you will see the turnaround? How do you get around the calculus of getting into ‘16 and some of these pressures you have been seeing overall as it relates to transfusions in the U.S., sort of abating in that timeframe? And then a couple of follow-ups."," What gives me confidence there, Anthony, is that we’ve moved to protocols that are consistent with protocols practiced around transfusion triggers elsewhere around the globe. And that's what's driving these changes dramatic as it’s driving down into the low 30s per 1000 of population. So what gives me confidence, here the math works from 40, 10% decline last year, 10% decline this year, down into the low 30s, the math works. Do I expect that there’d be potentially some bouncing around in fiscal ’16? Yes, I do. We’ve contemplated that in the initial outlook that we've given to you. But I think we'll see more stabilization than not. Blood centers and hospitals are going to continue to remain focused on blood, it is still a very expensive and significant portion of their healthcare -- of their supply budget. But importantly it's also a cost driver, how they bring care to patients. We know clinically that the more halogenated blood you give a patient the higher the infection rates, the higher the length of stay. And so the question becomes, how the blood centers become more relevant in helping their blood center customers, not just buy a bag of blood for less price. So in other words, focusing on the cost of collection, but how do they help customers focus on the cost of transfusion, that’s $1100 of that versus a $200 of that and that involves collection, that involves the logistics of blood between the blood center and the hospitals and the logistics internally within the hospitals. And then it involves the practice of blood and there is significant opportunity there and that's what blood centers have begun to engage us in, really focused around how to take that cost out and that's where the opportunity lies, that’s the definition of blood management, that’s why we continue to stay very focused.",,,,,,
Anthony Petrone,Brian Concannon," And then the follow-up would be on whole blood specifically, the collection kits. Can you give us an idea, you mentioned in your prepared comments, Brian, about cost structure in that business specifically. I mean is there an idea you can give us, what percentage do you expect the cost of manufacturing to go down over time and maybe the timing on that as you look out into the next two or three years?"," I won’t speak, Anthony, to the decline in costing for obvious competitive reasons. But what you're looking at a market that has declined from a price standpoint rather dramatically. Pricing in the high teens to pricing today somewhere in the range just north of our plasma pricing. And our plasma pricing as we’ve said is roughly about $10 a kit. And our plasma kits, when you think about the components of a plasma kit is a more complex kit to manufacture with bowls and filtration, needles, bottles, tubing etc. etc. And so our focus there is to learn much of what we need to apply, much of what we in plasma into whole blood. We knew that opportunity existed, we've accelerated those initiatives. We feel good about being able to position ourselves to compete more aggressively on price but we're not interested in taking this market down to pricing levels that are frankly so dramatic that it destroys this market. We believe we have much more than just price. We believe that what we're doing will take significant cost out of the transfusion and that’s the focus. You have different camps that exist out there today. But the beauty of what we're doing here is really going to be tested in fiscal ‘15 into ‘16 and there's a number of tenders around the world that will start to come out in fiscal late ’16, really more into fiscal ‘17 and our focus will be on proving out that the benefit is not in the cost of the collection alone but in the cost of transfusion and the impact the collectors can have in affecting that through their hospital customers.",,,,,,
Jan Wald,Brian Concannon," I guess a lot of the ones that I would've asked have already been asked. But let me try to follow up somewhat on what Larry was asking. In the whole blood market I know you're trying to create a value proposition to take to hospitals. I guess the question is, do you see any pull from the hospitals in that direction at all or is that a demand you're going to have to create as you go along?"," But we’re already seeing that happen today, Jan, albeit a small but it's going to be something that we're going to have to create. But the difference being is we’re working with our blood center customers to create that versus taking that on a missionary sale hospital by hospital. You will think of very simplistic approach but 30 years ago every hospital ran their own kitchen, every hospital ran their own laundry, every hospital had sprawling pharmacies in the basements. Today that's changed. Hospitals are focusing on what they do best and that’s bringing clinical care to the patients they serve. How do we set up our blood center customers to become more relevant in that process? Initially taking over the logistics of blood such that hospitals don't touch blood until they are ready to give it clinically to a patient, then what does mean in terms of overall cost efficiencies, effectiveness, quality of care? And then ultimately how does that position them and us to advise hospitals in the clinical use of blood? Think of it in those two frameworks if you will and what we’re bringing to those customers.",,,,,,
Jan Wald,Brian Concannon," And maybe on a positive note for a change, the TEG opportunity, I guess the growth kind of surprised us. Could you talk a little bit about the opportunity you see there and where you see the opportunity going in the future?"," Sure. And I am not sure why TEG surprises you. It’s been a double-digit growth driver for us all along. It’s performed extremely well. We've said that we continue to expect that to accelerate. We invested there, those investments are paying off. But importantly and you will see at our May investor conference we’re going to be introducing our next generation TEG technology. The biggest complaints that we’ve had about the device even in the growth we recognized has been in its ease-of-use and our next generation device will absolutely address many of those factors that our customers have asked us to address. It's a very different device focused on cartridge versus reagents, focused on drops of blood versus vials of blood. It's a device that has a much reduced need for calibration versus the existing technology today. So there's a number of things there and we will highlight that device at the May investor conference. That's awful difficult for me to talk features and benefits on a phone call versus what you'll see at our investor conference when you get the opportunity to feel it, taste it, touch it, smell it, do all the things you want to do with that device.",,,,,,
Raymond Myers,Brian Concannon," Brian, first I want to follow up on something you said a moment ago. You said that you expected fiscal ‘16 and ‘17 tenders that you would target in the whole blood segment, can you give quantify what the value of those tenders could be?"," At this point, I can’t Ray. There is – if you go outside the United States, these tenders are typically by country. Some of them are sole sourced, many of them are dual sourced. We have a listing by country today of where those tenders are, what opportunities exist with those tenders. There is some that we’re being a little more aggressive with. From a competitive standpoint, Ray, it would be inappropriate for us to speak publicly about that at this point in time, not only for that reason but also with confidentiality of those customers. The point that we’ve made to this point is that please trust that we are not sitting idle. As we focused on the American Red business, we were aggressive there. We expected to be successful in that sense. We were not, we were being prudent in our approach to that. We are now being prudent as we go through fiscal ’15, what that means, our redirected focus to other customers around the world, the timing of those tenders, but we’ve begun working with those customers now, much more early, much more rapidly than we might have expected otherwise. And we’re going to start working with them, not only on the opportunity that exists in bringing our products in from a cost standpoint but how does blood management play in that and what are they doing to really try to address cost within their health systems. That’s about all I can say in that at this point.",,,,,,
Raymond Myers,Chris Lindop," And maybe related to SOLX, can you give us a sense of when you think you can leverage SOLX internationally?"," Well, Ray, it’s going to be the same story as the U.S. market that the U.S. approval will give us access to the OUS market in ’16 and beyond. And – but it’s really dependent on getting the product approved with our own filter.",,,,,,
