Asker,Responder,Question,Answer,Clarity,Coherence,Aggression,Optimism,Specificity,Relevance
Justin Long,Charles F. Avery," Okay, great. So, excluding that customer deposit at cash balance, it doesn’t sound like it should change much?"," Don’t think so, because well you go to remember just a lot of depends on where you end up with your backlog and your plant production going into the next year and how much inventory you have to have on the ground and – and then pay for. So, that’s a long – long lookout at this point just with the caveat that can change a lot at any point in time.",,,,,,
Justin Long,Charles F. Avery," Right, that’s understandable. And may be one last one. I was wondering if you’ve seen any significant orders subsequent to quarter end, listened of Norfolk Southern’s capital budget plans in their commentary for 2013. It sounds like they could be in the market for some new coal cars so I’m just wondering is that an opportunity at some point or if that could be reflected in the current – that’s reflected in the current backlog?"," Now, there is a number of opportunities I think that Ted talked about there is a lot of enquiries out there for a lot of different car types. At this point there is nothing subsequent to year end that we’re ready to discuss.",,,,,,
Justin Long,Charles F. Avery," Okay, great. I’ll leave it at that. I appreciate the time this morning."," Thanks, Justin. Thanks.",,,,,,
Matt Brooklier,Charles F. Avery," Yes, thanks. Good morning. How should we think about Shoals startup costs moving out or, are we kind of all the way there in terms of getting the facility staffed up and ready to start cranking out railcars in 2014 or, is there still more cost than more work to kind of get up the curve and in terms of being fully add your all-in manufacturing capabilities?"," So, it’s Chuck. The – spending we’re really looking at CapEx just south of $7 million between – basically between now and in mid-year. So, in terms of the ramp-up both in terms of equipment and the lines in terms of staffing it’s on a pretty steep slope here in terms of being complete by mid-year. So, as you look at the – the startup costs that I mentioned sort of the – labor efficiencies as we bring new people on. We really expect to add to sort of pay per down to mid-year and basically go away at mid-year. But again what in that point in time it’s going to be surely subject to volume and orders and in the books. So, as we projected out that’s kind of looking at as fully – fully operational and staffed by mid-year.",,,,,,
Matt Brooklier,Charles F. Avery," Okay, so – it’s I guess a follow-up on that. Where are we from the staffing perspective and then it sounds like we’re going to see some startup costs in the first half of 2014, but may be not to the same degree that we saw in the second half of 2013, is that a fair way of thinking about it?"," Yes, so I’ll take the first half on the costs we do expect a tapering of those and also a reduction in Danville as well because of the write-down.",,,,,,
Matt Brooklier,Charles F. Avery, Okay.," We haven’t split those two pieces out we’ve kept them together, but again we do see those decreasing and with the impairment at Danville.",,,,,,
Matt Brooklier,Joseph E. McNeely," Okay, and with two lines going and being fully staffed up, where you guys are kind of add max capacity at Shoals?"," Well, we’ll be at max capacity for the staffing levels again we’ve taken a pretty cautious view on production to make sure that we don’t overstretch ourselves and we produce good quality products for these new car types.",,,,,,
Matt Brooklier,Joseph E. McNeely," Okay, but – I guess my question being as, if the demand is there you’re ready to, you’re able to take all of those orders and produce something close to the maximum of what that facility potentially can do it from a delivery perspective?"," A lot of that’s going to depend on the customer fair design, how quickly everybody gets at full coal production and capacity in terms of they’re still down there. I think we’ll stick with for this year what the guidance I gave on the number of cars we think are going to get [ph] dealt and delivered.",,,,,,
Matt Brooklier,Theodore W. Baun," Okay, it’s very helpful. Thank you.", Yes.,,,,,,
Sal Vitale,Joseph E. McNeely," Hi, good morning all."," Good morning, Sal.",,,,,,
Sal Vitale,Charles F. Avery," So, just first of all just a clarification on what was said earlier in the call on maintenance that. Did you mention how many of the 700 non-coal car orders received in 4Q where for covered hoppers?", We did not.,,,,,,
Sal Vitale,Joseph E. McNeely, Okay.," We don’t break out that level of detail, Sal.",,,,,,
Sal Vitale,Charles F. Avery, Is that a significant number or is that just not a level at this point?, It was a good position of the 700.,,,,,,
Sal Vitale,Charles F. Avery," Okay. And, is it fair to say that the margins on the covered hoppers as general higher than the coal cars?"," That – than coal cars, our margin is that as we talked about this year are going to be a lot of function of our startup downward Sal. Long-term we think as we said before for our new car types the margins to be comparable to coal over the long-term. But this year as I mentioned that we are going to have the drag at just the startup and pull our margins down.",,,,,,
Sal Vitale,Charles F. Avery," Right, but the actual contribution margin for the individual car you were saying is about similar to that the coal?"," We expect that over the long-term yes, when we are fully operational and have the number of these produced in our back pocket.",,,,,,
Sal Vitale,Charles F. Avery," Okay. And then the – just looking at the breakdown of the $5.3 million in costs that was identified, I think you said $3.6 million was, was that purely of Shoals startup costs I may have missed that?"," Yes, now that was a combinations but we haven’t broken out and we’re not breaking out the Danville call it, the Danville is idle currently, the Danville carrying cost as well as the Shoals startup cost. We haven’t broken those out, but of the $5.3 I think it was $3.6 in total for those two items. And the Shoals’ items the larger of that two and as I said, the Danville one drops pretty diametrically with the asset write-down, the impairment that you’re at.",,,,,,
Sal Vitale,Charles F. Avery, Right. And then – so that remaining $1.7 million what was that again?," So, that’s the one Joe had discussed in terms of the lead-times on the material. So the $1.7 was fundamentally, it’s 2014 production. But in terms of the lead-time requirements we have to go – we had to buy materials at prices that were substantially higher than sort of a normal lead-times. And so fundamentally we booked the charge in 2013 for that difference.",,,,,,
Sal Vitale,Charles F. Avery," Okay. And then, just to drill down a little bit on that particular order. So – are the contractual terms of that particular order are they any different than the rest of your contractual terms, I guess what I’m getting at is, is this something that could reoccur in the future?"," Sal I think I’ve said before, this was a unique situation driven by a customer demand there is nothing unique I would say in the contract that we’d expect to see this again.",,,,,,
Sal Vitale,Joseph E. McNeely," Okay, that’s fair. And then, just the last thing is looking at your guidance so, if I look at the other backlog of 6,800 cars I assume that’s all are slated for 2014 delivery at this point?"," Sal, yes, the majority of it is.",,,,,,
Sal Vitale,Theodore W. Baun," The majority of it is, okay. So then Joe, earlier you mentioned that in your conservations at the Eastern Railroads that there is still intention to replace the ageing coal car fleet on the re-bodied side or on the rebuild side rather. So, I guess if we look you’ve received an order for 4,000 cars on 3Q, would do you expect to receive some more significant size orders in throughout the various quarters of 2014?"," Yes Sal, this is Ted. We’re not going to comment on future specific orders, but what we will say is that we continue to believe in the eastern replacement story that is going to continue. And we’re just limited [ph] at that.",,,,,,
Sal Vitale,Charles F. Avery, Okay. And then just if I look beyond 2014…," Hey, John I think there is some background on the call.",,,,,,
Sal Vitale,Charles F. Avery," Question I apologize. So if I look, I see your guidance for 2014 and I understand you don’t provide any guidance at this point for 2015, but assuming that your order flow for in your Shoals facility for your non-coal car types continue to accelerate, is it reasonable to assume that you’re willing to have more than 7,000 deliveries in 2015?"," Sal, we’re not going to comment on that, that visibility that far out is tough as you know especially on the coal car side our orders come in big lump and as we talked in the past, as we can go a year without a big order and then get a year like that we did last year with multiple big orders. So, that visibility past right now in the 2015 is unknown.",,,,,,
Sal Vitale,Joseph E. McNeely," Okay, fair enough. Thanks.", Thank you.,,,,,,
Doug Dyer,Charles F. Avery," Good morning, everyone."," Good morning, Doug.",,,,,,
Doug Dyer,Charles F. Avery," Could you please have a brief discussion as to where you think that maybe capacity to deliver cars on a quick turn, who would have that capacity now if anyone does?", You mean in the industry overall?,,,,,,
Doug Dyer,Charles F. Avery, Yes.," Again, without knowing the order books though, one of my competitors I know I think outside, their backlogs are well out. I think we heard and take their comment anecdotally some of the covered hoppers is out a bit, but there is capacity this year. We – as we talked about we have capacity in our Danville facility for certain car types of course. So, there is some capacity out there. But again quick as a relative term as lead-times are three to six months depending on the car type for materials.",,,,,,
Doug Dyer,Joseph E. McNeely," Okay. It seems likely the train system and the network has become a little bit congested lightly, obviously some of that’s whether, do you think there is a little bit more of work to net is, are you kind of running at a high capacity rate on the rails or is it everything from what you can see just weather-related as of now?"," Doug I think it’s, if you listen to the Class 1s they’re going to tell you that they see a pickup in economic activity and they’re also tell you that, that this first six weeks of this year has been tough from a network operation standpoint. So, it’s a little bit of both, but I think they tend to be more optimistic for 2014 then maybe they have been in the past. So that’s – we look at that as a positive event obviously.",,,,,,
Doug Dyer,Joseph E. McNeely," Sure, okay. You addressed your cash, you were saying that without that customer deposit, you think that your number will kind of be fairly stable throughout the year. It seems to me like there would be some cash available to do some share buybacks. I think that would be an opportune time to do so if it looks like we’re going into a business I’m sorry, a mode of business here where things are improving and it looks like improving rather well if you listen to the Class 1s?"," Doug, we understand that and understand your honest decision on that. I think, where we’re at, we’re still in our strategic initiatives, now we’re still need to finish out the Shoals, we still need to invest in new product development and still need to invest in growing the value of our services business. So we discussed this at the Board meetings on a regular basis, but right now again we’ll maintain a considerable position on our cash.",,,,,,
Doug Dyer,Theodore W. Baun," Okay. All right, one last one. your leased fleet, what is that consist of, is that all coal cars?", The vast majority of it is coal cars.,,,,,,
Doug Dyer,Theodore W. Baun, Is there more interest in that as we’ve got cars coming out of storage?," I would say that the cars coming out of storage is a recent phenomenon and we’re tracking it. Obviously that’s good news as well, we’re hoping that it’s sustainable and not just a function of the cold winter much of the U.S. is seeing. So, certainly a positive turn of events that will, if that continues it will help renewal rates and term getting the lease terms extended outward.",,,,,,
Doug Dyer,Theodore W. Baun, Do you have many of those coming up for renewal this year?, I would say no more than normal. There – there is usually the average 15% to 20% renewals that take place on a year-over-year basis.,,,,,,
Michael James Baudendistel,Charles F. Avery," Thanks. With the closure of one of the repair shops, is there more to do there with additional shops that you would close?"," No, now I think our strategy is going to remain in at the same in growing that. The facility we closed has been a different geographic, it didn’t have the dynamics, of being on a high volume quarter like our shops out in the Nebraska are. So it is just a different decision, I think, there are other shops so we still like to still see an opportunity to grow our value from those.",,,,,,
Michael James Baudendistel,Charles F. Avery," Yes, it’s good detail. And then the covered hopper orders and the covered hoppers a lot of different sizes moving the large different types of the freight, which markets are being targeted there?", If you look at where the lion share of covered hoppers ran in the other and the small capacity for cement and sand and medium capacity for grain and larger in some plastics where I think Ted commented on the enquiries we’re seeing enquiries kind of for all three of those as you get now out in the future.,,,,,,
Michael James Baudendistel,Charles F. Avery," Okay. And then, I just want to make sure interpreting some of your earlier comments correctly with the 7,000 units delivered in 2014, already you have 1,600 in backlog. So, I guess to one of the earlier questions, the reason you’re not expecting more orders that come in, in 2014 that you can deliver in 2014 as because most of those orders would be outside of coal in Shoals. Shoals is already a full capacity which is somewhere in the neighborhood of 3,500 because as half of the 7,000 you expect to be delivered, are all those things sort of roughly correct?"," Yes, I think definitely roughly correct and when we look at the coal market that’s where Danville would be the type of cars that would go in there, and the visibility there just isn’t there and Shoals were being cautious on what we can expect there given we’re in startup mode still.",,,,,,
Michael James Baudendistel,Joseph E. McNeely," Okay, great. That’s all I have this morning. Thank you.", Thanks Mike.,,,,,,
