Asker,Responder,Question,Answer
Andrew Buscaglia,Steve Newlin," All right. Well, thanks guys.", Thank you.
Unidentified Analyst,Steve Newlin," Hi, this is Dennis [indiscernible] for Laurence. How are you guys doing?", Good. How are you?
Unidentified Analyst,Steve Newlin," Good. To improve relations with your suppliers, are you looking to be going to like more self-sourcing for your larger product?"," So, I think the person that has done the most over the years to improve relations with suppliers, and we certainly have seen it happen in Europe, and it's happening here in the U.S. now, and he'll have a global role to do it, is David. So I'm going to let David Jukes answer that question."
Unidentified Analyst,David Jukes," Okay, thank you for that. And then you mentioned moving more business in this, so I guess in smaller or –- or in just hitting more singles, I guess. Is there a certain regional end market where you want to focus and you think it's more achievable or just better to look at?"," So I think that if you look at our business, we broke our business down into four lines of businesses, services, bulk, local chemical distribution, and focused industries. There's growth opportunities in all of those, but the sales cycles in all of those are very different. So you would expect to see some share gain more quickly in local chemical distribution than you would in focused industries, where the sales cycle will be much longer. But we see opportunity right across all our business. And the bits we didn't see opportunity, and we're doing much less of, that's the whole point of our focus."
Karen Lau,Steve Newlin," Thank you, good morning everyone. I was wondering if you're already seeing some market share gain among suppliers. Are you realizing maybe more new authorization on product sales or are we still working on for now on the pruning phase, and maybe just sell more big products?"," So, we are getting some new authorizations. And we're getting those in various parts of the world. This is something David's been working very hard on. In order to do that, it goes beyond just the simple trusting relationship that you have; you've got to show them some data. You've got to show them that you're able to grow your business again, and that you can grow their business for them. And that's why it's so important that we focus on new business wins out there, and change the mindset of our sales force. This is what David is working -- we're all working really hard on, to get people to have better skill sets, to be more effective and more efficient in the execution of their sales call, to increase the amount of new business that we gain. This turning point for the first time in eight quarters of having growth in the U.S., those are the kinds of things that help us get more authorizations from our existing suppliers as well as those that we're pursing that we don't have relationships with. David, you want to add anything to that?"
Karen Lau,Carl Lukach," Okay, great. So it sounds like there's more happening overseas, but U.S. is still very early in the process and more on to come, okay. Could you give us an update on the sales force churn since you started the new comp structure and implemented the realignment in February? And how does it compare versus historical?"," Well, historically we've had pretty high turnover in our sales force, too high. I know the prior two years we had 22% - 23% turnover. That's entirely too high. Generally where we want this to land is probably around 10% - 12%. You are always going to some -- you have some people that voluntarily leave. You are going to have some that just don't make it. So, it's been too high. Some of the actions we have taken are really exciting and motivating to those who like to get rewarded and are competitive and have the goal orientation and the drive to succeed because we're going to rewarding and recognizing them more. Some of those who don't have the skill set, the versatility, the adaptability to call outside the boundaries of just procurement and call through the organization and sell our value prop versus just sell our chemical, they are struggling. And so, there's turnover in those ranks on both ends whether it's our choice or theirs. So, specifics, David, I will leave that for you to discuss."
Unidentified Analyst,Steve Newlin," Good morning and thanks for taking two questions. The first one is on the U.S. volumes that you actually intend to keep, so not what you are trying to de-market, but the volumes that you actually like. Could you talk about what you are seeing there in terms of demands? You seem to talk about softness, so I am just wondering where you're seeing the softness. And the second question is on guidance sequence. I guess you are going to face tougher comps in Canada and in Europe in the second half. And that's exactly when you are trying -- when you are intending to accelerate. Can you talk about whether this will -- this should come from I guess acceleration in Canada and in Europe? Or, is it just the U.S. business seeing traction from the turnaround and accelerating extremely fast between the first half and the second half? Thank you."," So I think the reason that we're more bullish on the second half clearly it has to do with the skill set, the new people that we're hiring. And we still have a lot of positions in the U.S. for sellers. And we are picky about who we hire. Very particularly about who we hire. So it takes little more time to attract, train, develop, and then get them in the game and have them go through the sales cycle and grab the business. So that work is ongoing. But we see time on our side to make it better, faster, stronger. And I think that's the reason for the delta and the uptick we expect later in the year. If you just kind of look at our progression all I mean the fourth quarter, we saw some turning. The first quarter, we are seeing turning in the U.S. while we've maintained the growth outside the U.S. And it's absolutely true the comps for the second half were stronger but our organization is stronger. And we had more time to implement and execute on the goals that we've established."
Unidentified Analyst,Carl Lukach," Hi, good morning. This is Ben on for Steve. In Canada, can you discuss the shift in mix that occurred in the quarter and what your outlook is for margins going forward in that segment?"," Okay. Hey, Ben, sure. Yes, there is a very visible shift going on. We had a nice rebound in the energy markets in Western Canada for that that brings to life a lot more demand for methanol and to the natural gas pipeline. And that is compared to the average, it's a lower margin product. So you see the shift in margin there. We also saw demand up in the mining sector in Canada in the first quarter. But we also have more initiatives for growth in place in Eastern of Canada and industrial end markets of Eastern Canada. So it's always to tell those three, and then you've got Ag in the middle of the country that is coming up pretty nicely this year. So our end margin is the result of those three distinct end market zones within Canada."
Kevin McCarthy,Carl Lukach," Yes, good morning. Thank you. Between November and February we saw quiet sharp inflation among lot of commodity petrochemicals; methanol, butadiene, propylene, styrene et cetera. Call it 30% to 100% in some cases. Can you talk about how you managed through that volatility? And whether or not it has any appreciable impact on your financials in terms of volume or profitability?"," So I mean we are constantly assessing the cost increases or decreases that we have and making sure that we don't get trapped in situations where we have a big down graft in pricing with a lot of inventory on hand. And like when it goes the other way, when inventory does revalue because of price increases and we work with our customers on what share of that we are willing to share with them. But we're on top of prices, of products all the time. We did see methanol, sodium hydroxide solution, xylene, some of these products went up. And we saw hydrochloric acid dropped about 16% in the quarter versus prior year. So, I would say all in, it's a little more up than down. We like that. We like dynamics in the marketplace because we think we're decent at and getting much better at adjusting our pricing appropriately to get our fair share."
Kevin McCarthy,Carl Lukach," That's helpful. And then second one if I may, Steve, on Slide 4, you call it 120 basis points of improvement in your conversion ratio. How focused are you on that, do you manage to it, and how high can it go, maybe a little context here will be helpful?"," Hi, Kevin. It's Carl. As a distributor, conversion ratio is a metric that we look at monthly if not more frequently. And how much of the gross profits are pulled out to EBITDA. And 32-ish% is I would say okay, but we should -- and it moves around quarter by quarter. But on an annual basis, we see ourselves creeping up to 34%, 35%, 36%. If you look at industrial distributors, you will see those kinds of conversion ratios as pretty much at the mean. The only thing I'll add to that is the added benefit of e-commerce and digitization that we're brining into our portfolio as we reduce backroom [ph] cost and cost of transaction, and that can help elevate that conversion ratio even higher, but that's yet -- like a prediction on that yet, but that's another dynamic in the equation."
Jim Sheehan,Carl Lukach," Thanks. And in EMEA, can you talk about the mix improvement you got there particularly with pharmaceuticals? And how sustainable that might be going forward in 2017/ I think you called out that some of the improvement you saw in EMEA is due to extra billing days and some of this mix is not going to be sustainable through the rest of the year. How should we do that in the second quarter?"," Good question, Jim. It's Carl. The improvement in EBITDA in the quarter was -- about half attributable to our pharmaceutical finished goods business that is more rightfully looked at it as an easy comp. Last year's first quarter was abnormally low in sales based on the selling patterns in that market. And so, we got to boost and amplify it to the growth in the quarter. Excluding that end market, we had 13% growth in the quarter in EBITDA. So I think that you are right. Going into the second, we won't get that kind of growth in the second quarter because of that easy comp in pharma, but we do hope to continue to execute against our restructured business there in Europe and continue the growth going."
Jim Sheehan,Steve Newlin," Great. And then on the pricing environment you are seeing, we had kind of a tailwind in chemical price inflation in the first quarter. And some of your end markets, you are probably still seeing some increase; I think caustic soda is still on the rise. But then maybe some other areas with more petrochemical chains, some of those have started to roll over, where do you see pricing in the second quarter developing for you guys?"," I mean on that, your guess is probably as good as ours if you are into this space. We roll with -- we take the punches and roll with them. We try to stay ahead of them and make sure that whichever way they go, it's positive for us. We like them going up more than we like them going down. But we manage through both. And like I said earlier what we like are dynamics rather than steady state. So we're not -- we don't worry about that. We just adapt to it. And we adapt very quickly. And I think I can tell you that we are far more nimble today than we were about a year ago. With that, I think we are ready to close out. I want to thank you all for joining us today and also remind you that we do have Investor Day on the 15th of May in New York. Hope we get a chance to see you there. We are going to talk a little bit more about long term and talk about some of the important goals that we have to drive value creation. Thank you very much."
