Asker,Responder,Question,Answer,Clarity,Coherence,Aggression,Optimism,Specificity,Relevance
Matthew Kirschner,Gregory Trojan,Would you say it's fair to characterize that your most loyal customers skew towards the takeout and then new kind of incremental customers tend to try the delivery?," You know, I think that makes logical sense, but I can't tell you we -- you know, we looked at our -- have looked at the data to support this statement, but I think that's a pretty good guess.",,,,,,
Matthew Kirschner,Gregory Levin," Okay, and then just one last question around the new store development. Obviously you highlight this strong opening. I just had a question around the stores when they drop into the comp base. I think there were two this quarter, I think one next quarter, but I mean, how do the honeymoon periods look? You're entering newer kind of Tier 2, Tier 3 markets specifically in Connecticut for the first time. You know, how do these stores hold up after 18 months?"," Yes, we tend to still see really the same trends in our business and that is at 18 months they generally come into the comp base a little bit in the negative because the honeymoon timeframe and then from there they start to flatten out and start to move ourselves better overall. And I don't think we've seen any real change of that. I accept the fact that our new restaurants are opening strong and as a result, when they come off the honeymoon, they're not coming down nearly maybe where they were in some of the other markets. So, I think as we look at it and see it as they come into the base, maybe there's a little bit less of a drag on them then maybe where they were -- the classes in the past years.",,,,,,
Nick Setyan,Gregory Trojan," Thank you. You know, there was some TV advertising I think that was planned for Q2, can you kind of maybe talk about, you know, the plans around Q3 and Q4, maybe whether you can maybe put some TV advertising in some of the softer California markets to help out?"," Yeah, in general, Nick, our medial lineup is pretty similar than -- than what it looked like a year ago, you know, from a TV perspective we are -- we are -- listen, we're going to react to -- to these trends and, Kevin, who can maybe speak in a little bit more detail here, but we are looking at, you know, options of moving other elements of our media mix, you know, digital, what we're doing through loyalty. We have more levers than we've had in the past and -- and we are certainly looking at options to move some more guns where they're needed more than not, right?",,,,,,
Nick Setyan,Gregory Trojan," And Greg mentioned, Greg Levin, mentioned the testing on the third-party delivery, you know, trying some different things that maybe haven't had as much traction to date. Is that something that you're planning to continue or are there changes coming there as well to maybe improve that--"," Thanks for asking that question, Nick, because this is -- obviously, in general, this growth in on-premise and third-party delivery is still new to everyone, right, including -- including ourselves although we were in there a little earlier than a number of folks. And it's -- it's changing rapidly just by virtue of its growth rate and we look at the promotion efficacy of some things that we ran a year ago versus today. There are a lot more competitors and attendees in the third-party delivery order platform. So when they're running and we're participating in certain promotions, it's -- it's more difficult to stand out and they're just not as incremental, frankly, as what they were even a year ago.So we're working with third-party partners and putting, you know, Kevin's teams creative hats on to look for ways where we can stand out and differentiate more than just the standard offers. And -- and, you know, it's going to take some -- some trial and error but I think we're not going to -- you know, we're not going to spend our way to buying sales at levels that we don't think really make margin sense either. So, if that's going to take some trial and error to -- to find that right balance and what we highlighted is -- that some of the softness that we're seeing, and this is national, that it is a slowdown. Now, when I say slowdown we're still in healthy double-digit growth rates here so, just be -- to be clear about that. But given the high growth rate that we've been seeing, part of the impact -- you know, it has impacted comps a bit when that rate has slowed down a bit as we've lapsed some of the offers of a year ago that worked really well.",,,,,,
Nick Setyan,Gregory Levin," Thank you, and just last question, you know, for Greg Levin. You know, on the margins, quarter day comp in Q2, you know, was sort of that one -- mid-1 and then the trends improved but relative to your commentary, the margins or expectations, I guess you kind of ran through, you know, in terms of labor inflation and the third-party delivery fee, aside from the COD, which is very understandable, you know, on labor and other OpEx, what surprised you the most in terms of the negative impact there?",In Q2?,,,,,,
Nick Setyan,Gregory Levin,Q2.," Thank you. I think the biggest surprise in Q2, if you -- and, again, I want to make sure you're talking in Q2, was, I think the avocados, you know, avocados are in our top ten of spend and that probably was a little bit more of a surprise for us than I was anticipating there. I think the success of Tri Tip, which has been really, really successful, has actually challenged our operators a little bit in regards to maybe just making sure they're prepping it and so forth so there's maybe some -- a little bit more inefficiencies around getting Tri Tip in place in Q2 and I think we've worked ourselves through that but those are probably two things going into Q2 that maybe were a little bit more challenging than maybe we were anticipating going in.",,,,,,
Mary Hodes,Gregory Levin," Good afternoon, thanks for taking the question. I just want to follow-up on Matt's earlier question regarding the cost pressure you saw in Q2 related to the GSK implementation. Does that 10 to 40 basis point drag that you highlighted for Q2 from implementing that also include the drag from introducing Tri Tip or what would you say that the total drag on restaurant margin in Q2 was from those one-time initiatives?"," Yes, so when you think about it, and I don't think, Mary, I said that the GSKS was 10 to 40 basis points, I think GSKS is probably more in the 10 to 15 to 20 basis points. It's about 125 hours per restaurant on that. I would probably, just thinking about how Tri Tip rolled out and the adjustments that we had to make, there is probably another 10 to 20 basis points related to Tri Tip in regards to how we roll that out and the additional hours from that.I think we're continuing to work out -- work our way through those things and we expect, going into really, I think, into Q4 and later Q3, that will reach our efficiencies around both of those changes there. In fact, I would probably say Tri Tip is a little bit more behind us and GSK, GSKS, is in front of us a little bit.",,,,,,
Mary Hodes,Gregory Trojan," Okay, got it. Thank you very much for that clarification and then can you just talk at a high level about the level of promotional activity that you're seeing in the industry right now and with traffic turning negative in Q2, do you think that there's any changes that you need to make in your philosophy around promotions or value to drive better traffic in upcoming quarters?"," That's a lever we look at literally, you know, almost everyday, certainly every week in our business, Mary, and -- and, look, there's always promotion out there, I think I said this on the last -- on the last call, we get asked that question every single time as if, you know, this level of promotion and competitiveness in our -- in our market is, you know, intensifying or wildly different and we don't see that. I mean, I think it's kind of always a constant on and the other element I'd mention is people forget about, we're competing in a very fragmented industry at the end of the day; the number of independent seats out there is much greater than the chains we all think and talk about. So -- so, honestly, I just think that can be a little overdone and over talked about in our -- in our space at times. It's something, obviously, we pay a lot of attention to in general as our business is going up and down and so we'll make adjustments. I think the most pressing activity is making sure we're being more aggressive where our business needs the help the most and right now that would be California.",,,,,,
Christopher O'Cull,Gregory Levin," Yes, thanks, good afternoon guys. Greg, I understand you're pleased with this new store sales performance but can you talk about the average investment in those eight locations?"," Yes, I have to almost parse that a little bit because I want to say I'm -- I'm looking over at Greg Lynds a little bit. I want to say four of those restaurants were Seritage or Sears deals from a year ago. So like all the New York -- New York was, [indiscernible], Rhode Island was and as a result, those investments were in the $4 million or less range because we were delivered a shell and we were delivered some of the utilities and stuff forward. I would tend to say that, and I'm going to let Greg -- Greg Lynds jump in here in a second, I would tend to say though, looking a little bit going forward that we continue to see labor inflation in the construction world as well as some material inflation and we tend to see our standard prototype probably closer in the 4, 8 range or greater; so $4.8 million plus range and so it's a mixed bag. I know the eight, we have some that we got in at a really low investment cost, I think overall, but I think if you're thinking about going forward, it's a little bit higher. Greg, do you want to add to that?",,,,,,
Christopher O'Cull,Gregory Levin," That's helpful, thank you. And then just to follow-up on that, I mean, with the restaurant margin and even profit dollars coming under so much pressure, has the sales to investment hurdle rate changed in order to justify a compelling return?"," Not really. I understand your question, Chris, and we tend to look at these really kind of at the -- at the longer-term from that standpoint. There's going to be inflation that comes up and then there's going to be times when it starts to modify and come down. If we had to look at our business ten years ago, we were spending at that time, $5 million to build a restaurant. And then through some value engineering and other things that made sense for us, we brought it down to $4 million. I think ultimately when we look at our business and we think about the fact that we're doing, in this quarter, $116,000 weekly sales average out of our eight new restaurants that you're looking at, somewhere in the neighborhood of close to $6 million AUV's. I think you tend to bring in a really great strong cash flow that still tends to be the place where we would want to invest our money and build our restaurants.We just come to the fact that we've always been this way, that we're going to build quality over quantity. We're going to make sure we can do it with high quality as well which means making sure that we have the right team members in place. So, I don't think there's any necessarily change in our view in regards to hurdle rates for investing in the new restaurants and so forth, because we still think it's the best place to invest BJ's money. But we're going to do it at quality over quantity. We've never been on an investor call saying that we're going to close 20 out of the last 40 or 50 restaurants we've opened; something we're very prideful on the fact that we go out and select great place, great locations, and execute them well.",,,,,,
Christopher O'Cull,Gregory Levin," Yes, that's helpful. And then just the restaurant margin was down, obviously, a couple hundred points this quarter with the two comps. So -- and it looks like it's going to be down, based on your guidance, another 150 on a -- on a softer comp. So, how do you keep margin flat with a 3% comp?"," Well, we think with the 3% comp and you start to come back and take out some of the initiatives that we rolled through, it's probably going to be a little bit of a challenge from that standpoint, I think, as you look at it. But I think there's some efficiencies that we can go after. I also believe, as we look at this, some of it is transitory, you know, avocados are starting to come back in line from that standpoint. So, we would probably pick up the basis points there. We've got the basis points in some of the investments that we're rolling out in labor that's started to help us.And then, as always, we're going to go after that operating occupancy line and make sure there's areas that we can get more efficient at in our business. I think there's a challenge -- we think -- Chris, real quick, the challenge we face, frankly, and I try to make this clear short-term, is Q3 is just our lowest weekly sales average quarter and that with, you pay some utility rates, we start to pay for the NFL package in our restaurants. There's just little things that kind of hit us in Q3 but I think when we look at our business longer-term, we like where we are, we like the menu, variety that we have, the fact that we can have value on one side and we can have higher priced items or center plate entrees on other, but that will allow us to drive sales, drive check average and provide a great guest experience that frankly will allow us to drive margins.",,,,,,
Christopher O'Cull,Gregory Trojan," Okay, and maybe just one last one. Are any stores that have hit a stride with the new kitchen systems seeing any labor savings benefit from the new systems?"," No, Chris, I mean, it, A, is still a bit early and, you know, as we've been saying consistently, is we're doing this for quality, you know, team member, great place to work, all of the nerve center of what our kitchens are. We do think that over time all -- all of this process, reengineering and organization will yield some savings but, we're not -- we're not -- honestly, we're not asking for savings at this point and as people are, you know, as our operators are scheduling labor from this perspective, I think we're a bit away from that but, you know, we'll likely see some but it's just too early. We want to make sure these get engrained the right way and we're prioritizing the most important reasons we're putting these systems in place and, you know, think of it as a second -- a second phase of looking at our kitchens once these are embedded in behaviors.And that's the thing, I mean, just to highlight as Greg's been describing, the rollout itself is more around physical organization and retraining. The ongoing part of GSKS is the behavior changes of what people are doing when and those take a little bit more time. So we want those to fall in place and we think those will then evolve into some efficiency in terms of hours.",,,,,,
Nicole Miller,Gregory Trojan," Thank you. Good afternoon, two quick ones. Earlier in the discussion you talked about softer weekends, I believe, where do you think that customer might be going; at home waiting for you to deliver to them, are they going to a peer group, or is this a broader macro-comment about people staying at home?"," You know I don't think we know the answer to that Nicole, to be honest, and I think one of the things that we take a close look at and want to make sure is that our value doesn't get out of balance, right? So, we've been driving so much value both at dinner and during the week with the -- you know, with the one, two punch of both happy hour value and Brewhouse Specials. You know, we've -- we've been with the -- with the introduction of slow roast and prime rib which is a weekend only, you know -- was a weekend only launch and is a weekend only product. We -- we've been balancing that well, historically, right? And so, you know, that's -- that's -- the pushes and pulls of our business is that, you know, we may -- we may need more news or more value on the weekends relative to the investments that we've made during the week. I don't say that with certainty but as we're looking at these trends, that's something that we're looking at.",,,,,,
Nicole Miller,Gregory Trojan," Okay, thank you, very fair. And then just a second and last question, you also talked about setting aside some additional marketing this quarter to talk about large party ordering. And I want to understand, you know, how will that -- where will you do that marketing and then what can you share in terms of large party ordering? How far will you go in terms of delivering time, what's the price hurdle, what's the margin profile, etc.?"," Well, let me do the last part and then I'll ask -- I'll ask Kevin to fill in some of the -- a little bit more of the specifics. We're not going to get too far into those specifics for competitive reasons, obviously, but -- but our -- most importantly is the product lineup that has been, you know, we really have constructed these both a la carte items and these combinations with value in mind. So, you know, at the starting price points you can see large parties at -- at and around $10.00 per person which we think is quite compelling. But there's, I think, if you scroll through these varieties and do a relative, you know, value check, you'll see that we compare, I think, more than very competitively.So, that's been -- since this, again, is, we think, very incremental to our business, we wanted to, you know, frankly be pretty aggressive from a value and pricing perspective. Our delivery radiuses, you know, don't, are not -- don't vary from our normal radiuses which range, you know, based upon drive times, so they -- mileage isn't the best way to think about it but we're usually within 20 minutes of drive time is on the outside of our delivery ranges in terms of those logistics.",,,,,,
