Asker,Responder,Question,Answer,Clarity,Coherence,Aggression,Optimism,Specificity,Relevance
Steve Smigie,Gerald Paul, Okay. Thank you., Thank you.,,,,,,
Jim Suva,Gerald Paul," Thank you very much. Can you give a little bit more details you’d mention about the cancellations in Asia? Are those primarily like on the consumer side, handset side, T.V. side and some of the end-market cancellations that you’re seeing?"," First of all, most of them come from distribution in our case which through a degree seem to be expected this because we knew all along that, of course, they had to hide the order rate before out of many reasons was high and we expected some correction. Anyway, and I think I said this before a few times. And so, it happened, but it happened immediately more abrupt seems to be typical for our industry more abrupt than we thought. And mainly it comes from distribution in our case but effectively this is indirectly consumer. This is consumer-driven I believe.",,,,,,
Jim Suva,Gerald Paul, And any end markets consumer through distribution that you’re seeing?," The computers relatively weak these days, relatively weak.",,,,,,
Jim Suva,Gerald Paul, Okay.," Hand phones, not the smartphones, regular phones are weak. I think this has much to do with overstocking everywhere but okay, in this case maybe the end sales has suffered already, the end market sales.",,,,,,
Jim Suva,Gerald Paul," And then my follow-up is, as we look at tantalum pricing typically if my memory is correct, it’s this time of year when the tantalum powder company start looking at contracting pricing for the future year out, is that the case now? And what type of pricing are we looking at for 2012 versus 2011? Because I believe 2011 was up pretty sharp versus 2010. What type of price of tantalum should we be considering for your cost of good sold increase and are you back in the market or you have to have quite a bit of inventory you’re still having – that you can go through?"," We did not believe in the shortages since a long time. We never believe the story with the shortage and therefore we don’t have so much inventory as well and this is not the environment for substantial price increases in tantalum powder, I would say.",,,,,,
Jim Suva,Gerald Paul, Thank you very much to you and your team., Thank you.,,,,,,
Shawn Harrison,Gerald Paul," Hi, good morning. Just a few brief follow-ups. Hopefully, I’m not re-asking these but the commentary at point of sale being down by 8% sequentially for the third quarter. With October coming back, are you seeing, I guess, that increase. Did it increase sequentially, the point of sale for the month of October?"," I have reliable information this case for a quarter, so I would rather not comment on a month on POS but obviously as quarters have come back to a degree, I would say the POS for sure will not have come down further, I think. It is what I would hope through from that.",,,,,,
Shawn Harrison,Gerald Paul," Okay and I guess within that comment, your view on the inventory that we will essentially pass, I guess the deepest part of this throughout, exiting the calendar year and we should be, I guess, close to parity as we come into 2012."," Maybe a little longer. Maybe this takes a little longer than that. It all depends, obviously, on the POS which is the adamant economy in a way but I would say, if you ask me, I think the quarter for sure as we also guide to, this triggers our guidance will be impacted by inventory reduction and distribution, I would suspect you will see something also feeling quarter one.",,,,,,
Shawn Harrison,Gerald Paul," Okay. And then I guess within the MOSFET business as well, you just briefly talked about continued or weakness within regular phones as well as notebook PCs. I know a big driver of that businesses, those two end markets. Does that, after we get through this inventory correction mean that you may not see a bounce back within that business just because the demand for those products isn’t as strong as it has been?"," Why not? I think as soon as things are normal then why should this not be or go back to normal? But what we count on is a better participation, the high voltage MOSFETs where Vishay historically hasn't been really and now we will have probably see a light at the end of the tunnel in a way, we see product which can compete with everybody. And we are going to start manufacturing them next year, beginning of next year, in large quantities. So I see, for MOSFET, should return to normal conditions. Why not? There’s no (inaudible) in that sense, end of this, either the implications nor of the product. But I see an additional change for us. Entering this high voltage market which we really haven’t been there, only a little.",,,,,,
Shawn Harrison,Gerald Paul," Very, very helpful and the final question, you guys did a very good job of controlling operating expenses this quarter. In case I missed it, where are they expected to go on a dollar basis for the fourth calendar quarter?"," They approximately where we are, maybe 191-192 something like that. Depends, of course, on the exchange rate also.",,,,,,
Shawn Harrison,Gerald Paul, Thanks so much., Thank you.,,,,,,
