Asker,Responder,Question,Answer,Clarity,Coherence,Aggression,Optimism,Specificity,Relevance
Hsulin Peng,Robert Craig Owen," Okay. And second question is G&A this quarter was really good. And I'm just wondering if you would think if this quarter run rate a good indication for future G&A expenses, or if there's something unusual this quarter that made it much lower."," Hi, this is Craig Owen. I’ll take that. The G&A, we did have a good quarter for G&A. I wouldn't expect that would be the go-forward run rate. I'd probably look at the year-to-date G&A, $0.25, $0.26 or a little bit higher. We had some benefits in the quarter and some nonrecurring items, nothing too substantial but the $0.21 we experienced in the quarter, probably not a good go-forward rate, more around $0.25, $0.26.",,,,,,
Hsulin Peng,Steven L. Mueller," Okay. Got it. And then last question, the Brown Dense acreage went down a little bit this quarter, and I'm just wondering if you can help us understand why the acreage number went down."," Sure, and what she's referring to I think we reported a little over 500,000 acres this quarter versus what I think was 540,000 or 550,000 last quarter. The main difference there is on the far northwest corner of the play, there is some acreage that we'd actually acquire from EOG that we let expire and then we do have some acreage we double counted, but the biggest thing is we dropped some acreage on the far northwest corner.",,,,,,
Charles A. Meade,Steven L. Mueller," I had a question on one of the wells that you talked about in your prepared remarks. I think it was the Dean well in the Brown Dense that you said. Did I get these numbers right? 200 barrels a day, and 1.2 million out of 12 feet of perfs?", That's correct.,,,,,,
Charles A. Meade,Steven L. Mueller," I'm curious, is -- did you complete that in a different part of the formation? Is there something -- or did you have a different frac design? I know you talked about using linear gels. But the question is, is there something different you did there because that looks like a really encouraging rate."," There are some things we did different. As Bill mentioned in his comments, the 2 vertical wells we drilled, the first thing we want to do is determine if there was extent to the high pressure area; there was. But the other thing we found in -- and if you remember back to our very first well, one of the issues we had was trying to get enough vertical to extend our fracs. We found as we evaluated the BML well that we still weren't getting the growth and height on our fracs that we were looking for. So we tried several different kinds of fracs on both the Johnson and the Dean wells. And in some cases, they worked; in some, they didn't. In the Johnson well, I can tell you 2 of the 5 I think we've done so far, we screened out early because the frac that we're trying didn't work but as we got towards the end of frac-ing in the Johnson well, we came to what I'll call a new formula. There's nothing magic about it; just kept tweaking. And it looks like we're getting better vertical height. We tried that on the Dean well and well, there's 3 intervals, we frac-ed -- on that well 3 separate fracs, and the perforations, as we said weren't much perforation. There's about a 200-foot interval. It wasn't anything unusual over any of the other wells in the area. But when you look at the fracture area that it looks like it's contacted versus in the BML well that has over 4,000 feet, it's got almost 60% of the same fracture area. So it looks like we're starting to learn something on the fracture stimulations. And that well has held up very well. The numbers he quoted were on a 10/64 choke, and we still have high 6,000 pounds bottom-well floating tubing pressure -- of bottom-hole pressure. So that well gives us encouragement and we're using a variation of that. For the most part, we're trying some things on the horizontal we're frac-ing right now. But we're using a slight variation of what we did on the Dean on this horizontal that we're working on now. So I can't say it's the answer, but I can say that we're getting closer just by working on the fracture simulation. And it looks like we're getting a little better height than we were in any of the other fracs we've done today.",,,,,,
Charles A. Meade,Steven L. Mueller," Got it. That's all very helpful, Steve. It sounds like -- am I right in guessing that this is just a kind of a combination of sand load and pump rate and some chemistry that you..."," It's just mix. And when you put the sand in and how much water you put, there's nothing magical about the fluids themselves.",,,,,,
Charles A. Meade,Steven L. Mueller," Got it. And then it also looks to me like you guys have set up a unit for the Johnson and Dean to be 1,280. Is that -- are you guys committed to doing long laterals there? Or is that just an option for you at this point?"," Just count that as an option right now. I don't know what the ultimate lateral lengths will be. Certainly, if you remember our general game plan was from the first to the later wells, we're going to go from relatively short 3,000-foot and work our ways up to 9,000 feet -- or 12,000 feet. That's somewhere in the game plan, but if we get some of the encouragement in some other wells like we're seeing in the Dean, it may not need that long a lateral. So we're just going to have to work our way through that.",,,,,,
Charles A. Meade,Steven L. Mueller," Got it. And just to make sure I understand this right, it's that Doles that you're going to complete with this kind of -- with your new frac recipe?"," Yes, Doles is the one’s that’s completing right now is almost done. There's a total -- originally went in, wanted to do about 26 stages of frac. I think we'll get 22 done, and we're almost done with. In the next couple of days, we'll be done.",,,,,,
Charles A. Meade,Steven L. Mueller, And that's using what you've learned from the Dean wells?," Yes, what we’ve learned regard from Dean and Johnson and any other wells before.",,,,,,
Charles A. Meade,Steven L. Mueller, But the BML is the older version of that frac?," The BML is the first well; has fracs much more like we did in the first 2 before it, and there is a significant difference, yes.",,,,,,
Brian Lively,William J. Way," Steve, just on the Marcellus, you talked about having a smoother, I guess, infrastructure profile for 2013? On the call, though, could you maybe talk about when do you think you could actually get to 300 million a day? Is that still slated for the end of the year or do you have an opportunity to pull that forward maybe towards the midyear?"," We should get to 300 million a day exit rate by the end of this year. We've got the wells in production behind pipe and the primary drivers waiting on the Bluestone pipeline to be complete. We have the transportation, the long-haul transportation arranged and committed. So the restriction really is waiting on this piece of pipe. And the segment we're waiting on is 9 miles long and it's got to connect us -- our business to TGP 300, and they're making some very solid progress.",,,,,,
Brian Lively,William J. Way, And then how will that build into 2013?," Into 2013, we should reach -- we expect to reach 500 million a day by the end of '13, and so it will stair-step up in kind of a relatively smooth curve. There's some front end sort of weather-related questions but those are just normal for any kind of development in this part of the country. But really, it's expected to be just a pretty steady ramp-up. We'll drill -- we expect to drill probably about 100, 103 wells across the field in 2013 based off of the comment Steve made earlier on 4 rigs, and we've built that and their completions into that profile. And we can -- like Steve said, we've got a takeaway capacity graphic that we can send you. And if you look at that graphic, you have -- the ramp pretty much follows that graphic.",,,,,,
Brian Lively,Steven L. Mueller," I guess I was confused. I had thought that you guys were going to be at 300 -- that you were going to be kind of more contained through 2013, but it sounds like you're actually going to be..."," Let me jump in. Again, if you look at our previous spreadsheet that we gave everyone, there was a step where early in 2013, we jumped about 320 million -- a little over 320 million a day. And then we had a flat period all the way until November where that’s re-jumped up to 500 million. Today, that number at the end of third quarter, 380 million. At the end of the second quarter, it's 435 million, and that's 542 million at the end of the year. So we smoothed that out. So Brad will be happy to send you that and you can see how that looks.",,,,,,
Brian Lively,Steven L. Mueller," That's great. I'll follow up with him because it sounds like there's some bias upside to the numbers. And just for me the last question on the Fayetteville. The commentary about the Fayetteville being flat for the next couple of quarters, just wonder if you guys could put some more context around that in the vein of what 2013 might look like. Are you talking about flat through 2013? Are you talking about just flat maybe for the first half of the year?"," I'm not sure about the flat comment. I think what I said was rig count. Right now, we’re running 7 rigs and we'll go into the year with running 7 rigs. And if you ran 7 rigs for the entire year, you'd have about 350 wells.",,,,,,
Arun Jayaram,Steven L. Mueller," Steve, I wanted to ask you a little bit about, obviously, you managed the business to the 1.3 kind of PVI target. Obviously, you've had a very big hedging tailwind, so to speak, where you've had some very attractive hedges. But if you look on a year-over-year basis, the level of hedging gains -- decreases relative to NYMEX, and I think that's a $300 million, $400 million kind of swing factor. You do have obviously lower cost in the Fayetteville today, $2.6 million a well, plus you're drilling perhaps at prime locations. So just trying to get a sense of how all that factors in to -- you've talked about maybe 350 wells, but what you’re thinking about the Fayetteville, given the fact that you won't have as much hedging gains as in – in '12."," I think a couple of things there. First off, we are hedged, as we talked about. If we had flat production year-over-year, it would be a little over 30% hedged, and those are $5 hedges. I wouldn't assume that those are the only hedges that we have for the year. We're still looking, and I think you may see some other hedges go on. But really your question is 2013 budget and what's going to happen in 2013 budget, and we're still working on that all the way to the point -- I'm not ready to say what we think the price will be in 2013 yet. We have to sort that out. So all of that obviously works into cash flow. Cash flow obviously is partially driven by how much capital you have and you have to marry the 2 of those together, and we're not quite there yet to say how many wells we're going to drill in each area. The only thing that we've certainly committed to is because of the 2 new rigs we're adding. One’s added already, one will be added in the Marcellus that have long-term contracts on them. We know the activity will go up in the Marcellus.",,,,,,
Arun Jayaram,Steven L. Mueller," That's fair. And Steve, I wanted to maybe elaborate on the Marcellus. You guys have commented on the growth on a gross basis. Can you help us walk us through net of royalties, what – where you expect your production to be because I think you have different working interest thinking about Susquehanna Counties versus Bradford County and just maybe give us a sense of where you expect to be on a net basis."," I think if you just think about it in general, the Susquehanna, Bradford area for the foreseeable future will almost be 100% working interest well. I think we’re averaging this year 98% or something. Later on, there will be some -- and when I say later on, a few years out, there'll be some other wells that have some lower interest. I think our average working interest, if you look across all of our acreage is probably in the low 80% average working interest. But for next year plus, you’re at almost 100% on the wells you're drilling. And then in your nets, you're about 82% to 83% nets. So as you look out into 2013, I'd use an 82% number.",,,,,,
Arun Jayaram,Steven L. Mueller," And final question, Steve, what are your thoughts, obviously, very tight infrastructure in the Marcellus about basis differentials in that marketplace. So what are you seeing today?"," Well, because we have firm capacity, today we're seeing NYMEX pretty much flat. Some months, it's a couple cents above; some months a little bit low. We have not seen anything we've had to do much as a blowout that you might have seen or heard earlier in the year in some of the other areas. As we look out in the future, we think that the Marcellus will pull away on the basis a little bit. So our long-term planning is actually it widens and it's going to be a NYMEX minus some kind of a number but near term, NYMEX flat.",,,,,,
Arun Jayaram,Steven L. Mueller," Okay. I have to ask, to be able to get that capacity to smooth out that, what was the consideration that you had to do to get that firm transportation smooth, out that – the pipeline capacity?"," It's the same we're paying for all of our transportation, actually in some cases, a little bit less. What this is, we buy firm. Typically on a pipeline, you're buying long-term firm. In this case, there were operators who can't supply their firm. And for short periods of time, some of these contracts we have are 6-month type contracts. And all we're doing is buying from operators who couldn't use it. So we're buying at their rate or lower than their rate because they were going to have to pay it one way or the other.",,,,,,
Dan McSpirit,Steven L. Mueller," Turning back to the Brown Dense, you speak to a path to commerciality. If you could share with us the determining factors involved and the expected timing maybe in more definitive answer or color on a go or no-go decision in the Brown Dense. And in answering that, if you could share with us the current drilling complete cost for the latest batch of wells and what's expected going forward."," As you look out into the future, there's -- I would put 2 things that we have to understand. I think both of those, we'll know a lot about in the next 3 months. The first one and we talked about this in the past, we haven't got a long production line on any of these wells. And so we need to understand the shape of that production curve. We do all of our economics based on an average Eagle Ford because of depth and pressure considerations, but we haven't got ourselves an average production curve here yet. And we'll put the 2 wells that Bill talked about on production this month. We'll have, by January, 2.5 months of production on those or 2-plus months of production. And when we add that to the testing we had earlier, we'll be able to figure the shape of those curves. The other thing we've already talked about, you want to contact as much of the rock as you can, and you're going to have to have vertical height on your fracs because you're looking at 350 foot to 400 foot interval. And frankly, on our first well, we got about 25 foot to 30 foot height growth. And even in this most recent one I talk about, we're looking about 90 foot to 100 foot growth. So we still need to do some things in the frac-ing side to get across more of the zone and contact more of the reservoir. So we'll continue to work on the frac-ing. Whatever we learn in this horizontal we're doing now, we'll apply that and go out in the future. So those are the 2 main things there. As far as cost, rather than go into the various costs in each well, we do something internally where -- we call it the pacesetter. We take the wells that we've drilled and whatever the best piece of that well was, whether it’s the vertical part up whole, or whether it's the horizontal, or building the curve, and we put that together and say we know we can do that. And all we have to do is do it consistently and here's what’s going to be. And then from there, we improve and we go from there. On a pacesetter well, let me just put it on days to drill, this most recent well, Doles well, took us about 55 days to drill a pacesetter well. Like I said, one where we just did everything the way we've done and had success in the past on each of individual portion would be about a 35-day well for that same well. And when you start talking about a 35- to 40-day well, going back to my comments on the second quarter conference call, you're talking about $10 million to $12 million-type wells. The well we're on today on the Doles is above $12 million, but it's not significantly above $12 million. So we're in the range, and we can see a way to get our costs down. Let me also add, on the economic side, historically, we've talked about the fact that we needed a certain rate and we threw out any gas. We didn't worry about any of those kinds of things. But if we can do a $12 million well -- to reach our 1.3 PVI, that's our economic hurdle, we need about 425 barrels a day of oil and about 4.2 million a day of gas when you count that in. That's $80 oil LLS price, and it is a little over $3 NYMEX price. And you put the BTUs on that and the oil, and that's the economics for that.",,,,,,
