Asker,Responder,Question,Answer
Unidentified Analyst,Per-Olof Loof," And Per, do you have just going to your segments quickly ceramic, tantalum, and F&E, do you know what ASP did in this three segments respectively?"," Yeah, ASP was pretty stable actually."
Unidentified Analyst,Per-Olof Loof,Is that quarter-over-quarter?," Quarter-over-quarter, yeah, we’re not seeing a lot of ASP version."
Unidentified Analyst,"William M. Lowe, Jr."," And then maybe just last one from me, like what explains like your ceramic gross margins very resilient, but we’re seeing quite a bit of weakening in tantalum and F&E. Maybe you can just help me understand the disparity in terms of margin performance across the three segments?"," Well, I think what explain the difference is the, what the product mix in ceramics that’s really the answer and we had a very positive product mix in this quarter."
Unidentified Analyst,Per-Olof Loof," Good morning, thanks for taking the question. I have a quick question on your cash flow from operations, what is your expectation for Q4?"," We didn't give you a cash flow expectation and just basically gave you a CapEx for the quarter. We've continued to generate cash and reduce inventory, but we're not providing a forecast actually for the cash flow for next quarter."
Unidentified Analyst,Per-Olof Loof," Okay. And then maybe let me ask you this. If you may maintain your current realization rates, what is your break-even EBITDA margin? It’s kind of get to a break-even cash flow from operations?",Break-even.
Unidentified Analyst,"William M. Lowe, Jr.",A lot of its…,Or from gross margin as it is easier...
Unidentified Analyst,Per-Olof Loof," Hi guys. Just a clarification and I think you did. I just wanted to confirm again going back to Niotan, the 300 basis point improvement. is that just in the Tantalum segment or where you implying (inaudible)?",That's tantalum.
Wamsi Mohan – Bank of America/Merrill Lynch,Per-Olof Loof," Hi, Bill. Hi, Per. Can you comment on the acquisition, can you give us some sense of what the annual revenues were for Niotan?"," No, we can’t really, but it’s been one of our suppliers over the several years now and basically we will continue to – they will continue to serve their customer base, but of course we see this as an important step in securing our supply chain."
Wamsi Mohan – Bank of America/Merrill Lynch,Per-Olof Loof," Okay. Thanks, so what percent of your current powder needs re-sourcing from Niotan and do you expect this acquisition to change that percentage?"," That’s not a public information, we don’t share that, but let’s assume that we will source more from Niotan now than we have in the past. But Niotan has been a significant supplier of ours. So it’s not a small in a couple of percentage a significant supplier."
Wamsi Mohan – Bank of America/Merrill Lynch,"William M. Lowe, Jr.",Incremental would you need to re-qualify the powder with your customers and what’s sort of timeframe would that take?," There is no re-qualification required, since this is the current supplier."
Wamsi Mohan – Bank of America/Merrill Lynch,Per-Olof Loof," Okay and again this might not be something that you might be able to share, but does Niotan source ore from non-Australian mines mostly or is it from Australia. I notice sourcing anything from the DRC?"," They actually source, they don’t source ore directly, they actually source KTaF, the second step of the process. So they’re not outsourcing from any of the mines. But clearly where we are laid out now with – the Make Africa Work program as we anticipate that we can actually have a close pipe system all the way from the mines into the smelter itself."
Wamsi Mohan – Bank of America/Merrill Lynch,Per-Olof Loof," And just to clarify, did you say that there was three points of gross margin impact over the course of the next 12 months and do you see that changing over the longer-term?",That would improve over the long term.
Wamsi Mohan – Bank of America/Merrill Lynch,"William M. Lowe, Jr."," Okay, that’s helpful, Per. And then last one from me, what was the impairment of the $16 million in tantalum and the quarter related to?"," It was related to assets in our Evora, Portugal, facility that in our view is have been technologically outdated."
"William M. Lowe, Jr.","Matthew Sheerin – Stifel Nicolaus & Company, Inc.",Good morning.," So, couple of questions. There were some good details there, that was very helpful. In terms of the outlook for the quarter Bill, you talked about revenue in – I believe you said 205 to 210 range and lower gross margin. Does that mean you…"
"William M. Lowe, Jr.","Matthew Sheerin – Stifel Nicolaus & Company, Inc."," Matt, let me just correct for this – I said, 200 to 210."," 200 to 210, okay, so 205 midpoint. And with some gross margin pressure again would you expect to post an operating loss in for the quarter, and higher SG&A?"
"William M. Lowe, Jr.","Matthew Sheerin – Stifel Nicolaus & Company, Inc."," Yeah, with a higher SG&A, it’s possible. It’s going to be right around that red zero kind of number or just slightly below that possibly. We’ll work to keep put that – push SG&A down lower, but that’s our current forecast."," Okay. And in the press release, you talked about a couple of challenging quarters are ahead. I know there are some [semiconductor] suppliers and the semis tend to lead pass us by a quarter or two, but they’re already starting to see more positive book-to-bill and expectations for a bit of a snap back in the June quarter. Do you see that playing out in the June quarter or do you think that’ll still be relatively depressed for a couple of quarters?"
