Asker,Responder,Question,Answer,Clarity,Coherence,Aggression,Optimism,Specificity,Relevance
David Roman,Stuart M. Essig,Then you talked a lot about some of the smaller players in spine being undercapitalized.  Can you give us a sense of what technologies you think you’re missing in the spinal area and where you think you’d like to get bigger?," In the spinal area, we’ve continued to invest in our internal portfolio mostly for reconstruction and if you look at the spine market, certainly in motion preservation area as well as dynamic stabilization and minimally invasive, those are areas where we have products either in development or on the horizon right now, but we’re also looking at how do we expand our offering in that space to address the growing trend in minimally invasive surgery, and probably the number one focus is how do we accelerate our opportunities in minimally invasive surgery as the market trends in that direction.  We feel our position pretty well with the portfolio that we have and the products in development that will be coming out over the next year or so, but we still are looking at how do we get to accelerate that, how do we add differentiation between some of the products that are currently on the market, or have been projected to come out of the market in the area of minimally invasive, and also to minimize tissue and muscle disruption, to get patients back to normal activity in a shorter period of time and being able to do that in a way that’s unique and innovative that provides a better clinical result for the patient.",,,,,,
David Roman,Stuart Essig,You talked briefly about taxes in the quarter.  Can you give us a sense what the cash flow impact was of the tax benefit in the quarter?," We may be able to pull that up while you are talking here.  The $10 million had no cash flow impact in the quarter.  Indeed, the point is it’s a GAAP impact for the quarter because it is considered a temporary impact, and the cash flow benefit will happen over the next 15 years, so that cash flow of $27 million which we think is very positive included zero having to do with the $10 million GAAP benefit.",,,,,,
David Roman,Stuart Essig," On the change in accounting on the converts, I assume the way you are going to report that going forward is as a one-time item or non-GAAP adjustment."," Yes, and indeed I know you know this because I’ve seen your note.  It is posted on our website, and has been, I guess, for a month now or two, and so the details there we’ve actually gone ahead and calculated the impact through the life of the converts which go out another several years, and so if you are building a long-term model and want to model out the GAAP impact, it’s actually all posted on the website by quarter and also the historical impact is posted, so that data is all done.  We got that all calculated and available for your review, and as we’ve done with items, we will reconcile between GAAP and adjusted as every company will.",,,,,,
Amit Bhalla,Stuart Essig," I wanted to ask you a couple of questions on the neuro business.  Historically, this is not necessarily a discretionary-type procedure, but the capital equipment portion certainly is weak as you mentioned in the prepared comments.  Can you just walk us through the components that actually are doing well?  I think you’d mentioned that neuro-monitoring was a little weak which I was a little surprised about, but just talk to us a little about the dynamics within the neuro business and your growth rate outlooks within the segments."," I don’t think anything has changed in our perspective on neuro first of all.  It is indeed the fact that the business performed not poorly in the quarter, but it was a result of capital and also currency.  The business is composed of a number of different product lines, ultrasonic aspiration or CUSA being one big component of it, and there we saw a significant growth and good performance of the disposable part of the business, the procedure based part of the business which is literally tied to the number of brain tumors that are treated on a quarter by quarter basis, and obviously that’s not an economically impacted part of the business, so disposables were up, consistent with prior quarters, but capital was just not there, certainly not there compared to prior quarters or prior year, and we gave some statistics on capital overall for the quarter being down 18% year over year rather than growing in line with the rest of the business as has historically been the case.  DuraGen we said was again good growth year over year, again negatively impacted by currency but still strong.  Our neuro-monitoring business again has a capital component and a disposable component, and again the capital component is, I think, we have something on the order of 3000 monitors.  They tend to break down after 5 to 7 years.  They can certainly be repaired.  They can certainly postpone the replacement cycle, and so I think we saw that going on in the monitoring part of the business, and then the last major part of that business is hydrocephalus, which again is not really a choice on the patient’s part, and that performed consistent with prior trends.  As you heard from our talk, international was tough in the fourth quarter, and that’s the combination of currency and conservatism, in particular again, in places where there is opportunity to postpone capital purchases.",,,,,,
Amit Bhalla,Stuart Essig," In terms of the cost structure of the business going forward, I appreciate that you did mention that you are not taking cash bonuses, but what kind of leverage is there in the overall cost structure because you aren’t really talking about making much in the way of changes there, and you certainly are investing on the sales force side, but if trends get much weaker or just significantly different from what you are expecting, what kind of leverage do you have on the cost structure?"," As you know, we generate a very strong EBITDA, and while it’s not always what the investors are focused on, it’s something we are focused on quite substantially, and so we are a company that tries to balance driving our operating cash flows, delivering on earnings objectives, and growing the top line, and I think in 2009, we see some really good opportunities to grow the top line in orthopedics, and we will continue to do things like expand the extremity sales force where we see a direct correlation between heads and performance, less of an impact in spine because we go through dealers, and therefore if they generate a dollar of revenue, they generate a commission, and if they don’t, then they don’t, and so there is less overhead or fixed cost attached to that.  We really do have in my opinion a lot of flexibility in our SG&A, in our R&D, and in the longer term in our gross margin.  The real question, and I know every company you cover is probably saying the same thing, is to balance the short term with long term, and we don’t want to disinvest in our business in this 12-month period by cutting critical programs that will benefit the long term. On the other hand, we fully intend to deliver on our operating performance and our operating profit and EBITDA, and we’ve got quite a few levers, and I don’t believe we are close to cutting fascia or bone or muscle.  We are cutting fat.  The fact of the matter is that our people have performed well in the last several years and have certainly earned cash bonuses, and in this environment, that’s not the thing to pay, and there’s been substantial wage inflation over the past several years, and we know that’s not the case any longer, and so we communicated the reality of that to our people several months ago.  I think people embrace it.  Nobody likes to be told they are not going to get a cash bonus, and nobody likes to be told they are not going to get an increase, but it’s a hell of a lot better than being told you are going to lose your job, and so we are trying to do the right thing for our people and make sure we are appropriately prudent in certainly things like compensation, and we are certainly looking hard at underperforming people or underperforming particular areas, and we will take advantage of the fact that there is a lot of good people on the market who are being made redundant at other firms and give us an opportunity to recruit, but we don’t have yet built into our plans any significant changes in the way in which we’re strategically driving the business, but if the economy were to perform dramatically worse, well, then we could react. The good news is that the company generated well over $650 million of revenue last year which means we spent half a billion dollars, and there’s certainly room to spend less should we need to.  This company has done a great job over the years as a cost cutter.  In the last several years, we’ve tried to balance the general approach of being the cost cutter with a desire to build out these strategic franchises.  I think as we go into next couple of years, I’m actually quite eager to make sure we improve our cost structure, and I actually think a number of changes we are making will position us for the long term, although I know a lot of people are very focused on the short term, but we’ll position us for the long term as a more profitable and well run company.",,,,,,
Amit Bhalla,Stuart Essig,Can you just provide us the number for the revenue from acquisitions over the last 12 months that contributed to the quarter?," We as you know have asked people to focus on the different sales categories that are provided in the appendix or the addendum to the press release and have not broken out acquired versus other revenues, so I don’t have that number for us.",,,,,,
Amit Bhalla,Stuart Essig,Not even for just total company?,No.,,,,,,
Tao Levy,Stuart Essig," Generally, what are you seeing on the pricing front?  Are you seeing hospitals trying to put greater pressure on you guys, and if you look specifically at the fourth quarter, were things generally stable there?"," Anticipating that question, we did what ever we could to try to get an answer to that question by talking to sales people internally, looking at our different product lines, and we have not seen an impact on pricing.  Now, we want to take an advantage of any sensitivity to pricing that customers may have by trying to drive them to buy our bundle as it where, and we have many different neuro product lines, for examples, many different instrument product lines, and so trying to get volume in a cost sensitive environment is a strategy.  Again, keep in mind that we are a little bit different than many of the companies that you and many analysts follow.  Our instrument business for example is, in particular JARIT business is 85% GPO.  You don’t get much pricing.  We never did.  In the neuro business, we have historically gotten some pricing and don’t expect that to change, and on the orthopedic side, we haven’t seen it in pricing at all.  We are certainly watching for that and trying to be sensitive to it as that’s a topic of some discussion in the analyst community more than amongst our sales people.  Jerry?",,,,,,
Tao Levy,Gerard Carlozzi," You talked about the diabetic foot ulcer indication for the artificial skin.  Why is that a 3-year trial, why isn’t it 12 months?  We’ve seen similar products being able to get a product on the market in less time or at least an expanded indication in less time?"," Currently we have the product on the market.  We have the Integra dermal regeneration tablet, and it is approved under a PMA for primarily for burn patients, and in addition to that, we have the Bilayer Matrix wound dressing which is approved for chronic and acute wounds which is currently used to treat some of the diabetic foot ulcers.  There is a piece of the market that we just don’t have access to or we have access but we don’t have much sales in it.  That’s in the outpatient surgery center.  The reason we are going through a clinical trial right now, and we have many years of clinical data to support the safety and efficacy of the products.  We have many years of data that show that this product actually works in treating diabetic ulcers, and it’s used currently today to do that as well as other tissue regeneration applications in both hand and wrist and foot and ankle procedures.  What we are really fighting with or addressing is the reimbursement issue for the product in outpatient surgery centers. There are 6000 surgical podiatrists in the US who currently treat these patients in wound centers.  Because of the way the reimbursement structure is, there are only a few products that have gone through the PMA or control clinical trial period that show safety and efficacy with clinical outcomes in a randomized control clinical trial, and that’s what the insurance companies requires to support a reimbursement decision.  We’ve gotten denials on some reimbursement decisions in outpatient clinics, and we believe that there is about a $300 million market opportunity if we can expand our coverage and get a positive reimbursement decision for this product in outpatient. To go back to your original question why 3 years and why not 12 months, it’s a process.  We go through an FDA pre-IDE preclinical meeting.  We have to compile our data on all of the preclinical results, prove that there are minimum safety issues or there are no safety issues using this product in the trial, and we’ve gotten through that stage.  Now we are at a point where we have to do a pilot study according to the FDA protocol to show that if we follow the protocol that we are going to submit in our IDE and we follow up our patients for a 6- to 9-month period and then make sure there is no recurrence of the diabetic foot ulcer out over a year, so there is an enrollment period, there is a followup period, and you have to wait till the majority of the patients passed over the half way point of our followup period before you can get to anything conclusive, so based on the size of the trial, the negotiations we have with the FDA, the followup requirements, and the followup to make that there is no recurrence, which is the most important part of the trial, it just takes time, and it’ll take about 2 years to do a trial.  It’ll take us another year almost to complete the followup with statistical analysis and filing, and we anticipate that the FDA will take approximately 6 months to approve the supplement to the PMA based on the new trial data.  Now, this is a supplement to our existing PMA that we currently have, so it is not a question of factoring processes, it’s not a question of design of the product, not a question of safety.  It’s a question of making sure we can prove efficacy in this application and then use that to support a positive reimbursement decision to allow us to sell it and expand our applications into the outpatient clinic.",,,,,,
Taylor Harris,Stuart Essig," On the acquired revenues, are you guys going to be disclosing that in your K’s and Q’s still or is this just a change in disclosure policy?"," I think we want investors to focus on what management is focused on, and our view is, for example, we fully intend through our efforts to meet our objectives of generating $720 to $740 million of revenues in 2009, and we don’t want to be distracted with chasing an organic growth number based on having given out these numbers.  What we want to do is put our resources against the most important and fastest growing parts of the business, some of which were acquired this year, and so I think our approach is going to be to give annual guidance, provide an annual revenue number, and do our darn best to hit it.",,,,,,
Taylor Harris,Stuart Essig," It just seems really hard.  I realize you guys disagree with the street on the way we look at organic growth.  I think it just makes it really hard for us to analyze how the base business is doing, so I would encourage you to continue providing it for what it’s worth.  Just moving into the orthopedics business, the extremities business, you said the US portion had grown 20%, what was the total worldwide growth there?"," The US was at 20.  I think the total worldwide was mid-teens, again mostly driven by currency as we’ve got a significant international business in extremities.",,,,,,
Taylor Harris,Stuart Essig," On the capital equipment side, when did you see that during the fourth quarter start to deteriorate and is the same trend in place so far this year?"," Well, as you know, we were surprised.  We are tracking well through the end of November, and the hints that we had had a slowdown when we had our finial numbers in and keep in mind the final numbers were below the street, but modestly below the street, and below our guidance.  We didn’t really expect to miss the guidance, so it was really late in the quarter or even into the new year that we had any inkling that the capital was going to be affected.  I think it’s the same as fourth quarter.  In another words, we brought down our numbers principally when we gave our preannouncement just before your conference based on capital, and I don’t think it’s changed.  It certainly hasn’t gotten better, and I don’t think it’s gotten worse.  It’s sort of where it was.",,,,,,
Taylor Harris,Stuart Essig," If the month December caused $3.5 million decline year over year, should we read into a full 3 months worth of capital equipment weakness being closer to a $10 million year over year decline?"," I have to think about your question.  We brought our topline down approximately $15 million, some of which was currency, some of which was our expectations on capital, for the year.  Differently, we told you we got about $70 million capital number for the year and that we don’t expect growth.  In fact, we’ve expected capital to be down year over year in our new guidance, and that is now anticipated in the guidance, so I think the expectation and certainly the way we are resourcing the business is that capital will not recover certainly until the back half of this year.",,,,,,
Taylor Harris,Stuart Essig," I’m sure that generally capital sales pick in the last month of the quarter, but still it would seem that if December caused an 18% year over year decline for the fourth quarter, then the run rate is a lot more than that.  Is that right, or are we just looking at the numbers wrong?"," I think our expectation in the capital, and I don’t really know how to answer the question Taylor, only to say that we are expecting capital down year over year, and we’ve built that into our guidance, and I think December is indicative of the slow-down, but I certainly wouldn’t take $3.5 million and multiply by 12 and assume that is the impact on the year because that’s just not the way it plays out.  Maybe that’s where you were getting at.",,,,,,
Taylor Harris,Stuart Essig," Yes, that’s what I’m asking."," No.  It’s not that bad, but I think we’ve assumed that it’s down year over year particularly in the first half of the year, and then we will just have to see how the economy plays out.  There comes a point where I believe these things have to be bought because they don’t last forever.",,,,,,
Taylor Harris,Stuart Essig," Luxtec, you said I believe, was down $3.2 million year over year or that third-party distributed products fell off 3.2.  I believe we had had it at about 9.7 in the fourth quarter of last year, which would put it at 6.5 or so for the fourth quarter of this year.  I want to confirm that that’s about right, and is that the right run rate for the business going forward."," That feels about right without having the specific number right in front of me, and we’re planning to get the business down to running at about $20 million.  The lines that we had acquired to keep were about $20 million.  We expected some of the distributed products to be maintained for a period of time, and we’re reaching the point or have reached the point where we have virtually no distributed products as of the fourth quarter, so we continue to see difficult comparison in that business for another several quarters until we’re down to just the  Luxtec product line which we acquired the business for, and again it makes for touch comparisons and makes it challenging to articulate the various performance of the business.",,,,,,
Taylor Harris,Stuart Essig," So, you think that Luxtec component is going to go down to about $5 million a quarter then?",Yes.,,,,,,
Taylor Harris,Stuart Essig,What that means is that either JARIT or Miltex is doing pretty well or at least did in the fourth quarter to compensate for that.," JARIT and Miltex continue to and we said this I think at our analyst meeting, we expect Miltex to be generally a 5% or so grower, and we expect JARIT to be generally a high single digit grower, and there have been periods where JARIT has grown 10 to 15%.  Luxtech product line is synergistic with both, and Omni-Tract, our recent acquisition, is synergistic with both, and we’ve had an opportunity to both cost out of all those acquired business and also build out the sales force to approximately 60% of the country direct, so it makes for really messy reported numbers, but on the other hand the strategy is unambiguous, and you’ll see the results as we anniversary the discontinued product lines.",,,,,,
Taylor Harris,Stuart Essig," I have a couple of cost questions.  SG&A was done sequentially from the third quarter, and it sounds like that was a lot of corporate overhead and compensation expense.  Did you reverse some accruals for bonus compensation in the fourth quarter?  It just seems like a very meaningful decline sequentially, and so how exactly did that occur?"," A number of things were cut, and we did indeed reverse some accruals for bonuses, so that’s true, and we also as we gave our forward looking guidance are not planning to accrue bonuses other than for our lowest level people next year, hence the expectation of a reduced SG&A into the next year.",,,,,,
Taylor Harris,Stuart Essig," If I look at gross margin year over year in the back half of 2008, it was about flat year over year, and yet the product lines you acquired were in orthopedics, I would say Theken is probably above corporate average and the other maybe close to inline with corporate average, so the acquisitive impact should have been a benefit, and yet gross margin was about flat, so I realize currency was a hit to you.  Anything else or any other reason we’re not seeing more of a gross margin increase?"," You pretty much covered it with currency, and we’ve reiterated this point, but I’ll just make it again.  We’ll just use the euro-dollar rate.  For the first half of the year, it was close to $1.50.  In the third quarter, I think it was $1.46 or so.  In the fourth quarter, plus or minus $1.30, so if you figure we have 8 or 9 months of inventory, which we by the way have been bringing down and that’s part of our process, then it takes that amount of time to turn those inventories.  In particular, in the fourth quarter and we pointed out for first quarter as well, we’re bringing revenues at $1.30 or so, but we’re stuck with the cost at $1.45 to $1.50.  That starts to diminish and match themselves in the second half of this year, so Q3 and Q4 of ’09, and so that’s not insignificant for us because we have so many foreign expenses, in particular our instrument product lines and our manufacturing in Europe, and I’ve mentioned in the past, we’re a little different than other companies in that regard.  We’re well positioned in the back half of the year, assuming again the currencies don’t change dramatically to be then back to matching $1.30 revenue with $1.30 inventory and then seeing the impact of these orthopedic businesses which are unambiguously higher than, in particular the instrument business, but the overall corporate gross margin.",,,,,,
Taylor Harris,Stuart Essig,So do you feel like 100 to 150 basis points of improvement excluding acquisitions and foreign currency is still the right target?," Yes, and that’s going to be sequential through the year.  You will see it as we get through the year, and particularly anniversarying the purchased inventory.",,,,,,
Joshua Zable,Stuart Essig," I think you said relative to what you were seeing in December, things are improving, things are at least not getting worse.  Can you just quickly give us clear color?  I know you talked about pricing, you kind of got around it, but I’m just trying to get my arms around it."," I think where we are in the first quarter is I don’t think anything has changed from where we were in the back half of the fourth quarter.  In other words, look around, you’re not seeing an improvement in the economy, but on the other hand, we haven’t seen a deterioration in the various trends whether it be in the orthopedic lines, our critical care products, our instruments, etc.  We’ve certainly not seen an improvement in capital, but we haven’t seen a worsening, and so sitting here two months into the quarter, I think we feel real good about our guidance and real good about our understanding of 2009 recognizing these are unprecedented times, and anybody who would tell you they’ve got tremendous visibility, I think, is not close to their business, but I think we feel like there’s not been any deterioration.  The reality is a lot happens in the last month of the quarter, but where we stand now, there’s not anything new.",,,,,,
Joshua Zable,Stuart Essig," On the CUSA launch, obviously what’s going on with the equipment, I know you’ve kind of talked about it a lot, so I don’t need to get into that, but can you just help us understand exactly when you’re launching that?  I know you talked about it as throughout the year.  Is it this quarter, is it next quarter, just in terms of timing when that new product will launch?"," The good news is we quite deliberately held off on this until we actually sold on, so it’s launched and we’ve sold one, and it was trained at our national sales meeting in February, and it is off to the races with this product, and it’s been a long time in coming, so we’re certainly not approaching a robust capital market with it, but on the other hand, we’ve got something differentiated to talk about.  Jerry will give you more detail.",,,,,,
Joshua Zable,Stuart M. Essig," That’s helpful.  Just on housekeeping, I know you guys made a million-dollar donation in February, how is that going to play out in the P&L when you report Q1?"," The donation was a product that had already been classified as excess and obsolete; so, it has no P&L impact either in Q1 or actually in Q4.  It’s just stuff in the warehouse that when we give it away, we can actually also take our tax deduction.",,,,,,
