Asker,Responder,Question,Answer
Joe Ritchie,Pat McHale," And Pat, maybe just following up there. How do you think about the risk of getting into a new organic growth vertical, be it oil and gas and natural gas at this point? And how do you think about the return hurdles and expected payback as you start to invest more into that vertical?"," Yes, if I look at Graco and I say look, we got a great machine and if we can get revenue in the top, we are going to make a lot of money. And we need some new places to go and apply our skill set. So I'm excited about the fact that we're getting into new spaces. Our timing wasn't great in terms of the two deals that we did in oil and gas, if you just take a look at what we paid and then what happened in the marketplace. On the other hand, they weren't big. They didn't break the bank. And the slowdown here in the end market, although it's going to be negative from a revenue standpoint, it's going to take us some time to get our manufacturing investments in place and to get the incremental sales force in place, identify some new product opportunities and do some of the things we want to do with these businesses. So I don't anticipate that we're going to go out and be paying crazy prices for oil and gas assets right now. But I do think that the work that we're going to do over the next year or two to improve those businesses is going to be probably good timing for when the market comes back. So again, I tend not to look in reverse too much, just look forward. And I think it's going to be good in the long run."
Joe Ritchie,Pat McHale," Now, that's fair. I guess maybe following up on a comment you made earlier about Asia Pac and the double-digit decline that you saw in China and Japan; can you give us any color on the verticals where you really saw weakness?"," Well, the large project spending in China was definitely soft, at least - our billings to large projects in the first quarter was definitely soft. The economy over there still has a lot of activity, so it's not like it looks like its dead, but there was a lot of capacity put in place. So I think that's just going to be a little bit challenging here, as it really has been, for them to use up that capacity with more production before they really need to start putting more CapEx in place. Automotive sales over there are still okay, but they did build capacity to build a lot of vehicles. So we got to watch that. And ship building and aluminum profiles. And aluminum profiles are a big business for us and our powder business in China. And that is making trim and things that are used in the construction market. So as we see some domestic construction slowdown due to the big build in. In China that business is impacted as well. So yes, I think we just have to have a little bit of patience there. But again, we are anticipating overall in Asia Pacific that we are going to have a much better finish to the year than we had start and that we are going to put up a positive organic growth number."
Joe Ritchie,Pat McHale," That's helpful. Maybe one last comment on China. I mean, how is the pricing holding up today, given the environment has maybe been a little bit weaker to start the year? Are you seeing a little bit more competitive pressure and is FX impacting anything?"," It's been good. We actually put our price increase in place a month earlier than we normally do. We normally target February 1 in China. We moved it to the end of December. As you might recall, we had a really nice finish to the year. Some of that, again, was driven by the fact that our distributors there are little bit more proactive in ordering ahead of the price change than they are in the rest of the world. So on retrospect, we probably pulled a few million dollars worth of business into December that normally we would get in January. But the pricing is holding and as it is around the world, we feel good about our pricing and our ability to price year over year."
John Franzreb,Pat McHale," Hi, good morning guys. Just about the recent acquisitions. Given the continued weakness in the oil and gas sectors, are your expectations for the contributions from these businesses still the same as what they were three months ago?"," Yes, probably three months ago. Probably not six months ago. So you know, when we were in the midst of doing the two deals that we did out of the group that have some oil and gas exposure, that was kind of at the point of and just the beginning of the point when oil prices started to collapse. So obviously, our timing wasn't great on those. They are not huge, so it shouldn't be the end of the world. I'll remind you that the high pressure equipment acquisition was only half oil and gas and Alco was about 70% oil and gas.. So those, compared to what we were thinking six months ago, those will probably have some challenges. But I think that our guidance in terms of what we thought the EPS accretion would be for 2015 still looks like it's going to be okay."
John Franzreb,Jim Graner," Okay. And as far as free cash flow, I guess typically, Q1 is the weakest and Q2 and Q3 kind of builds up substantially. Use of the cash - would you prioritize the buyback - just to piggyback on the last question - the buybacks versus further debt reduction. Would you prioritize?"," For sure, there won't be any further debt reduction. We have the private placements in place. We intend to keep those in place. That's $300 million, which is all outstanding today. So we're going to be generating some cash and to the extent that we don't have any near - or long-term acquisition opportunities, buybacks certainly come to the top of the list."
Kevin Mackza,Jim Graner," Another question on process margin. So some of these costs go away. The translation effect doesn't. Can you just a little bit longer term, talk about the way this business is configured now with the new acquisitions in there, kind of what you think the potential is here for margins? Can they come back up to that 24% level over time?"," I would say that, Kevin, we view this as an industrial segment like margins ultimately. A little bit lower with, I'll say, a third of the business coming from the legacy lubrication, but the process business and the oil and gas eventually should look a lot like our industrial segment"
Kevin Mackza,Jim Graner," Okay. Shifting gears, can you address the decision to repay all but the $300 million in private placement debt versus buybacks or some other use of that cash?"," Where - what we paid off was on our revolving credit. So we still have our revolving credit line of $450million available to us. $500 million – Christian signals. And so that's available to us for the right transaction. And should opportunities come about on the share repurchases, we have that available with a telephone call."
Kevin Mackza,Pat McHale," Okay. And then finally from me, the translation effect here is a bit worse, as you called out. When I look at the organic growth in industrial and process, it doesn't look obvious that there's been any transactional effect, like losing out on sales versus just translating those sales back into fewer dollars. Are you expecting that? Is that something that we ought to be watching out for? Or is that a smaller issue here?"," Yes, I view that as a smaller issue. Generally in the past, we haven't seen that be a dynamic in the marketplace when currency shifts. It can shift to maybe on a project-by-project basis, but I think generally from the larger view of things, the end market pricing will remain stable."
Liam Burke,Pat McHale," Thank you. Pat, you talked about the various regions in the industrial segment. Could you shift over and talk about what product lines did well and didn't do well on the industrial business?"," So when I looked at our performance in Asia Pacific, we had a couple of product lines that were better than others. But I'd say, generally in terms of our billings, they were soft across product categories. There wasn't, I wouldn't say a bright shining star, it – I'm feeling okay about global automotive, even though that China is a little bit soft. And so I'm feeling good about that end market. I think aerospace is still going to hold up well. Construction markets here in the U.S., of course, are hot, but even in places like Southern Europe, in Spain, we are starting to see them creeping off the bottom."
Liam Burke,Pat McHale,Now is the balance on new product introductions or is it just general end market improvement?,Are you talking about the U.S.?
Liam Burke,Pat McHale,Yes.," The U.S. is both - I mean our contractor business they’ve got a great track record of launching pretty exciting new products every year and they definitely get some incremental growth over that. But certainly, the construction market in the U.S. is continuing to strengthen and we are riding that wave."
Matt McConnell,Jim Graner," There was good clarification in the slides and some of this has come out in answers to your other questions, but you called out 5 percentage points of the operating margin headwind in 1Q. Can you quantify how much of that is expected to kind of repeat through the remainder of the year and what rolls off?"," So I'd give you a reference to slide 7 in the deck and I'll call out a couple of the numbers on there. So it shows effect of the inventory step-up a 1 point margin, $3 million in operating earnings. That, of course goes, away. That gave you some guidance on the incremental investment in regional and product growth initiatives and the fact that they will continue, but should be a smaller trend. The unallocated corporate expense pain stays with us. And we're expecting the volume effect on the expense leverage to get smaller. In other words profit from the growth volume increasing and negative leverage expense of it. 2 points. But of course, we still, as we talked about, do have this translation effect with the exchange rates today that will continue. So it's - a few points come off, but a few points of headwind remain."
Matt McConnell,Pat McHale," Okay, great, thanks. That's helpful. And on the reiterated target for a little bit of growth in EMEA for the whole Company, is that just because Russia, it is not going to be down 50% again? I know it's only a modest acceleration, but are you seeing anything there that makes you incrementally more confident in your ability to accelerate here from the flat growth that came in the first quarter?"," Yes, part of that should be because the impact of Russia will be less as we move through the year. You know, Russia was getting worse last year as we progressed. Our view is it shouldn't get much worse than it was in the first quarter, so that the incremental impact quarter over quarter should be less to us. But we also have new product launches and we've got some other plans and programs that we think are positive. And we'll continue to work those for the next nine months. We've been performing okay in Western Europe and we don't necessarily see anything on the horizon right now that indicates that we should back off from that. So again, we are feeling like we can make a comeback from flat and get some growth for the year."
Walter Liptak,Jim Graner," Hi, Thanks and good morning. I wanted to ask about operating leverage. And I guess for the rest of the year, all in with the three segments, where are you envisioning the businesses for operating leverage?"," I'll take you on a little bit of a journey. Long term, we've always guided to about 40% operating leverage. That's, of course, predicated on a couple things. Stronger organic growth than when we've been reporting. You know, high single digits versus middle or low single digits. Organic growth and it also reflects a mix that's more geographically equal. So this quarter, we had a lot of growth in North America and negative in Asia and flattish in EMEA. That hurts our incremental profitability. So again, when the world gets back to equilibrium and our new product performance is getting us to, I'll call it the 8% to 10% organic growth, and it’s coming around the world, we believe the 40% is still appropriate. For sure this year, short term, we have the issue around exchange and we have the fact that we're not growing quite as rapidly - or lack of growth would probably be a better term - in Asia Pacific and EMEA. So near term, we're going to be significantly less than that 40%."
Walter Liptak,Unidentified Company Representative," Okay. Thanks for that. Looking at the contractor segment, you mentioned in the comments double-digit growth. It sounds like that's going to come from your efforts on the contractor side rather than the pro painter. Is that right?",No. In the first quarter both paint stores and home centers grew strong double digit. It was just that the home center grew faster. But our outlook for in the Americas for both of those segments is strong and we think that we'll do better in the regions in the last nine months than we did in the first nine months.
Walter Liptak,Unidentified Company Representative," Okay. Thanks for that clarification. And in the process business, you know, the growth rate was -- volume price looked good, mid-single-digit, but it was a little bit of a slowdown from the big pickup you had in the fourth quarter. I wonder is - and what we're hearing from some other companies is capital projects pushing kind of generally in some markets because of currency or with the price of energy or whatever. I wonder if you just comment on what you're seeing from capital projects."," I've been doing a lot of traveling all over the place this year. And I would say that that's that's definitely a theme, especially outside of the U.S. here. You know, other than a few selected areas, it doesn't seem like it's real dramatic. But definitely there's an impact there and there's a tendency for people to be pulling back. Oil and gas is the obvious one. But you know, our exposure in oil and gas is still pretty small. We are exposed against a broad range of end markets and also a broad range of geographies. So it's a tough environment out there. Brazil is very challenged. China, for sure, I think is still trying to sop up a bunch of excess capacity in certain end markets they had put in place when things were going hot and heavy here for a few years. So it's a challenging environment, but I didn't get the sense in all my travels that this is going to be a repeat of 2009."
Walter Liptak,Jim Graner," Okay, great. And then just a final one on the gain. I didn't think I heard you say what the gain was going to be in the second quarter for liquid finishing."," So we still have some moving pieces on the true up that will come about in some of the expense category, so I think we'll -- we had $422 million on the books from an asset point of view and we've got proceeds. Before these adjustment items of $590 million. I'll let you get close on your own."
