Asker,Responder,Question,Answer,Clarity,Coherence,Aggression,Optimism,Specificity,Relevance
Mike Shlisky,Al Rankin," That's great color. And perhaps the last one for me, if you have a bit lower tax rate in 2018 and hopefully, [indiscernible] cash flow in general from improving business trends, you know with these tax savings, with the ability to bring cash back to the United States, have you ever -- as to what you might do with any outsized cash flow going forward? Is there a way you can use it to kind of speed up the development with Nuvera at all perhaps, or is there a way to even do the kind of -- get that going faster, because I am getting the sense too, it's kind of like, maybe that there are some impatient investors out there? Thanks."," Well you know, there could be impatient investors for sure. We really can't manage the cycle around that in our individual businesses. And I think that the only fair answer to your question, with regard to Nuvera is that, we believe we are going forward in the prudent way, step by step, carefully orchestrated on in the following way, to expand the battery box replacement product line, product by product. Second, to have for each individual battery box, a time phase scheduled cost reductions, which reflects our anticipation for engineering changes and supplier cost reductions to the components that we are using, so that we drive the cost of the components down, and then get the value of volume purchasing and volume manufacturing. That's not really a process that lends itself to speeding up any more than we are. We want to be very careful. We want to ensure that as our products come online, that we have the reliability and quality that the Hyster and Yale products stand for, and to be the leader in the industry in that regard. So that's kind of the Nuvera story. But more broadly, you know, our company has not -- by, it doesn't have a character of being a capital allocator. Our position is, we are going to do what is prudently and appropriate necessary to build value over the long term in each one of our businesses. And in that regard, certainly, the new tax law has couple of impacts, it will help us generate cash, which may pay down debt and give us more flexibility over the long term, to do other things that can benefit the business. But most importantly, in my judgment, this tax reform gives us a level playing field on an after-tax basis with our global competitors. They have not faced many years, the tax regime that we faced. So it's very difficult for us to make the same kinds of investments and have an expected comparable reward. So this levels the playing field around the world, and we think that's going to be beneficial from a competitive point of view, and that's really the most important piece of that, that I would emphasize. As far as the location of our capital is concerned, we will simply have it where think it's the best place to have it from a business point of view. We are not moving it back, just because the rules change, we will try to run our business as we always have in the most prudent kind of way, and we will. Certainly, Ken and his finance team will give thoughtful consideration to the implications of the new tax regime to where debt and equity need to be, to properly capitalize each of our businesses around the world. And Ken, I would guess that simply changes to some degree, as we look forward, because of the nature of both the global tax rules, but also the rules that are associated with making sure that people don't gain those tax rules. So we have some thinking to do. We will work our way through it, and probably be in a better position to comment in more detail, after the federal government gives us some regulatory guidelines. And I think it's fair to say, nobody is quite sure what the story is, is that right?",,,,,,
Mike Shlisky,Christina Kmetko,Yeah. I think that is great color guys. I appreciate it. Good luck.," Mike, before we get away from you, I just want to -- for the benefit for everybody on the call. The reason we did not back out the $19.8 million from the EBITDA count, is because EBITDA tends to be a calculation to take you back to your cash earnings of the business and get rid of the non-cash items, and we will receive that $19.8 million as a dividend in the first quarter.",,,,,,
Mircea Dobre,Al Rankin," Maybe a quick question on the Americas; if I am looking at the implied average selling price, just based on your revenue and unit shipments, calculating that out, it seems like the ASP has actually deteriorated on a year-over-year basis, which is to me, a little bit surprising, given that you are reporting really good mix, you are talking about IC, especially heavier trucks. So how do we make sense of that in your Americas? Is there something else going on over there, maybe I am misinterpreting mix, can you help me understand that?"," Mick, I think it's just a matter of the mix of the customers that are in the backlog. We have quite a bit of national account work in the backlog. Also, due to that customer mix, we have trucks that have less higher spec or lower spec than lower standard trucks in that mix. So that's what's driving down the number a bit. But when you look at in total, units in backlog globally are down slightly from the third quarter, but our value is still very high, it's at a record level of the dollar value of the backlog globally. And if you divide that out, our global mix is actually up on average sales price. I think it's the tale of what's the backlog book in the Americas versus what's our backlog book across the rest of the world.",,,,,,
Mircea Dobre,Ken Schilling," Yeah. And I am getting to that in a second here. I just wanted to make sure that I understand what happened in the quarter itself in Americas; because obviously, that factors in into the margin as well, when we are looking at 4.9 versus you running in the 6s previously?"," But don't forget, that you can have a lot of low value units that bring down the average selling price, but don't make much difference on profitability. And so, I am not sure you can figure the mix value of gross profit, while I am looking at those numbers. So I'd be careful about that.",,,,,,
Mircea Dobre,Al Rankin," Okay. Going back then to the point that you just made on orders and backlog as a whole. I agree, I mean, my own implied math here is that you had actually quite a nice uptick. As I am seeing it here, your ASP is up something like 3%, which is pretty strong, and it looks like the mix is a lot richer too. Can you maybe talk a little bit about what's happening here? In my mind, if that's kind of the starting point going into 2018, then you should be having pretty good mix and price costs, at the price dynamics to help your profitability? Is that fair?"," Yeah, that's fair. I think you have also got to look at the investment we are making in sales development. In those numbers as well, we are increasing our expenditure. So that's really the offset to that stronger market, stronger sales is the continued investment in the market share growth programs.",,,,,,
Mircea Dobre,Al Rankin," Yeah. I appreciate that. I mean, that's what I am really struggling with here, because if I am looking on the face of it, it looks like the business is in a really good shape. I mean, your orders are looking good, your backlog is looking good, the price you have gotten overall in the quarter and the Q is looking pretty good. And I am looking at your guidance, and you are essentially saying that you are going to have material headwinds that hamper your profitability in the front half of 2018. This is not just you, this is happening broadly in machinery. I am trying to understand, what is the extent to which material costs are hurting you, and what can you pass-through with costs?"," The other thing that's happening is, is that we are increasing our operating expenses, as we implement further reinforcements to the industry share gain and industry selling efforts that we are putting in place. We view that as more of an investment than expense, but it shows up as an expense, and once we get that in place, we expect that over the course of 2017-2018, we expect it to level off. But we are still in a position, we are prepared to invest in these programs that we think can really drive our long term position. So there is quite a bit of that going on in our overall structure, particularly on the operating expense line.",,,,,,
Mircea Dobre,Al Rankin,Okay. Well I can appreciate --," It can catch up as we go through the year. Obviously, we are seeing some catch-up as we go through the year. By year end, we expect to catch that all up. There is some catch-up involved in Q1 in particular, that we will see.",,,,,,
Mircea Dobre,Al Rankin,So can you help us understand what raw materials are as a percentage of your cost of goods sold?," More than 50% of the cost of a forklift truck is steel. Whether it's steel we buy, or steel one of our suppliers has to buy. And depending upon the timeline of the supply chain, those increased steel costs ultimately pass-through to us. We can pull back the buyer --",,,,,,
Mircea Dobre,Colin Wilson," Oh, so that's really helpful. When we are thinking about sort of the delay if you would, between the pricing actions that you implement versus what's coming through in your P&L, is it fair to say that this typically normalizes within a six month time span, hence your guidance for front half, back half, or is there something else that we should keep in mind?"," It varies very much by supply, and where it is coming from in the world, as far as the components are concerned. I mean, we do buy steel Mick. I mean, we don't buy a lot of it into the U.S., we buy quite a bit of it in Mexico, just to put color on to my previous comment, that -- what we have tried to do always with our supply is push out price increases as far as we can, and as far as what we could buy from a steel point of view, we try to lock in when prices are favorable, three month, six month forward contracts. As far as we can negotiate with the middles and the suppliers. As far as our regular components suppliers are concerned, again, we try to push up any price increase, we know it's coming, therefore we put our truck prices up, and I wouldn't say a whole, but plan for the two to be as synchronized as possible.",,,,,,
Mircea Dobre,Al Rankin," Okay. I want to talk a little bit about your China acquisition and I understand that in some ways, maybe you are going to be limited in what you can say, but I am trying to understand your vision for this deal, how you are thinking about your participation in that market, as well as that product, as part of your global portfolio?"," Let me comment on that. We believe that it is strategically a really critical move for us. There are many areas of the world, where we think that Chinese design and Chinese cost product, particularly Chinese cost product, even with more western designs, will be necessary at what I would call utility and the lower end of standard products. Its particularly true in emerging countries, in Asia, but it's also true in countries in Latin America, Eastern Europe, a whole variety of areas. So if we want to be -- continue to be a full line supplier on a cost effective basis, on our world operations, we have to have a basic operation of scale in China. Our Shanghai operation doesn't have adequate volume, but more importantly, it is in the business of producing the types of products that I just described. We believe that Maximal is a really outstanding company that fits our requirement, as good management by Chinese standards, very good management, and very good engineering, and it gives us the volume and the types of products that we need. We work closely with Maximal to enhance the quality, reliability and performance of the types of trucks that Maximal builds and flesh out the rest of the product line. So it's producing these lower end of standard and utility type trucks for world markets. They may even be used in developed markets to a much smaller percentage. It is sort of needed around the world, and in a relatively quick period of time, we will bring into the Maximal factories, trucks that we currently outsource, that we sell in the UTILEV product line. We think they will be much more competitive, both in terms of costs, and in terms of performance characteristics and what we have today. So from a strategic point of view, that's the lynchpin. Then secondly, we do expect to participate in a more significant way in the China market. We have been positioned mainly in the premium side of the market, mainly for developed country users and the acquisition of Maximal gives us a participation in the broader market in China, and therefore, an opportunity for us to grow in that regard. So there are two really completely different, but complementary strategic rationales for doing what we are expecting to do, when the Maximal deal closes.",,,,,,
Mircea Dobre,Al Rankin," That makes a lot of sense. I mean, hopefully, we will be able -- once the deal closes, to get some, maybe some numeric perspective as to how you are thinking about it longer term and the contribution it could make. My last question is really on Nuvera, and I know we discussed this segment back and forth on calls, but I struggle to really see any operating improvement here. You have had this business for three years. It's something like $100 million worth of pre-tax that has been sunk into this business, now you have taken a charge. And I am going to ask the question that I have asked before, at what point in time do you conduct an assessment here and you decide that you might need to alter course and really kind of redirect the earning power of the business away from this?"," We don't expect to do that at all. It's just not part of our strategy, if something happened at some future time. But we feel -- all I can say is, I think we feel a lot better about it than we did a year ago. We have professionalized the business and we are moving it forward and what we think, as an orderly constructive way and from a long term perspective, it's by far the biggest opportunity that our business has to add profitability to our overall company.",,,,,,
