Asker,Responder,Question,Answer
Timothy M. Arcuri,Bren Higgins," I just have a couple of things. First, Bren, I don't know if you're going to answer this. But given how much the numbers are whipping around, you gave us shipments for December. I'm wondering if you can give us some sense of revenue for December and maybe margins, just given how margins are also whipping around because of some of the absorption around this big order? And then I have a follow-up."," Tim, I don't want to guide out to the December quarter. I wanted to, I think, provide a little bit of color on how September is sort of setting up and some of the unique dynamics that are affecting September on the negative side and our expectations going forward. Certainly, there's a -- a portion of our revenue is going to come from shipments. So to the extent that we can deliver the shipments, 40% to 50% typically of shipments end up being revenue to the quarter. So that obviously has an impact on where we end up. But to your point, I mean, it's clearly -- in the short term, there's a little bit more volatility around the numbers. I think over the long term, given a lot of the dynamics that we talked about at SEMICON West, I think it's -- perhaps there's some moderating cyclicality, but in the short term, there can be volatility. When you have just a few customers placing orders and they're large orders and the ASPs are high, units are lower, it does have an impact. Those dynamics do have an impact quarter-on-quarter when one customer makes a decision on their plans. And I think one aspect to these plans, in terms of how people buy process control, is they tend to front-load it. And so to the extent there are challenges around progressing nodes and they're -- it obviously impacts the timing of how they add process control. And they get in the Q I think a little bit earlier for that. And as a result to that, you do see some movement when there are challenges in terms of trying to ramp new capacity. So I think those are dynamics that we're just going to have to live with. I think there are a lot of positives to it in terms of just our exposure to foundry logic. But over the long run, I think it has very little effect. And as I said, I think over time, I think it makes things a little bit more predictable in terms of how we look at it."
Timothy M. Arcuri,Richard P. Wallace," And then I guess, just a big-picture question for Rick. Rick, I've been covering KLA for like 16 years and KLA never used to miss on any number. They never used to miss guidance, very predictable results, operate with a lot of backlog. And now every quarter it seems like we're guiding below or margins are whipping around a lot, yet you still have about the same amount of backlog that you've always had. So I was just wondering if you can sort of wax poetic a little bit about maybe what's different about the company today because it seems like it's becoming a lot less predictable and a lot less operating with a lot of backlog as it used to, and I'm just not sure why?"," Yes, great question. I think -- 2 thoughts, and I'll let Bren weigh in on part of this answer. It's interesting if you look back in the last 4 or 5 years. The predictability year-on-year has actually never been higher. Our ability, when we go back and look at our plans for our calendar year, our internal plans, fiscal year-on-year, it's actually pretty close to what happened. The volatility has dramatically increased on a quarter-by-quarter basis, however. And I think it speaks a little bit to what's going on in terms of fewer customers, fewer units, larger ASPs. And the backlog is partly affected by our customers not needing to take things early or not wanting to take things early but not wanting to have them late. So they want all the equipment to come in at the same time kind of to Bren's comment earlier, when they're looking at a ramp, they want to front-load it with process control. But when something moves out as it did in the September quarter, the guys that want to move in, did -- it's not a plug-and-play in terms of being able to fill in that revenue. So I think the backlog is still very solid, it's just not as fungible in terms of short term as it was. Bren, if you want to add anything to that."
Mahesh Sanganeria,Richard P. Wallace," I actually wanted to follow up, Rick, on the comment you made about the timing of the customers trying to take all the tools together. The thing -- it's -- what's surprising is, I would think that to your tools, [ph] goes with the lithography tool and if I look at your guidance ASML, they guided the shipment down 20% almost in Q3 and then another down 15% in Q4, whereas you are seeing a pick-up in Q4. So where does that discrepancy coming from? I would think that foundry guys will be looking for lithography tools first, or at least lithography and process control together."," Well, you might imagine, we don't spend a lot of time trying to figure out what's happening in the litho tools space as much as dealing with our own dynamics. But a couple of thoughts for you"
Mahesh Sanganeria,Richard P. Wallace," Okay, that's actually very helpful. And I conclude from that, that the tools you are shipping are more newer version of your tools rather than the repeat buyers kind of thing for that 300-millimeter big orders."," Correct. New -- new in that customer. Not necessarily new everywhere, but new for that customer."
Mahesh Sanganeria,Bren Higgins," Right. And then one quickly on the OpEx. With the revenues going down so much, won't OpEx should be going down because your bonus allocation probably should be going down for the quarter?"," Well, when we look at OpEx, I mean, the way we think about sizing the business is relative to the roadmap requirements to maintain the product investments that we need to make. And so we're less sensitive, obviously, to a quarterly change in that. And I think given our expectations of the ramp in business, we think given the -- what we feel like we need to do and our expectations of our fiscal year, but also as we look at into calendar '15, we think that's sized right. I think over time, depending on performance, you start to see variable comp move both directions. But it doesn't do that necessarily in one quarter. It all depends on what happens on sort of annual views in terms of how we pay that out. So for now, I think it's reflecting, I think, the -- some higher program investments and I expect to see those going through over the fiscal year, and I'm currently sizing the business right now around -- on an annual basis, somewhere between $925 million and $935 million for a fiscal year, and that translates into the guidance range that we gave you. Business is a lot stronger. That probably doesn't change all that much. Probably a little bit related to comp. If the business is weaker on the margin, probably doesn't change much the other direction. I think significant moves either way, obviously, will have us reacting to it, but that's how we're looking at it today."
Romit J. Shah,Bren Higgins," I just want to go back to the cash balance and buyback that I think C.J. touched on. Bren, when you made the buyback announcement at SEMICON West, I think some people were expecting more just given that if you were to execute that over 12 to 18 months, it would seem like you could cover most of it with your strong cash flow generation, and therefore, barely make a dent in the cash balance. So could we get your perspective on that and just the capital structure more broadly?"," Well, certainly. As I talked about at SEMICON West, I think for a lot of the reasons that I talked about around secular dynamics, our business model, our ability to generate cash through cycle, that there's an opportunity, I think, for the company to be -- to adopt a more service capital structure as part of our long-term strategy. And so I think we've done a lot already with what we've done in terms of our dividend and the growth rate in the dividend, but there's an aspect or an opportunity to do more there. So the buyback announcement was that the sort of the recognition of that, I think the logical first step in terms of moving in that direction. I don't want to show all my cards on it, but it is something that we continue to look at additional opportunities to drive value for our shareholders by using the capital structure of the company in a more assertive way. So -- also, I think, given a lot of the dynamics I talked about, it does offer an opportunity, I think, to rely more on leverage as an opportunity to fund the company's needs, either strategic or operational down the road. And so certainly, that's an aspect of how we're thinking about it as well. So we will -- I think, on execution of the buyback, it will take our U.S. cash balance. I think, reducing the U.S. cash reserves, which is how we're going to fund that with the logical first step there, and then they'll take our U.S. cash balance because I'm not generating any new cash in the U.S. because I'm already paying it all out. We'll take it down to somewhere around $1 billion, which we think is at the right level given our views of just a strategic -- the ability to fund strategic needs and operational requirements."
Romit J. Shah,Bren Higgins,Would you consider raising your debt levels to bring your net cash down to a level below $2 billion?," Well, I don't want to get in the specifics. I think to your point and the point I made, I think there are opportunities to -- and I think this has changed a lot in the last 12 months and I think as we look at it today, I think there are opportunities to use more leverage to drive more value over time. And I'll leave it at that."
Krish Sankar,Richard P. Wallace," A couple of them. Rick, I have a question. Your 2 foundry customers that are doing 14-nanometer FinFET and they have a technology tie-up. Are the DTOR[ph] or PTOR[ph] tools the same between the 2 or can they make independent decisions?"," I'm trying to think about the confidentiality of that question. I think that, in general, our customers, the ones we deal with, are unique and able to make their own decisions."
Krish Sankar,Bren Higgins," Got it. All right. And then just a 2-part question for Bren. On the December quarter shipments over $800 million, can you talk a little bit about what it is in the composition of the review between foundry and memory and other guys? And also did you give the June quarter order breakdown by geography?"," I think the breakdown of the geography is on the web, in our supplemental information. So you can get it there. And it's -- we talked about it at SEMICON West, so it's probably not at all different from there as we finalized the quarter. I don't want to get into the mix of the shipments. We don't typically look at it that way and it all lines up based on when customer request dates are and that's how we end up driving the shipments. So I -- we think a lot about order -- incoming orders from a customer segment perspective. But to our operational guys, it's all about shipping the tool, not necessarily where it's going."
Krish Sankar,Bren Higgins,Got it. Did you guys give a breakdown of DRAM versus NAND in June?," DRAM in June, of the memory number, which was 23%; NAND flash was 29% of that."
Srinivasan Sundararajan,Bren Higgins,This is Srini Sundararajan. I have 2 questions," Yes, there is some breadth in the order book for foundry in September. We look generally, across the second half but in September also."
Srinivasan Sundararajan,Bren Higgins," Okay. And considering that your big order that -- for like the shipments have been likely to be later, isn't it fundamentally different than whether Apple and Qualcomm go with the one set of foundries or the other? And therefore, do you have some contingency plans on what might happen if there are cancellations?"," Generally, I mean if you look historically, our orders tend to shift. I mean, our cancellations in our backlog tend to be very low. I mean less than 1%, over time. So it's usually very good backlog. And obviously, the timing moves around a little bit. So I don't have any reason to believe in this case that this isn't quality backlog that will ship over the next 6 to 12 months."
Mehdi Hosseini,Richard P. Wallace," Rick, when you were talking about outgrowing the industry back at SEMICON, outgrowing by 5%. Is that revenue-based or shipment?"," Well, we generally look over our timeframes in terms of -- ultimately, it has to be revenue. So it varies. But as you know, Mehdi, depending on the start and endpoint, you got to integrate it over time. But ultimately, if it didn't turn into revenue, it doesn't really count, right?"
Mehdi Hosseini,Richard P. Wallace," Because early on, you said the year or fiscal year is very lumpy, which I understand, customer concentration. But the year has progressed in line with what you were expecting in January. But when I look at your shipment guide, even for December, even if I put in more than $800 million, it would give me calendar year shipment down 3%. So either you're saying or suggesting that WFE is going to decline by more than 5%? Or is that just an anomaly?"," I'll let Bren take the year, but we're looking out at FY '15 press, whereas we're referring to as opposed to calendar '15, which is the next 4 quarters. But again, Bren can address calendar '14."
Mehdi Hosseini,Bren Higgins," I'm just trying to understand the thought behind the forecasting because in January, you were saying that foundry is going to be weak, but then 3D NAND is going to be very strong. And back then, you were saying that June quarter, you should be able to do around $750 million, $800 million of shipment. That has entirely changed. And now you're saying there's a big turn coming in December. So I'm just wondering what gives the confidence that these turns or these pauses don't change or is -- are you -- are we setting ourselves up for more disappointment down the road?"," Well, I mean -- and we talked about it a lot over the last 6 months about just, I think, the challenges our customers have been facing in trying to ramp some of these new technologies, in the memory side with V-NAND, I think there were expectations in the industry. It's certainly a much stronger investment in V-NAND and certainly, I think that has pushed out into '15. Certainly, the next phase of that. We talked about a lot about foundry push. I think, given what we're seeing in the order book now, it seems that we're starting to see these commitments in the industry towards putting production in place to start to ramp this capability for FinFET into the middle of next year. And that would line up with timing of shipments in the fourth quarter, calendar quarter and into the March quarter to be able to have that capability come on line. But these have been very challenging transitions for our customers and they've all, I think, crossed whether it's memory or even in foundry. We've seen a slowdown there that has continued through the middle of the year. It looks like it's going to be -- it's turning the corner now, but I think it's been a tough transition."
Patrick J. Ho,Richard P. Wallace," Rick, maybe first, a big kind of picture question on the reticle inspection business as a whole. We've seen a pickup in orders in recent quarters. But do you see any big structural changes in that business itself given that you are at much higher run rates coming out of the market correction in 2010 and '11 but we've kind of seen it really muted for the last, I would say, 3 years. Are there big changes coming around? Or do you see maybe a more sustained pickup as we enter 2015?"," Patrick, great question. I would say the following"
Patrick J. Ho,Bren Higgins," Great. And my follow-up question on the wafer inspection business. You've seen a pickup, and you talked about the record orders this year. You've also mentioned that DRAM spending was up. I think in the past, you've noted that you expect the process control intensity for DRAM to be kind of split between metrology and inspection. I guess, after the last few quarters with DRAM spending has been up, are you seeing more of a bias towards inspection given that metrology is trying to hold steady? Or is that something where metrology will catch up down the line with, I guess, the capacity build on the DRAM side?"," Great question. I think that the immediate answer is right now, we're seeing probably a little more opportunity in the wafer inspection. But the truth is, there's not enough out there yet at the advanced nodes and DRAM or frankly and what's going on in flash, for our customers to fully appreciate what they're going to need. We've talked about our process control intensity going up. But if you look at -- for example, our 3D NAND model, part of the reality is there hasn't been enough out there to really validate the model yet. But I would say if there's any bias, it would be towards higher levels of adoption and probably more in the inspection side. The caveat being is if in the -- our ability in OCD, in optical CD, to take on more some of the historical SEM-based inspections, I think that does provide some opportunity particularly as people go to more 3D structures then there's probably more growth in that segment. So still early to tell, but I think, right now, to answer your question, I'd say the bias might be a little more towards inspection."
Mark J. Heller,Richard P. Wallace," Rick, I'm just wondering what your view is for calendar '15. Do you see any pull-in for -- potentially for 10-nanometer of foundry spending? And if so, do you have any view whether EUV will be used on 10-nanometer?"," We do see some interest in 10-nanometer. In fact, there's -- I don't know, I probably couldn't explain [ph] but there's certainly been customers talking about accelerating 10-nanometer development and very aggressively. And I think, there's a bit of a competitive battle going on in the foundry space to get to the next node. My expectation is that we'll not see high-volume EUV for 10-nanometer, but because there is some capacity out there, I think it only stands to reason that if people want to use 10-nanometer, want to use EUV in 7-nanometer production, they're going to definitely try to get it into 1 layer or 2 for 10-nanometer just to debug it and prove it out. But I think on -- at the same time, customers I talked to about 10-nanometer have -- that is a nice-to-have, not a must-have, to be able to do 10-nanometer. They're certainly going to be capable of doing 10-nanometer without it because they feel like there's some challenges with the productivity in 10-nanometer. But of course, the -- especially those that have some capacity would like to get some learning out of it and some productivity out of it."
Mark J. Heller,Richard P. Wallace," Got it. And on the second half order outlook, you said that memory would be up half-over-half. Do you think that's weighted more toward DRAM or NAND?"," I think in September, right now it looks like it's -- NAND is a higher percentage. We're -- right now, for September, we're forecasting memory overall to be about 27% of the mix or so, 27%, 28%. And NAND will be the bulk of that. I think there is -- but there is investment in both areas. And so -- I just don't have the detail on December but that outlook is for September right now."
