Asker,Responder,Question,Answer,Clarity,Coherence,Aggression,Optimism,Specificity,Relevance
Judy E. Hong,Hermann G. Waldemer," Okay. And then, Hermann, just following up on David's question about EU region. I guess just in terms of the persistent market share losses that you've been experiencing and obviously, more the macro challenges and the fact that you're more exposed to the premium segment than others, are you rethinking sort of your brand portfolio strategy in any meaningful way to be a little bit more aggressive in some of the value segment? I think you talked about this a little bit at your analyst meeting, but just wanted to get an update on how you're thinking about sort of share versus maybe a mix or profit in that region."," I mean, we certainly want the EU region to return to OCI growth. Now in the European context, we have seen a number of markets, their brands over the last years have been repositioned to the low end. We have answered that in the markets, where it was necessary, this brand out of our portfolio. I mean, Germany is a much different situation than it has been a couple of years ago. We have Marlboro there. Yes, but we also have today there an L&M, the fastest growing brand in the market. The market -- the brand with the highest young adult smoker share in the market, and we are right now complementing that with Chesterfield at the same price level in the German market. Taken all together, well, the market share in the German market actually has been growing. So our team there, and we have a very strong team in Germany, is doing an excellent job, and it begins to pay off. If you move over to France, that's a different situation there. There, actually, we have 2 growing premium brands. Both Philip Morris and Marlboro are doing extremely well in an otherwise stable market. The market where we are underrepresented at the low end, clearly, is Italy, where our share at the low price segment of the market is well below our overall total market share in the market. So it's a marketing, it's a brand challenge. It's a sales challenge, but we have the portfolio to do something there. And it's not that we wake up to it now. We do something already for the last years.",,,,,,
Jonathan Fell,Hermann G. Waldemer," Two things. On Japan, Hermann, you mentioned that you weren't sure whether or not shipments would be coming into line with consumer offtake until Q4 or possibly Q1. Does that apply to the industry as a whole or your own business as well? And I was wondering if you could just talk a little bit more around the factors which create that uncertainty still."," No. You see, I mean, it certainly is not coming from our side, but I simply don't know what the individual inventory situation of competitors is and to what extent they bring volume into the market, to what extent they think that this is the inventory levels that they need. So therefore, I'm just -- I can't know if those will be already the going-in and going-on volumes that are really consumed by the smokers every month. So there...",,,,,,
Jonathan Fell,Hermann G. Waldemer," Okay. With regards to your own business, there's no -- the reason to believe that shipments and offtakes should match each other more closely in the fourth quarter."," Absolutely. We had no disruption. We just delivered a little more than we usually did. But we kept our business going all through, but there is nothing of that nature on our business.",,,,,,
Jonathan Fell,Hermann G. Waldemer," Okay. And then just a quick question on the EEMA region, where you had quite a nice volume recovery in the third quarter. I'm assuming Turkey will reverse. But I'm wondering about Ukraine as well, which had strong growth in the quarter. Does that reverse in the fourth quarter, i.e. is the third quarter impact undone? Or does it just normalize in Ukraine?"," Ukraine is now normalizing. Q3 of this year, actually, in terms of comparison benefits from a very weak Q3 of last year. Q3 2010 had to de-load after the July 2010 price increase, which had a load in Q2 of 2010. So therefore, I mean, we are benefiting in Q3 now from these relatively easy comps. And we are now kind of out of that, and we should see now a situation that normalizes in the Ukrainian markets. Let's hope that we have no new disruptions, nothing on the horizon. Ukraine is one of the markets where you never know.",,,,,,
Christopher Growe,Hermann G. Waldemer," I just had a couple questions for you. I guess I wanted to better understand. You've had, obviously, a nice windfall this year in terms of a profit benefit from foreign currency and certainly, some very good performances in Japan. And I just want to understand the extent to which you are, if you will, reinvesting back in the business. You've mentioned some brand building activities, of course, in Russia. I think it's been -- that's been ongoing this year. I wonder if there's a little bit more color you can give on that. And then also, again, are you investing back in Japan or other markets to take advantage of some of this benefit you have coming through to your earnings?"," Okay. I mean, we really don't run our business different if the currency is in our favor or is temporarily against us. We always invest into our brands, into the growth of the future, specifically in Russia. I mean, Russia is big. Russia is not just Moscow and St. Petersburg. So we need to do more there in terms of work for our brands. We want to do also -- to do more there in terms of our infrastructure given that Russia is such a large market, a very profitable market with tremendous potential going forward. So we put the necessary money behind. We are not doing any short-term swings here. This is a strategy that we started to pursue last year, that we are pursuing this year and will continue to pursue also next year. In Japan, it's -- there it's really the fourth quarter is, of course, in terms of point-of-sale presence, in terms of point-of-sale actions, after all the competitors being backed before their products in the market, a highly competitive situation",,,,,,
Christopher Growe,Hermann G. Waldemer," Okay. That's helpful. Just one follow-up then on the Russia activities. I'm just curious if those -- obviously, it's a broad brand building activity, but obviously, Marlboro has been quite weak there. So is it targeting that brand? Is it -- explicitly that's -- it could help your performance in that market."," Yes. We are not happy, I've said that before, with the performance of Marlboro. I mean, it's just 2% share of market in a market that big and that important like Russia is, of course, disappointing for Marlboro, and we definitely think that Marlboro can do more. There is -- again, there is a marketing challenge. It can be that we have such little volumes for that brand in the markets. We will invest behind. We will build the brand equity, and we want to bring that brand also on a growth trajectory as in so many other markets in the world, in most markets in the world, actually.",,,,,,
Christopher Growe,Hermann G. Waldemer," Sure. And just the last follow-up would be on Spain. In this quarter, you had, obviously, the ups and downs of pricing. And I'm just curious, so you had about a -- it was 10% decline roughly in the category volume in Spain in the quarter. Do you think that weakens a bit just due to the price realization that's now coming through in the fourth quarter? Is that, again, one that could look more like cases that we saw like in Q1 and Q2, where that market was down pretty aggressively?"," Yes. I mean, the Q3 market might now be influenced a little bit here and there by retailers loading some competitor volumes ahead of their price increases. So I think you'd best look at the year-to-date one. And the full year estimate is, I don't know, 15%, 18%, something in that range. So yes, it's a continued steep market decline driven by the economic situation there. It will not continue at those rates forever. We will see. We will have to wait now for a new government. We will have to wait for the measures, budgetary measures. I was mentioning VAT. We will see. Whatever the new government will want to do, the price skirmishes that we have had in the market, of course, have so far kind of prevented us to reap the benefits of earlier price increases. Well, I said the skirmishes are over, so at least that benefit should accrue now.",,,,,,
Erik A. Bloomquist,Hermann G. Waldemer," If we could circle back on just the overall EEMA organic profit growth. That accelerated quite noticeably in Q3, 14%; 5%, Q2. How much of that is simply due to PMI slowing up its brand spend back? How much of that is just due to the markets' very strong pricing and volume growth? And then related to do that, is PMI happy with where L&M is in the EEMA region? Or is there still more work to do?"," Well, if you look -- I mean, if you look at the brands there, and now we talk EEMA region as a whole. Then in the third quarter, I see a Parliament growing 15.9%. I see a Marlboro growing 10.2%, and all our premium brands then together by 10.5%. That's pretty good, I would say. If I then look at L&M, which yes, has left -- or has had problems in Russia. But if you take L&M for the EEMA region, it's up 6.1% and on a year-to-date basis, 3.8%. So no, our portfolio is doing pretty well. The negatives, you have a lot of heritage brands. But the future, of course, and the profitability is not in the previously local acquired brands. It's in our international brands in that part of the world. So pretty happy about the overall performance of our portfolio, thanks to Duhair and Gatness [ph].",,,,,,
Erik A. Bloomquist,Hermann G. Waldemer," Okay, super. And then following up in slightly more detail on the plain packaging situation in Australia. Is it fair to expect that the Senate does pass both bills in November? And then has PMI selected and started the formation of the arbitration tribunal at this point?"," Well, the vote in the Senate hasn't taken place. We will see when it takes place. As the Health Minister herself has said, it might -- or that probably will lead to a delay in the implementation date. We are, of course, ramping up the legal cases that, as we said, we will vigorously pursue all the avenues, the bilateral investment treaty case but also other avenues, domestic and you name it. So we are, of course, in full swing to be ready for this situation.",,,,,,
Erik A. Bloomquist,Hermann G. Waldemer," Okay. And then lastly, circling back on Turkey. It looked like, from news reports, that PMI took basically TRY 2 per pack price increases, more than you needed perhaps in low-price but not enough to pass it through in premium. On a portfolio basis, is PMI roughly whole? Or is there a negative impact from simply not being able to pass through all of the increase in the premium segment, where PMI is very strong?"," Well, I think I said earlier, if you have brands at the very lowest end of the market that have an allover need of TRY 0.7, whereas it's TRY 3 around at the premium end, then it's no longer a mathematical exercise and you have to protect your entire brand portfolio, which is what we did. But as I said earlier, I would still hope that there could be a second step in that story later, because the rational arguments are clearly on our side.",,,,,,
Vivien Azer,Hermann G. Waldemer," My first question has to do with the EEMA region and the favorable trade inventory shift that you saw in Saudi Arabia, and if you can offer some more color on that, please."," Well, Saudi Arabia is an important and very profitable market for us. A year or 2 years ago, we had some share problems there. We are doing well. We have implemented a price increase in the otherwise very, very profitable Saudi Arabia market. So that's really what it is.",,,,,,
Vivien Azer,Hermann G. Waldemer," Okay. Just in thinking about FX, and I fully appreciate that it's so hard to know kind of where currencies will go from here. But it might be helpful if you could just give us a reminder, please, from a transaction standpoint where your biggest cross-rate exposures are."," Well, I mean, let me answer it that way. We have a huge basket of currencies that play into the overall results. This year, year-to-date, the currency that is bringing the biggest variance, positive variance, is the yen. Last year, on the total year results, it actually was the Indonesian rupee, i.e. telling you, in none of those years it was actually the euro, although the euro, of course, plays also a role. And then you have emerging market currencies that are also of significance being the ruble, I said the Indonesian rupee, the Turkish lira, the Mexican peso. These are all currencies that go into that basket. So we have a broad basket of those worldwide currencies.",,,,,,
Vivien Azer,Hermann G. Waldemer," And the exposure to those currencies, it's equivalent on a translation versus a transaction basis? Or do you have an outside -- outsized, excuse me, exposure to one or a small group of them from your assets?"," I mean, at the end of the day, I mean, as I said, we run the business on a constant currency basis. And you will not find us ever into any speculative hedges, what I call income hedges. So that's the way we run it",,,,,,
Vivien Azer,Hermann G. Waldemer," Fair enough. My last question has to do with the health of the consumer in the EU. And I'm just curious, as you went through the quarter, did you see any trends that would have reflected kind of deteriorating consumer confidence, accelerating trade down as you worked towards the end of the quarter or anything like that?"," No. Honestly, I mean, all the media coverage that we see these days on Europe, that doesn't have an impact on cigarette consumption. Even declining stock prices on the equity markets don't really change consumption. Steep increases in unemployment will change consumption. Spain was an example of that last year. My own forecast will be that I wouldn't see Europe collapse. It's just a bit too much focus on the European problems at this point in time. It will shift to other parts of the world.",,,,,,
David Hayes,Hermann G. Waldemer," Just on Brazil, I know it's a smaller market for you in Lat Am. But obviously, there's going to be this tax change that's proposed in February. I was wondering whether you got any more details on that and specifically, I guess, whether the change in structure is in some way beneficial for your competitive position in that market. I seem to recall there could be a change there that potentially helps. And then just in Korea, obviously, good share gains there. But I just wanted to confirm that you're still pricing slightly below BAT and JT in that marketplace. I think they're pricing up earlier in the year. And then finally for me, just on cost saves. Obviously, you made the point on the presentation that you're confident of exceeding the current plans this year. I just wondered whether you can give us any kind of indications on what plans might be for next year in terms of whether more cost saving or similar levels of cost saving as you're achieving in 2011."," Okay, Brazil first. Yes, there is a new excise tax law there which should provide a more level playing field over time. It's not immediately. It is phased in over time and that system then would eliminate the -- I only can call it absurd difference in taxation linked to packaging, if the cigarette is in a box or in a soft pack. So yes, a level playing field is always something good for us and beneficial and fairer going forward. Moving over to Korea. As I have said before, I mean, the real challenge in Korea also is to find a multi-year tax plan and tax structure plan in that market, and that actually prevails for us over short-term profitability considerations. And the third one on cost savings. Well, we have had a one-year target, because that keeps an organization focused. You'll see that the focus has paid off. As we expect, it's too early to say for next year. But yes, there will be a target for next year as well. We will talk about that in February.",,,,,,
Ann H. Gurkin,Hermann G. Waldemer," I wanted to circle back on Russia a little bit. Given the tough volume results in Russia, is there a need to increase investment behind brands in Russia? Or is there a change in the consumer behavior? Can you just address that a little more?"," No. I mean, on our side, yes, we want to do more on our brands, because we simply think that we can do better. When you come to -- when we talk about overall volumes that the Russian market has slightly declined last year at about 2%, I would say. For this year, I would expect a little less than 2%. But there is, of course, the consequence also of the fairly frequent price increases that happened in the market. So in that sense, consumers have been forced to upgrade quite a bit because prices over the last 3 years have come up quite a bit at the low end. This would be a combined average growth of the prices in the range of 25%.",,,,,,
Ann H. Gurkin,Hermann G. Waldemer," Okay. And then as we look into '12, and you've talked about this a little bit on the call, but is there a growing challenge from numerous excise tax increases in different markets? Is it more of a challenge than maybe expected at the beginning of '11 as we looked out to '12? Is there any kind of comment you can give to that?"," Well, excise taxes are a challenge every year. They are the single most important factor playing into our business. We have had a year, 2009, with 2 surprises; '10 with 5 surprises; '11 with 1. And now we have had recently one for Turkey, which will go into 2012. We have managed through those in the previous years, and I really think that we will be able to manage through 2012 as well. Bad news can always happen. However, thanks to our global footprint, we have always been able to balance the unexpected bad with unexpected good. So I think that should be the case going forward as well. That's simply the advantage of such a broad global footprint as we have it.",,,,,,
Chris Burritt,Hermann G. Waldemer," By Bloomberg's measure of profitability, Philip Morris I think ranks second in the S&P 500. And I know this is kind of a broad question, but how do you keep that rolling? And what's the biggest challenge to that performance?"," Well, I mean, the key, if you like, the bigger picture here and therefore, I mean, going into the future, well then, they start -- what is the starting point here? The starting point for PMI at this point really is that we are having a blockbuster third quarter and that we are guiding to an excellent year 2011, i.e. we are and will be entering 2012 with really strong business momentum. Our confidence is expressed in the recent 20% dividend increase. Now going into 2012, on the key question there, the first one, we have built the financial crisis, triggered an economy crisis. We have had that on the call. We will see what the economies do in parts of the world. It's not going to be the same all over the world. But PMI is a company that has been able to deliver in the good and in the bad times. And we have a portfolio to do that in the good and in the bad times, because it covers all price points. The second key question always is will governments make rational excise tax decisions? We believe yes, but hiccups can happen. Turkey will always happen. But net-net, we think we expect them to be manageable. The third one is probably really market sizes overall. I don't expect big changes in the trends there. I mentioned before that the EU declines are moderating, that in the big Russian market, I see only a slight decline. In the very big Indonesian market, we see strong growth. In the big Japan market, it will depend a bit on the tax. Then the other point would be -- the fourth point probably is the pricing environment. Will the rational pricing environment continue? I believe yes, that -- and I believe that Spain was the exception to the rule. And contrary to other consumer product companies, prices in the cigarette industry, our prices usually stick, because governments around the world do not want to see cigarette prices coming down. The next point is that you have always to do your homework and keep your cost under control, which is what we are doing. I have elaborated on that. Then we are a tremendous cash flow generator. We have generated, over the first 9 months of this year, an average of $1 billion in free cash flow per month, $9 billion year-to-date. Our cash flow generation capabilities are unchanged, and also, our shareholder orientation is unchanged. So -- and the last point, I mentioned it before on the question before, our global footprint always allows you to balance the bad with the good because of a global scale. So I think these are the ingredients that make up business success. And we are working hard, and we have been working hard to get where we are. And we will keep on working hard to deliver for our shareholders also in the future.",,,,,,
