Asker,Responder,Question,Answer,Clarity,Coherence,Aggression,Optimism,Specificity,Relevance
Corey Goldman,Donald C. Templin," Sorry. Just to the extent you had third-party contracts with other midstream or downstream service providers, is there anything that is expiring in the near term that could perhaps be funneled towards the MPLX bucket?"," I guess – this is Don, Corey. I mean, what we're always doing is, we're looking for opportunities to – if there is a – if we're using a third party to supply MPC and we have an opportunity to supply or move it ourselves, we're always looking to those opportunities. So I think we've historically been looking at that and certainly Mike Hennigan and his team have been very focused on understanding what are the opportunities to source more of the movements from third parties to MPC-owned – or MPLX-owned logistics.",,,,,,
Doug Leggate,Timothy T. Griffith," Sorry, I was clearing my throat. Good morning. How is everybody doing? Gary, the comment in the release about the after-tax proceeds from the drop, can you give us an idea of what you think the cost basis of the drop next year would be assuming the $1 billion gets done?"," Doug, it's Tim. We had said even on the announcements in January that using a roughly – sort of 20% tax rate on the drops was probably appropriate. I'm not sure we guide any differently at this point. So you can think about it in those terms, somewhere between there and sort of statutory. So that's probably the range.",,,,,,
Doug Leggate,Timothy T. Griffith," Okay. And maybe just related to that, can you offer some color on the pace of how you would redeploy that cash in terms of buybacks? I guess it wouldn't all be instantaneous, so how would you expect the buybacks to be ratable over next period?"," Well, we'll manage it in a way that we think optimizes our ability to access to market without influencing the price. Again, we'll – this is certainly going to be a big slug of proceeds all at once, so I think we'll evaluate more accelerated forms to see if those make sense. We've been very successful in open market repurchases and really delivering at or below daily view apps (45",,,,,,
Doug Leggate,Timothy T. Griffith," Okay. Thanks. My last one, guys, is I guess a little more convoluted because it relates to some of the GP drops that have been done by some of your peers. I think in the past you've talked about a kind of target range multiple perhaps something in the 15 – 20 range, the recent drops or the recent conversions have been done a little bit lower than that. I'm just wondering if you could offer a perspective on that. And related, and Gary, I know, we've talked about this in the past, but it does give a lot of transparency to your ownership of MPLX going forward. But obviously, as you take distributions, your tax basis there would essentially ultimately go to zero over time. So how should we think about the after-tax value at the MPC level for what is a tax-free entity and as it relates to the public market quote? And I'll leave it there. Thanks."," Sure, Doug. It's Tim. Let me try to take both of those. Your first question with regard to maybe precedent transactions or other GP transactions we see in the marketplace, for one thing, our 15 to 20 that we provided in January was really illustrative. And frankly, that's not where we started on multiples. We really looked at what would be the appropriate premium of cash flow pro forma for the transactions vis-à-vis what the GP cash flow would have looked like otherwise. We turned it into a multiple because we know everyone loves to talk about multiples, but the – I guess the thing that is worth pointing out is that the situation that both of the recent transactions that have been done, the situation of the GP and the situation that MPLX's GP finds itself are very different. And so, it's I think very difficult to compare two transactions and say those multiples should be about the same because it's really not an apples-to-apples comparison. You really have to assess what the cash flow growth profile of those GP distributions will look like on their own sort of at the point the transaction's conducted. So, again, we're not going to re-guide to ranges or what the value is, I mean that's a process that's in front of us. We'll have all the appropriate dialog with the conflicts committee and the MPLX board. As we've stressed on multiple occasions and maybe worth repeating again this morning, pro forma for these transactions, MPC will be a substantial holder of LP units. And really striking a balance on the GP buy-in to make sure that it both illuminates value of the GP and provides an affordable and sensible transaction for the partnership becomes very important, because any action that MPC takes that harms the partnership hurts no one more than MPC. So, I think we – again, we'll be very careful about striking an appropriate balance on the transaction. And again, we'll share our color on valuation at the appropriate time. I don't think we want to get in front of a process just now. Your second question if I understood, it was really – relates to the tax basis and the distribution that come back. There is certainly a tax advantage of LP distributions versus GP distributions which are fully taxable from an MPC perspective. So MPC although it will not be afforded the full benefit of the return of capital that LP holders will, is going to get a tax benefit on LP distributions vis-à-vis what would have been available otherwise. So again, I think as we get closer, we're certainly happy to share some more color around it. We certainly understand the desire and interest in understanding exactly how much of those distributions will be taxable and we'll share some color with you once we get through that transaction and are in a position to give you that guidance.",,,,,,
Faisel H. Khan,Raymond L. Brooks,Okay. So my follow-up question is on exports for gasoline and distillate. Were those numbers lower just simply because of the hurricane impact and the need to sort of keep more barrels at home versus export those volumes?," Faisel, the 331,000 barrels a day is one of the highest rates that we've ever had. So we are finding the export market to be very attractive and we are moving product to the export market when that is the better alternative than placing it in the domestic market. But we are – we believe the export market is attractive, we believe we're well situated given our Gulf Coast refineries. And as you well know, we're continuing to invest in upgrading or enhancing the capacity of our exports. And by 2020, we should be able to have a capacity of over 500,000 barrels a day from those two refineries, Galveston Bay and Garyville.",,,,,,
Faisel H. Khan,Gary R. Heminger,Okay.," Faisel, if you really look at the macro view here, I want to make sure investors understand this. If you look at gasoline and distillate days of supply, we're at the low end for both products on a five-year average – the low-end of that five-year average on a days supply. I think that's going to continue to provide momentum for light product exports. It's going to continue to provide balance for domestic inventories. And I think we're really teed up versus – I'll take you back to the same period in 2016 and same period in 2015, when we were mid-fourth quarter with very high inventories coming into the lower demand part of the season, and that was a drag on margins. Here, days of supply are really strong across – it should be really strong for inventory across both gasoline and distillate, and I think should continue to show strength finishing up the fourth quarter.",,,,,,
Justin S. Jenkins,Gary R. Heminger," Great. Just one from me today, and I think it piggybacks on your recent comment for MPLX, Gary. I guess with the, let's call it, carnage in the broader midstream space lately, if larger scale M&A opportunities emerge, would MPC be willing to consider waiving the IDRs ahead of the buying, if that were the case?",I'm not sure I heard the last part of your question correctly. Waiving the IDRs...,,,,,,
Justin S. Jenkins,Gary R. Heminger," Sorry. If there was an MPLX acquisition opportunity and it was large enough that equity were to be involved, would MPC be willing to waive the IDRs that could be associated with that transaction, not saying that one is out there, but just opportunistically."," Okay. I'm sorry, I just didn't hear it properly. That will be a case-by-case basis and we'll review that when the case comes. A very important point that – I'm glad you asked that question – that we really need to emphasize here. Where we set an MPLX and I use the word carnage in the midstream, we do not believe that – and in fact our numbers will illustrate that we are in a completely different position. We have outstanding coverage and we have outstanding growth targets and opportunities in front of us. So, we are in a very good shape and a strong balance sheet investment grade. So, we are in very good shape. We continue to have strong coverage and to have very strong growth as we go into the future. So if there are some opportunities, certainly we're going to take a look at those and see what fits best for our system and fits best for the growth of our unitholders and to continue to build that inventory that certainly supports the coverage in the MLPs.",,,,,,
Paul Cheng,Gary R. Heminger," Just to – on the – with the IMO 2020, do you plan to make any large refining CapEx related to that? I think at one point several years ago you were contemplating about resid hydrocrack, and then of course that being shared (31",Ray?,,,,,,
Paul Cheng,Timothy T. Griffith," Okay. The second one, just curious that in the first quarter when you got the (32"," Yeah, Paul, this is Tim. I mean, both are effectively in the R&M segment currently. Let's talk about each of them individually. The refining logistics asset is really going to be structured as a sort of a fee-for-capacity arrangement within refining. So that's going to be sort of a charge that will flow back to for Refining. So that's a straight charge out of the R&M segment that will show up in MPLX once the drops complete. For the fuels distribution, similarly this is a service contract, a giant service contract that will exist between the parties and elements of it will be in margin, elements will be below the line (33",,,,,,
Paul Cheng,Timothy T. Griffith," So, I get that from a simple modeling standpoint, we should not assume the margin capture being changed that much, but that your segment where (33"," And that's right. It should not have an impact on gross margin, but it will have an impact on the segment.",,,,,,
Paul Cheng,Timothy T. Griffith,Okay. Thanks.," And I think – Paul, I had mentioned even on the last call that heading into these drops, we'll try to provide some framework about how that will look pro forma for the transactions to sort of help guide your thinking around how best to model it.",,,,,,
Paul Sankey,Gary R. Heminger," Good, good. I just want to assure you that I was not listening, I didn't bunk off to listen to the Suncor call; I was hanging on your every word.",I thought you were in Australia sipping something good and...,,,,,,
Paul Sankey,Gary R. Heminger," You figured I was in Australia sipping something good, well, I don't know about that. I'm in midtown and I'm drinking coffee. Gary, to look back just to go over the not spinning Speedway. It was interesting that you guys gave a – I think it was a synergy number, but there was a sort of a benefit number associated with retaining Speedway. Long term, I think you've absolutely made the right decision to do what I think other companies are doing in terms of retaining control of gasoline distribution. Could you just talk a little bit more about that number that you gave, how the committee came up with that, and what goes into it? That was question one. Question two is a bit of a follow-up to Doug's, but I was wondering if you could – you're relatively very quickly going to get through this dropdown process, where do you see MPC going strategically from that point? One thing that you could talk a little bit about maybe is 2018 CapEx, but also where you see the long-term strategy development from this newly-shaped company? Thank you."," Right, Paul. And if you go back to Speedway, and you're right, we did publish a number of $270 million to $390 million per year, and then – that range is what we see as the integration value.",,,,,,
Paul Sankey,Gary R. Heminger,Right.," And we continue to illustrate it very, very well here. Again, in this quarter, Speedway had one of the best quarters – I think top three quarters that they've ever had. But, that makes up all the ratable movement that we go through our refining system in the Speedway, the value in certain markets that we can glean out of Speedway. So all-in-all, as we look at Speedway again as borne out in this quarter, very, very strong segment for us, and we continue to see that going forward. Asking as we complete this drop, where do we see things going? And I I've answered this a little bit earlier that retail and growth in our Midstream is going to continue to be front and center in our strategy. We think our base refining system is in very, very good shape, and as Ray mentioned, I think we're in very good shape to be able to handle the IMO and be a strong margin taker when this IMO comes to play. But we look at the organic side of MPLX as being a strong growth element, as well as we look at Speedway as being a strong growth element for our business. And if you look at MPLX historically, and now that we're coming to the end of the dropdowns, we have a very strong inventory of organic projects, but we're really – I've charged Mike with really increasing our third party business. And for MPLX not to be dependent on just the business coming from MPC, but other third party business. You look at the linkage that we have between Refining and Midstream and through MPLX, it's great linkage. I look at the assets that are now part of MPLX that were MarkWest and the linkage that we have there, we have great opportunities to be able to move the Northeast NGLs I think to the East Coast eventually. We have opportunities we believe when Buckeye reverses the Laurel Pipeline to be able to make some movements that will lower cost to consumers in the Pennsylvania and Eastern markets. That movement is all about lowering cost to consumers, which I think can be supplied from PAD 2. So, we have many opportunities that we're looking at with a very, very strong refining base underlying all of those opportunities.",,,,,,
Paul Sankey,Gary R. Heminger," Right. So I mean, I think in the past you've been skeptical about the attraction of East Coast and West Coast refining. So it sounds like the refining base is going to be around where it is today give or take, and the growth is going to be as logistics play through the MLP?"," Well, Paul, I believe two things – really three things there, if you look at three segments. There's definitely going to be further consolidation in refining, there's going to be further consolidation in midstream and we're seeing the consolidation happening in retail. So, there are going to be opportunities across. I'm not discounting that there may not be some opportunity in refining some day. Being upfront here that I don't see anything immediately on the horizon from a consolidation standpoint in refining. But certainly there's a lot of movement going on in midstream and in retail right now. And I think we have the ability, we've been able to show certainly that big acquisitions – we can execute on acquisitions and we can execute on delivering synergy. So – well, everything has to be at the right price that will be value generating to MPC.",,,,,,
Phil M. Gresh,Gary R. Heminger," First question is just on capital allocation. We've actually seen some additional C-store assets coming to market recently of decent size, I'm wondering is M&A something you would consider at this point, particularly on the retail side? And operationally, with where you're at, with the Hess integration and things like that, is this something that you'd think about?"," Yes, Phil. This is Gary. We of course think about it and we will do our homework on such opportunities. We've looked at some in the past until we've completed our thorough review of Speedway, we really were not going to act on anything, but it – retail, Midstream continues to be a very strong focus in our path going forward.",,,,,,
Phil M. Gresh,Gary R. Heminger," So if you were to look at something of a decent size, would that in any way influence your use of proceeds from the dropdowns, or, Tim, with the balance sheet, as you were describing, I mean, it does feel like there's room to be able to do both? Just curious how you think about that?"," Well, first of all, we've always said, we will always maintain an investment grade credit profile. And then, it just depends on if something makes sense, how big it is – we illustrated that we certainly have the competency to be able to leapfrog markets like we did when we bought Hess when we went to the East Coast and we've been able to integrate the Hess assets very, very well into our system and exceed the synergies that we have planned. So, it just depends, Phil, on what the size would be. But I don't expect that we will deviate from buying back shares that we've discussed in the past.",,,,,,
Phil M. Gresh,Gary R. Heminger," Got it. Okay. And Gary, if I could just ask one last one, the Capline reversal, I was a bit surprised that the timing that it would take five years and that the capacity would only be 25% of the current northbound capacity, could you talk about that?"," Well, as you know, we have three owners in the system. And this was a – we're very pleased that we were able to get this open season out into the market, we're receiving very, very strong inbounds on consideration for this pipeline. From an engineering and construction to reverse this pipeline, you are correct, it will not take five years, it's more from a commercial standpoint that the three owners are looking at this. And timing from, as I say, from a commercial side that we've put the open season out in the manner in which we did.",,,,,,
Ryan Todd,Gary R. Heminger," Great, thanks. Maybe just a couple of quick ones. On DAPL, can you remind us on expectations for distributions from the JV and maybe perhaps provide some color around recent Bakken differentials and your thoughts on go-forward sustainability?"," So, Ryan, this is Don. We have not given information on the distributions from DAPL, but I can say that to-date it is performing at least as well as the economic expectations that we had when we sanctioned the project and took it to the board. We're very pleased with the results so far.",,,,,,
Ryan Todd,Gary R. Heminger," Okay. Thanks. And Bakken diffs, any thoughts on how those sustain going forward?"," Bakken diffs, Bakken differentials.",,,,,,
Ryan Todd,Gary R. Heminger," Okay. Thanks. And maybe just a quick – a follow-up. You mentioned that you're trending 1.3% down year-on-year same-store sales in October on gasoline. I know domestic gas demand has been a bit of a conversation all year, but as we reach towards the end of 2017 here, can you give us some thoughts on what you think you're seeing on U.S. gasoline demand and maybe expectations as you look into 2018?"," You know, Ryan, it's very hard to take gasoline demand off of one month – yeah, we are trending down 1.3% for the month of October, but you have to take into context where crude prices have gone. And being a leader in most of the markets in which we have – which Speedway operates, we are the leader trying to get the incremental cost to the street. And when that happens, it costs some volume, but then we generally pick that volume up. I would say if you look at the same period last year, yes we're down a little bit, but last year was a very strong year, and we're continuing to hold on to most of that volume increase that came out of 2016 and through 2017. There's certainly some noise in the third quarter Speedway numbers because of all the storms. And one of the biggest things is people fill up when they have storms come, and they fill up and top all their tanks off with extra storage, wherever they can put it at their homes. And then you have a law to make up for that. So you're going to see some choppiness and noise over a period of time. So here in October's numbers, I would kind of take those with a grain of salt, just because there's been so much choppiness in the weather patterns in the country. But I think looking into next year, I think on gasoline demand, I think it's going to be probably flat with 2017, maybe slightly up depending – it's all going to be on where is the ultimate crude price going to be and what that takes the gasoline price to. But I think we would expect to see gasoline up just a little bit next year versus 2017.",,,,,,
Ryan Todd,Lisa Wilson," Great. Thanks. Very helpful, Gary."," Okay. Thank you for joining us today. And should you have additional questions or would like clarifications on the topics we discussed this morning, Denice Myers, Doug Wendt and I will be available to take your calls. Thank you.",,,,,,
Spiro M. Dounis,C. Michael Palmer," Hey. Good morning, everyone. Thanks for taking the question. Just wanted to tag on to one of Brad's questions from earlier on differentials. How should we think about the WCS discount widening out from here with I guess Canadian production ramping up later this year? And just more broadly how you're thinking about heavy differentials in 2018 with potential for OPEC maybe ease up on the production cut?"," Yeah, Spiro. Mike Palmer.",,,,,,
Spiro M. Dounis,C. Michael Palmer," Hi, Mike."," Yeah. We're obviously watching the same thing and I think you've probably seen that – well, certainly during 2017, the heavy Canadian differentials have been fairly narrow and there's been – there still has been a lot of demand in the Gulf Coast for those barrels that's helping to drive that differential in. But with the increase in production that's coming on late this year and into next year, we've already seen those differentials that have started to widen. And again, MPC is in tremendous shape in order to take advantage of that additional supply, both in our Midwest system as well as on the Gulf Coast. So we do expect to see better heavy crude diffs in 2018 than we did in 2017. From the – when you start looking at the medium sours, generally the OPEC crudes, it's fairly clear that the Saudis and OPEC are working hard to bring the global petroleum back into balance. That's happening, inventories are coming down. We would expect to see continued pressure on the sour diffs until we get to the point where OPEC starts to put more crude into the market. And as that is the case, then we'll optimize, as we talked about earlier, with sweeter crudes. But the opportunity in 2018 right now – early on certainly looks to be with heavier crudes.",,,,,,
Spiro M. Dounis,Timothy T. Griffith," Thanks, Mike. And then just follow up once again, sort of as you're approaching the end of this accelerated dropdown strategy and IDR exchange, just wondering if you could remind us again how you view at the general partner level – is there any – are there any options on the table to monetizing – I guess it will be a considerable ownership in MPLX? I think at one point, there was discussion of a potential GP spin-out. Is that something that's still on the table or are you kind of view that as off the table right now?"," Yeah, it's Tim. I'm happy to answer that. I mean, I think, as we've talked even in the fall of last year, we were really evaluating all of the paths we could take with the GP. And I think where we landed was that ultimately buying of the GP's economic interest by the partnership in exchange for units was the best path for the partnership. So I'd say – I guess we always keep an open mind. I think it's highly unlikely we're going to proceed down a different path with regard to that value realization. We think ultimately the exchange for units is the best path there in terms of sort of retaining it. Now, your second piece of that I think was around liquidation of the units, and I'll tell you that ultimately these units coming back – again, we are effectively taking a pretty big slug of refining earnings and converting it into LP distributions. And those are fundamental to the system. I mean, those LP distributions-backed MPC will be a very big piece of MPC's discretionary free cash flow. And I don't think we have any intention at any point to liquidate these units. They are a fundamental part of the cash flow of the enterprise. And we would expect to hang on to these units for as long as we can imagine.",,,,,,
