Asker,Responder,Question,Answer
Matt Sheerin,Todd Kelsey," Got it. Okay. Thanks for that. And then I did want to follow-up on previous questions just regarding your guidance for next quarter and then for the year? As you said, a little bit different than you saw a quarter ago, but when I add the numbers the revenue I don’t think consensus for fiscal 2021 is going to change much. And you’re going to be looking at obviously, tougher comps at the back half when you had a really, really strong last September quarter. But it sounds like the setup for 2022, as Adam indicated is good. I guess my question is should we start thinking about a return to that 9% to 11% in revenue growth target, and in terms of margins, I know that in the past, when you’ve had some really big ramp ups quarter-to-quarter, there’s been some costs and some margin headwinds. So how should we think about growth versus the margin in the mix of the business?"," Yes, I think maybe I’ll start with 2022 and then there’s a couple other topics I want to hit as well, but I mean, certainly, too early to talk about 2022 and give any sort of guide or color, but I think it’s setting up to be a really good year. When you look at the factors in the catalyst that I talked about earlier, I think that’s quite good. And I mean kind of backing up to 2021, I mean, I would say, well it’s not 9% to 12%, it doesn’t – it still sets up to be a pretty good year or a growth year from a revenue standpoint. But the EPS leverage, I mean, you start to do the math on that looks pretty good. So I think that’s a compelling story for fiscal 2021."
Matt Sheerin,Pat Jermain," Okay, great. And just last quick question, just regarding cost. Pat, you didn’t call out a COVID related cost. Is that just sort of embedded in your model now, or do you see any changes there?"," So for the first quarter, it was around $2 million. So it’s starting to taper down. We do expect expenses in the latter quarters, probably to the tune of $1 million to $1.5 million. When you look year-over-year, last year, fiscal 2020, we had about $10 million. This year, we would think that’s about $6 million, so about $4 million lower there. On another area of costs, our healthcare costs internal were depressed with last year with elective procedures being down. We expect those to be up and that pretty much offsets the benefit we’re seeing from a COVID expense reduction. We expect Healthcare costs to be up about $4 million this year. So net-net, those are pretty flat."
Steven Fox,Steve Frisch," Thanks. Good morning. Just two questions from me if I could. First one on the funnel expansion, you mentioned some decisions by some customers to move to outsourcing. Could you expand on what drove that decision? Whether it was something that was already in the works or maybe if there was a change in thinking due to circumstances, and then I had to follow-up?"," Yes. This is Steve. In some of these challenging times, I think customers do question their supply chain strategies more. And so I think the conversations we’re having right now are things that customers were considering, but I think the COVID situation is pushing them to move a little bit quicker. So not a big strategic shift on – I mean, a big strategic shift on their part, but I think the timing of COVID is just helping expedite things."
Steven Fox,Steve Frisch," And those shifts would be done with – like their current facilities would be utilized by the customer, you’d be outsourcing into your existing facilities, like their strategy around their own plant and equipment is what?"," Yes, they would exit their facilities. And we would do that one of two ways. One is either to this move the facility entirely at the moment that they exited or do what we call manage in places where we’d manage it for 18 months, 24 months, and then transfer it. Under a rare circumstance, if there’s a strategic alignment, would we consider a facility? Yes. But that would be under a very strategic decision."
Steven Fox,Steve Frisch," Thank you. And then just on the new logo wins, can you just talk about the competitive environment around those six wins? How much of it was, do this just sort of where you guys play versus maybe seeing competition from smaller, large EMS providers?"," Yes. The competitive environment is about the same. I mean, we run into the big guys all the time and there’s always smaller players’ involved as well. And so I don’t think with these situations or with COVID, there’s been a big fundamental shift in the competitive landscape. Although, we are seeing a little bit more, I’d say pricing diligence in a little bit discipline, and so that’s refreshing to see."
Paul Coster,Todd Kelsey," Yes, a couple of quick ones. It sounds like the sales team; the bus dev team are working pretty well in the virtual world. Do you see that changing as we come out backend of the pandemic is – are you going to get back into the T&E mode or do you think you’ve found a new way of developing the business without that expense? And I have a quick follow-up."," I think, I mean, certainly, our business development people, Paul, are looking to get out on the road, and looking to get out in front of customers. Let me to be candid, I’m looking to get out in front of customers more myself. So, I think you’re going to see travel go up, but I do also think that there’s a – I don’t think it’s going to go up quite to the same level than it had been in the past. I think people are feeling or understanding that there are things that can get done virtually, it can be effective virtually. Our branding and communications team just did an excellent job of creating a great virtual business development environment that I think is really unique, that’s helping us. But there’s still nothing like having a customer in your site to see it firsthand. So, I’m certain that there’ll be more movement once it becomes a better environment with the vaccine rollout and such, but maybe..."
Paul Coster,Todd Kelsey," And then is there any – yes, good. Is there anything in the change in the administration in Washington D.C. that changes anything for you?"," Yes. When we’ve talked about there’s – maybe, I’ll talk about markets and then Pat can talk a little bit more about other factors. But markets, there’s a feel, and I think it kind of comes back to what happens around stimulus and where’s the focus of where dollars are spent? So, I think, our heavy equipment business in our Industrial sector could benefit our energy business and our Industrial sector could benefit, I think that the COVID particularly around test could benefit from a market standpoint and semi campus is potentially only going to get stronger. So maybe, I’ll pass off to Pat to, for some comments."
Anja Soderstrom,Todd Kelsey," Hi, thank you for taking my question. Congrats on a great quarter and congrats, Shawn and Heather. A lot of good questions asked already, but I just wanted to get a sense more of your revenue guidance for the second half. You say it’s sort of going to be in line with that fiscal second quarter expectations that assume that electives still stay sort of suppressed. That could be a surprise upside in the second half comes back more forcefully ?"," Yes, it does. I mean, basically, it looks at the environment as being more or less what it is today, perhaps even, maybe, call it a little softer than what we’re seeing for the fiscal second quarter, because we saw a lot of drop in upside demand that impacted the second quarter that doesn’t necessarily impact Q3 and Q4 at this point. So, there’s a lot of potential, I think for opportunities within the second half, it’s just, our visibility says it’s flat to Q2 right now, more or less."
Anja Soderstrom,Todd Kelsey," Okay. Thank you. And I think you just, there’s a little bit to elaborate about the gross margin and ramping new projects might be pressing that, because you’re guiding to quite – you had a good performance this quarter and you’re guiding for the second quarter to remain relatively high. So, how should we think about that going forward?"," Yes. Go ahead, Pat."
Anja Soderstrom,Steve Frisch," Okay. Thank you. And then lastly, in the army and defense this quarter, you alluded to some issues with ramping new programs causing the shortfall there. Can you just elaborate on that and talk about how that’s going to keep in the coming quarters?"," Sure. The space program, I mentioned, had some delays in the ramp, and as you can imagine, programs that are going into outer space, there’s a lot of stringent requirements and from a manufacturing process standpoint, we’re working with a customer on some strengthening of those requirements and it slowed down production. We believe, we’ve worked through those and have alignment with the customer on what the requirements are. And so I want to expect it to impact that going forward."
