Asker,Responder,Question,Answer
Harsh Kumar,Gregg Lowe," And then Gregg for my follow up, I'm not sure if you mentioned, but the $15 million OpEx reduction in Lighting when do you complete that and when can we start to think of modeling that into our models?"," So we're rolling out that plan as we speak, so we expect to have it fully implemented within the September 2018 quarter, so our Q1 of our fiscal '19 and then coming out of that quarter is when you can expect that we have had that fully baked in. I guess the only thing I'd like to put out there for the long models is some of those savings we may choose to reinvest into Wolfspeed and funneling that growth as well so…"
Edwin Mok,Gregg Lowe," Hey guys. Thanks for taking my question. Congrats for a good quarter. So the first question I have on the, I guess on the competition side on the silicon carbide material market, given the growing demand and you guys have added capacity, have you seen your competitor add any capacity and some of those device manufacturers actually was at the wafering capacity, have you seen of those captive guys also adding capacities?"," Well I’ll start with may be wafer and can add a few comments and so forth. There is a tremendous amount of demand and we're certainly engaged with a lot of customers at this point. And what I would say is, the customers are pretty impressed when they come on campus and they see a whole bunch of cranes around here expanding the capacity and they also see that we've got a tremendous technology base. Our ability to ramp this capacity so far has been demonstrated to be very, very solid. The $100 million, the greater than $100 million supply agreement that we inked last quarter I think is a good indication of that. And what I would tell you is, the amount of discussions that we're having right now relative to how do our customers get more capacity and how do they secure more capacity, the amount of those discussions has simply increased over the period of time."
Edwin Mok,Gregg Lowe," Okay, great that’s helpful clarifying that. And then I guess on the Infineon acquisition, I just, call it longer term question I guess, now that you guys bought the business you have some deals or have better insight into how the packaging facility is working right? Is there a way to kind of think about how much that will benefit your margins long term in terms of driving or improving your margins now that you’re patching in-house and do you see a need long term to invest in that capacity to increase packaging facility to support your business growth?"," So a couple of things, I would say that we're now two months into owning this operation, so we're kind of at the early stage. It's a great team. It's a great leadership team. It's an incredible engineering workforce. It's great operations team. So we're really excited about that. The factory they have is highly automated factory. At this point it's underutilized and obviously the ZTE situation hurts that. So we certainly have an ability to grow that capacity. I think in terms of margin, as we transition the business from a silicon LDMOS to more of a gallium nitride or GaN business it will certainly be incremental, it will be increases in gross margin and it will certainly be substantially accretive to Cree’s overall business. So we feel real good about that. We also see that, those are, we've got a nice growth trajectory ahead of us that is the demand for bandwidth continues to be high and the transition towards 5G being sort of GaN is kind of in the sweetspot of that transition. So overall I feel really good about it. I mean, it's a bummer. We started off the same with a ban on selling to one of our bigger customers. I think that's certainly a short term headwind, but like I said it doesn't change the strategic rationale around what we're doing and we're really excited about the potential."
Daniel Baksht,Gregg Lowe," Hi, thanks. Could you talk about how you're targeting a sequential improvement in LED products for both revenue and gross margin in light of some reallocate this capacity to Wolfspeed, is the growth mix related or JV related? Thanks."," So as I mentioned in my comments we've got some good demand in our high power products, so we're expecting good growth sequentially in the quarter and then some modest growth in the JV. Actually our target for gross margin is similar to last quarter, so kind of staying level with that but getting good demand growth. And right now in the near term with what we've seen, backlog is in a good position as we started this quarter versus last quarter and the same period a year ago. So at least in the near term we're winning in those high power general lighting, video screen, and specialty lighting applications."
Daniel Baksht,Mike McDevitt," Okay, great. Thanks and then on CapEx you previously mention you'd spent less year-over-year in 2019. Now that the 2018 CapEx is $190 million this year if I heard that right, does that statement about 2019 CapEx will stand? Thanks."," Yes, and just think of it as the 190, the effort that we're undertaking that originally lined with the 220 is still the same effort. It is the at the timing of the cash outflow. So all the plans on what we're initiating in projects and that is still in line with plan, so FY19s targets that we kind of talked macro about at the Investor Day are still in place."
Craig Irwin,Gregg Lowe," Good Evening. Thanks for taking my questions. So Gregg, there is a fairly lively conversation out there among all the customers of your silicon carbide wafers. A lot of them have opinions about where wafer prices need to ahead to unlock the multi-billion dollar TAM that we're looking at where, investors are looking at to make Cree attractive over the next number years. Can you maybe share with us your thoughts on pricing strategy for wafers, whether or not you believe some of the more aggressive prices that your customers are hoping for whether you believe those are necessary and any other color that you think we should factor as far as, what else supports sustained gross margins on the wafer side over the next few years?"," Well, Craig we certainly are very much active in terms of driving the cost of our silicon carbide technology down over the time period and part of this combining our operations with the get better efficiency out of the manufacturing operations as well. In the early stages of looking at what those numbers might be, but we're obviously attacking that pretty vigorously. It's interesting right now, if you take a look at the cost of silicon versus silicon carbide and you’re kind of integrated with the efficiency gains that you get out of it, there is good reason why people are moving towards silicon carbide. If you add to that then and pretty good intensive cost programs that we're working on inside the business, I think it's just that that cost value analysis thing is just going to get a lot better. So, it's obviously something that we're working on. I'm not going to share any numbers right now. But we're not just standing still saying, wow this is a really great market and let's just say where we're at. We know that if we continue driving costs down that it will drive the demand for silicon carbide up and it will expand the SAM [ph] if you will for the use of silicon carbide and that's absolutely what the intention is. So lot of very hard work going on right now at a company that's focused on driving costs down."
Craig Irwin,Gregg Lowe," Good to hear. So my followup question is on the license agreement with Nexperia, GaN on silicon, GaN on silicon carbide, it's really nice to see Cree pulling in other participants into this market, helping create additional customers. Can you maybe give us color on whether or not you'd expect to pull in other silicon carbide producers potentially. In the future, should we see similar licenses to other GaN power check producers, would you expect this to take similar momentum to what Cree achieved in the Lighting business maybe licensing some if its technology for fixtures and chips over the last many years?"," Well, I think Craig the approach that we've had on silicon carbide is really having a materials business that works with other folks out there. We inked the greater than $100 million deal with Infineon exactly for that purpose. So we are absolutely of that same mindset that there is a real opportunity for us to take, what I think is kind of a tipping point if you will in the silicon to silicon carbide movement and really expand that pretty substantially. So yes, we're absolutely doing that. I think the GaN licensing deal with Nexperia was sort of a separate thought process, but I think as it relates to silicon carbide, we're working with a lot of folks to try to make silicon carbide the technology of choice for the power electronics industry."
Craig Irwin,Gregg Lowe," Great, thanks again for taking my questions.", Thank you.
Colin Rusch,Gregg Lowe," Thanks so much and then sawing on that, just thinking about the long term customer interest and the product mix interest from the automotive customers, can you talk a little bit about how many of those were actually getting wafer supply and how many of them are looking at the devices that you guys are selling?"," I think it's a combination. As we've talked about the reason we're expanding the capacity for both our materials capacity, sales to third parties as well as the wafer fab and the ability to make power devices. For these reasons we're having discussions with automotive companies and Tier ones globally who are interested and we're having conversations with device makers who are having similar conversations and either source of supply. So what we're seeing the reason we're making the significant investments we are the reason you're seeing the business growth is because we're participating in both ways."
Colin Rusch,Gregg Lowe," And can you talk a little bit about the lumpiness potentially of gross margins as you ramp capacity, how much strength do you expect as you bring some of the capacity up?"," You know, that's hard to model. What I would tell you, I've been through a lot of capacity ramps and there's always you know it seems like the crisis of the day and that is very normal. What I would tell you, I was very impressed with the Cree manufacturing and engineering operations. This past quarter we faced a couple of challenges. We were able to get a team together. We picked some and so forth. I think by and large that great teamwork and cooperation across the organization and will allow us to result most of these things going forward, but they'll be some issues going forward. I don't anticipate it anything big. I'm not trying to foreshadow anything big. I'm just saying it's very normal that as you're ramping capacity like we are that something is going to come up and we're going to have to put a team together and the good news is the team really did a great job of executing this past quarter."
