Asker,Responder,Question,Answer
Matt Fassler,Lee Bird, Thank you so much., Thanks Matt.
Oliver Wintermantel,Judd Nystrom," Yes. Good morning. Going back to the capital as transportation costs, I was just wondering is 100 basis points headwinds, that’s still a good number to use for the second quarter and then maybe if you could give us some details on the third quarter and fourth quarter how you think about these transportation costs that probably should level off and the Q3 and Q4 gross margins then – could those be up again?"," Yes. Oliver, this is Judd. So you are correct. You should think about it as 100 basis points headwind. And that is transportation costs, it’s not merch margin, its transportation cost related and it relates to be inventory we have brought in. In Q3 and Q4 and it just matches with the turn of the inventory that we expect to sell through in Q2. As you look at the balance of the year what we highlighted about smoothing our inventory out and our intake out, the efforts we have had over the past four months to do that will make it more predictable around our transportation costs but we should have a less of a variation in that cost overall as we look forward."
Oliver Wintermantel,Lee Bird," Okay, great. And then you mentioned a co-branded private label credit card, if you could maybe share some more details on that, so maybe the timing of the launch and then what the terms are and if you benefit from profit share or you benefit from sign ups, just some more details would be helpful? Thank you."," Sure. I will give you a little bit more detail on it and then we will have a press release when we actually launch it which will be late summer. So timing wise it’s going to be late summer. As a reminder the co-brand and private label credit card, customers will get rewards overall and we will highlight what that is in terms of the value proposition when we do our announcement. We will get a lot of rich customer information and that will help us in our marketing efforts. As we have highlighted before we are building CRM database and that will allow us to do tailored marketing to our customers. We will have an element around loyalty and that will provide the customer with rewards. We hope that the credit card drives two things. Number one, we expect that it’s going to drive basket, so we are going to deferred financing with that. Second, we expect to drive frequency. So the customer will get rewards and they come in more frequently and we will know more about that and that would add [indiscernible] I guess. Overall it comes the information we will have gathered around the customer we will be able to tailor our offerings to them and our communications to them which should drive more frequency around visits as well. And again we will provide more information on the actual program later in the summer when it launches."
Oliver Wintermantel,Lee Bird, Great. Thanks very much and good luck., Thanks Oliver.
Curtis Nagle,Lee Bird," Great. Thanks very much for taking my questions. First would be I guess given the success you guys have had with the ramped up advertising and potential sourcing savings coming down the line, where do you think advertising could go over the next few years as a percentage of the sales perhaps above 3%?"," Curtis this is Lee. We said we are going to invest against it. I don’t know where it’s going to go. It’s always going to be based on how it performs. We are super thoughtful about what we do. We analyze everything in our business. We are going to look at the marketing effectiveness of each and every medium and each and every campaign. And if we see benefits which we obviously feel the need to do that because brand awareness is low we want to invest against it [indiscernible] against it. And I would – we assume it’s going to go up, I don’t know how far up and as it goes up we expect it would be driving top line performance to deliver those outcomes. I would say we still have awareness at very low levels. I have mentioned before that our competitors in existing market have more than double almost three times our brand awareness, so we got to spend against that. I am really pleased as I mentioned in my prepared remarks about Ashley Sheetz and her performance. I mean she is a super analytical, she is a business person first. She looks at how to build the brand overall and how to do that effectively and financially effectively and not just spend money which some people do out there in the industry. So she partners closely with our operations and financing to measure the performance. We do testing the controls against all of this investment as well. And our early reads are we are really pleased with the investment and we are very pleased with the outcome so far. And I would expect that we will spend against those type of outcomes."
Curtis Nagle,Lee Bird, Got it.," To build on what we have said, we are also focused on maintaining our industry leading profitability, so as we do have gains from direct source and other things we want to make sure that we continue to have industry leading profitability, but at this point growing our market share is a biggest opportunity."
Curtis Nagle,Judd Nystrom," Understood. And then just as a follow-up, just curious if you guys can give any update on the availability or I guess increased availability of secondary sites given continued store closures in the rest of the retail?"," Yes. There is a whole lot of news out there about closures and so that creates great opportunities for us. I would tell you our pipeline has never been deeper. I like the quality of the pipeline and deeper the pipeline the more picky you can be against it. It allows us to not only look at better sites, but it allows us to consider existing markets and impact of cannibalization to be more thoughtful about that. I will tell you we are super disciplined around it. We continue to look at the same way we have thus far. We continue to open up the stores stronger than in the prior year and we want that to continue, that’s enabled by better quality locations and as retailers continue to announce closures, I will tell you our team had the relationship – the best relationships in the industry. So they call us first. They give us the opportunity to look at those locations. We can give them a quick response. We can do those – we make those decisions quickly. Our real estate committee consists of just four people Judd and myself, our Head of Real Estate and our Head of Development, Norm McLeod and then – and we look at those sites analytically on paper. We have the site scoring system where we use Buxton as an analytical tool to help us score the location. We already have the market plan for all those 600 plus locations would be. So as the location comes up, we will see if it’s in a place we already wanted to be. Now like we are just going to say it’s a good idea or not. We already know that’s the market we want to be in or not. We have already scored the box. We have operated – we have scored all operating big boxes over 20,000 of them. We already know what those boxes would be as an At Home store. So we can already have a first look and a first point of view on that right away. So we are prepared better than I think anybody in the industry for this situation which gives us a whole lot of opportunities out there. And I would tell you the deeper the pipeline gives you more flexibility against landlord as well say that we can only afford so much and then we will pass on a deal, because we know we have other options so we don’t have to be desperate in chasing deals. We are supper thoughtful about it and I think that the bigger the supply which we are seeing is only more helpful for us not only today but long-term."
Curtis Nagle,Lee Bird, Thanks very much., Thanks Chris.
Daniel Hofkin,Judd Nystrom," Good morning. Just a couple of questions first on the gross margin, I am not sure if you said, but what were the factors that drove the higher product margins that you alluded to and how sustainable do you feel like those factors are, that would be my first question?"," Dan this is Judd. Though merchandising margins were up as I highlighted in my prepared remarks, the driver of that was the vendor support that we had related to marketing that we actually started collecting last year and we have recognized it over the term the inventory, so that was the primary driver overall of our merchandise margin. We will have that in Q3 of this year."
Daniel Hofkin,Judd Nystrom," Okay. And then just to clarify the direct sourcing, the incremental couple of cents over those second quarter and third quarter that is purely incremental, in other words kind of absent that you would be taking up your underlying guidance by $0.02 to $0.03 additional, is that fair to say?"," Yes. Overall, it would be a couple of pennies. We highlighted in the call we have raised the bottom up $0.01. We do have $0.02 related to direct sourcing overall and those are incremental costs for the year. And we feel very good about our business. We feel very good about the momentum overall. We did increase the midpoint of our range and that reflects the $0.02 of direct sourcing. And overall, when you look at our Q1 performance we exceeded kind of the outlook we provided to you during our fourth quarter call regarding the first quarter."
Daniel Hofkin,Lee Bird," Okay. And then lastly you touched on that little bit before, but on the CRM initiative kind of can you help us understand kind of the timeline you are thinking about there? And what if any sort of expenses will be associated with that over time or is that largely kind of a gross margin impact in exchange for better sales?"," Yes, Daniel. This is Lee. The CRM program, it’s been basically a loyal – we are going to have a loyalty program. It’s not going to be necessarily a giveaway program. It’s a loyalty program that’s going to be an enhanced build off of our existing e-mail program, but we are going to be collecting other customer information to give us more data on our customers to be more targeted on our marketing going forward. That will be in the back half of the year. It will follow the credit card launch. It’s going to be in partnership with a credit card program. And what we are going to do is we are going to be able to be more targeted in our messaging. We will be able to watch and read how our customers come into the store, how often they come into the store, what they are seeing outside the store and then coming in. So, we are excited about the visibility we are going to have against our customer shopping patterns, which we haven’t had up till now. And I would tell you that, there won’t be much of an impact on the margin basis at all. What we are going to be doing really is providing more targeted communication to them to our customers, take for example, right now, we have got to back – we will have back of campus campaigns and programs in June, July and August, okay. Now, I happen to have going back to college and I should get that kind of communication, but 4 years from now I am in and they are not in college anymore, I don’t want that message anymore, it’s not relevant top me. So, we have got customers who do have kids going to college and some that don’t. So, right now, everybody gets that message. So think about how much better we can be when we are communicating and talking to them about that opportunity. So, it’s more around being more targeted and more thoughtful in our connection to our customer versus just blasting out e-mails and blasting our communications going forward."
