Asker,Responder,Question,Answer,Clarity,Coherence,Aggression,Optimism,Specificity,Relevance
Greg Smith,Thomas Hirsch," And then the high tax rate in the quarter that clipped you for $0.02, when did you sort of know that, I guess, is the question? I mean, is it fair to say that, that was unexpected by you guys? It certainly was by me?"," Yes, it's fairly -- I mean, we had an item there that was associated with our equity investment, which was fairly unusual. It's a noncash item, Greg. So again, it has nothing to do with what we're ultimately going to pay in taxes. And it just was a FASB 109 requirement, so recorded that. It was offset a little bit by the R&D tax credit, but it's about $0.02 negative impact in the quarter for those two items.",,,,,,
Greg Smith,Jeffery Yabuki," I know it's de minimis, the float income. I guess the question is, what's it going to take to actually move that? Is it going to take the Fed actually raising rates because you invest at all such short term? Is that the case?"," That's correct, yes. So it's going to take exactly what you said.",,,,,,
Greg Smith,Thomas Hirsch,And is there a rule of thumb what's the latest 1% move in the fed funds rate what that would do to EPS?," I think if we give 1% or so, it's $0.02 for every 1% that we kind of have.",,,,,,
David Togut,Thomas Hirsch," First, Tom, could you comment on unit pricing that you've seen in the last six months both in the Financial segment and the Payments segment and then what you see going forward in 2011?"," Yes, I think, David, we appreciate that question. And I think from a compression standpoint, which I think is what you're referring to, is the market continues to be competitive. We have not seen a great change over the last six months as far as pricing goes. There hasn't been any improvements or really any detriment from that standpoint. So that continues on about the pace it was. We clearly run the situations, as we always do, where competitors want to get into a certain client and/or a certain area, and that does happen on occasion where it can get aggressive. But overall, there really hasn't been a significant change in the environment over the last six months. Jeff, I don't know if you have anything to add to that.",,,,,,
David Togut,Thomas Hirsch," And then the second question relates to capital allocation. And specifically, Tom, what is your appetite to buy back stock at current prices? And perhaps, if you could compare that to your appetite to acquire at current valuations."," Well, as you know, David, and as you followed the company over the last several years, from a capital allocation standpoint, share repurchase is our capital allocation benchmark. We continue to be buyers of our stock. We run an intrinsic value model inside the company clearly from that standpoint, and we'll continue to be buyers of our stock because that is really the benchmark that we use. And we continue to look clearly at acquisitions in the marketplace as we always do, but we do compare that. That's our capital allocation benchmark, and I think our history speaks for itself as far as what we've done in that particular area.",,,,,,
Brett Huff,Thomas Hirsch," Two quick questions. One is, can you tell us just more specifically about the very nice margin expansion that you saw in the Financial segment? You detailed a little bit, but I wanted to make sure that I understood exactly all the moving parts on that. And going forward, you called out a few things that will help continue with that cost savings and things like that. But will the thing that happened in the fourth quarter repeat itself?"," Well, I think we don't -- the fourth quarter, let me just talk about the quarter for a moment. We did have a lot of good growth there from a top line. If you compare it to the third quarter right, revenues were up in that particular segment, about $20 million. Most of that dropped to the bottom line. Typically, in the fourth quarter, Brett, we do have some good purchasing from clients as far as license revenue goes compared to the third quarter. So when you compare the Q4 to Q3, we just had a lot of good incremental drop through in that particular quarter because, really, our license revenue in that particular segment was up on a sequential basis. And we had a really solid quarter from that standpoint as far as that drop through goes. And in comparison to the quarter four of last year, again, good mix of revenue. But also, we have some discretionary compensation expenses last year, which did not recur in the current year, which helped that year-over-year comparison. But I think going forward, we look at margins, sometimes these licensees will fall into the fourth quarter, sometimes into the third, sometimes into the second. But overall, we're going to continue to grow our margins in both of our segments. We continue to have a number of opportunities, and we continue to have more outsourcing revenue in this segment. And we have, again, good scale businesses. We have our new $250 million target for operational effectiveness. We have a lot of things going on in our check business with electronification, and so we continue to have some solid opportunities there.",,,,,,
Brett Huff,Jeffery Yabuki," And then last question, on the two large clients that are having a little bit slower growth on bill pay, what's the game plan to address that? I mean, how much help can you provide them? What are the others solutions or things around the edges that you can help maybe restart some of that growth? Or is that just an economy or even just a saturation thing?"," Well, it's a little bit of a different story for each one. I would say on balance, we try really hard to help point out areas of potential growth. But in the case of our largest client, they're at a penetration rate that is probably 1 to 2x larger, right. They're penetration rate is 1 to 2x that of everyone else. So there's a lot of opportunity for everyone else to get up to their rate. For them to really grow significantly, they would have to do some things that would be fairly different. And unfortunately, right now, given everything that's going on in the economy, I don't think people -- the institutions aren't spending a disproportionately large amount of their time focused on how to do move that forward. So I don't think there's a lot we can do there beyond changing and modifying our own experience to make it even more differentiating than it is today and easier to transact. And that's part of how we think about our own technology in terms of doing that.",,,,,,
Darrin Peller,Thomas Hirsch," Just a quick question. First on, can you just help us understand how much payments margins are being impacted collectively by the investments in some of the newer initiatives?"," Darrin, I'm not going to go specifically into that. All I'll say is that our core businesses, both in bill payment, debit, et cetera, continue to have nice pull-through. But from a standpoint of incremental margins, those businesses and how they operate and the incremental drop through margin continues to be very positive. But we are making these critical investments in a number of different areas, and we talked about them already",,,,,,
Darrin Peller,Thomas Hirsch," I mean, I may have missed it, but is that driving the margin drop down and the payments year-over-year, payments margin?"," Yes, that's correct. That's been going on all year end, and that's really where a lot of our investment as a company is focused. And Darrin, I think earlier I addressed this question, but the issue around most of our growth comes through headcount, which is expensed. And if you look back, we were investing in seven or eight or nine different things here that are very critical to us and will help our growth rate as we get into '11 and '12 and '13. So they're critical things, and we're very excited about.",,,,,,
Darrin Peller,Jeffery Yabuki," I guess on the topic of margins, I mean, you put up a nice margin expansion, 70 basis points over last year. And I think that was on revenue growth of about 1.5%. When we consider your guidance of 3% to 4%, and we also note that about 60% of your revenues are transaction processing-driven, like you said, scalable. I mean, I would have expected to see more than 50 basis points margin upside just given the revenue pick up. So that's I guess why I'm trying to figure out, understanding why it wouldn't be more than 50 basis points. Is it just because of the payments growth initiatives?"," Darrin, I would say first of all, and this maybe how we talk about this, I would accentuate the 'at least' part of that. You said at least 50 basis points. We're not saying nor are we saying it will be 50. Try to have me say that again. It's just kind of our normal guidance, we've now just adopted it. So it's at least 50 basis points. So I would not necessarily use 50 basis points as the right answer.",,,,,,
Darrin Peller,Jeffery Yabuki," Jeff, last question for you. When do you see the client base seemingly getting through some of their inhibitions around spending over regulatory reasons?",When do we see the spending loosening up?,,,,,,
Darrin Peller,Jeffery Yabuki," Yes, when do you see the concern by some of your clients abating, I guess, is really where I'm getting at. Where I'm going, I mean."," Yes, I mean, really, it's a rules question. Once there are rules, I think people will know what they can do and what they can't do. And when the Durbin rule, first cut of the rules, were introduced, I mean, there's been a lot of noise in the system obviously because of that. I think we have to get the proposed regulatory changes quantified and have people on -- and as soon as they understand them, I think people will move past. I think really the issue is understanding what is going to happen. If they were final, things would be a lot better, no matter what they are. They just need to be final, and people will move on.",,,,,,
John Williams,Jeffery Yabuki," I was just curious, we haven't really heard a lot in the way of commentary on the larger bank core upgrade cycle. I know a lot of us have sort of hitched our views to the smaller and the midsized banks coming back. But what color can you give us on the bigger banks and those bigger projects? Are you seeing anything different now versus a few months back?"," Well, John, I would say that if the question was directed at the size of projects, there are some magnificently large projects out there. They just tend not to be in the U.S. They tend not to be core-centric. I mean, there are some core changes going on outside the U.S. And frankly, there is one or two large core changes going on here. But in the U.S., we're just not hearing a lot of energy on core. Most of the energy that we're hearing tends to focus around channel, right. So around Internet banking, that's a big topic around the world right now, lots and lots of renewal and these are very, very large projects that are going on. So that we are hearing. But domestically, there is not a lot discussion, real discussion, around core renewal because that's just not differentiating from the consumer perspective. And I think until people are able to move on with the business of banking, I just don't see them putting the energy, and that it would take to do. If you can imagine, one of the top three or four banks doing a core change, I just don't see it.",,,,,,
John Williams,Jeffery Yabuki," Just to go back to one of the earlier questions on PIN debit specifically. I know historically, you guys really haven't been all that active at the point-of-sale. It seems like most of the cards are ATM network-oriented cards. I guess, what specifically can you do if indeed Durbin does disaggregate some of the volumes away from the bigger networks on PIN debit? What can you do specifically to try and capture some more point-of-sale volumes? Because that seems like the biggest way that you guys could actually and maybe make a dent in the industry if you can grab some more of those volumes."," I would say, John, over the last several years -- and when you were making that comment, it made me think we probably hadn't done a good job talking about this. We've actually spent a lot of energy and effort over the last few years in expanding our presence at point-of-sale. I think we're about a 98% or 99% acceptance at this point through the U.S. through our direct efforts and some partnerships that we formed. So we're out there. It's one of the reasons why the ACCEL/Exchange network has been growing rapidly, and it's one of the reasons why we're involved in a lot of the conversations that are occurring around industry right now in kind of what I would call the second network conversation. So I agree with you. There's a lot of opportunity there, and we hope that we will be a benefactor of that as the rules become final and as people make choices, if in fact the rules require that.",,,,,,
David Parker,Mark Ernst," Just wondering if we could actually get Mark to comment on his decision to join the team, and just how he views his role going forward and what he will be focused on initially?"," Sure, David. Probably the thing that I was most attracted to in looking at Fiserv is the management team. I've known a number of folks, not just Jeff, but a number of people who are part of the management team for a while. And so the opportunity to work with people who I respect, who I think have a lot of passion for the business and serving their clients in a way that this management team seems to want to serve clients, was very attractive to me. I also believe that there is a lot of opportunity to think hard and look long and hard about how to be innovative and create new sources of revenue growth for this company. And I find that to be an interesting challenge that I'm excited about. And clearly, Fiserv as I think you know probably as well as I do, is in the midst of a transformation from what it was in the earliest kind of incarnation of the company to Fiserv 2.0. And while a lot of progress seems to have been made, there's still a lot of opportunities. So things like this $250 million expense challenge, this next stage is fundamental restructuring in the way in which the business gets done as opposed to just simply costs take outs. That's fascinating. For a business guy like me, that's fascinating work to figure out how to do that and not just take out costs but enhance quality for clients at the same time. So it's just an interesting opportunity to work with some really good people and do really interesting work.",,,,,,
Tien-Tsin Huang,Thomas Hirsch," I just have a couple of quick ones so you guys can go. Just the capital question I wanted to ask, I think 2.5 turns of leverage, is that still the leverage target you guys expect just to stay true to you through this year or do we see that change? I asked because it could imply heavy repurchase activity again this year absent any deals."," No, our target is 2, 2.5x and we're within that range of that target. We're going to continue to allocate capital, some to debt repayment. But again, we're going to be focused on share repurchase as we have been in the past as our capital allocation benchmark.",,,,,,
Tien-Tsin Huang,Thomas Hirsch," I just want to make sure because your guidance does assume some level of repurchase then, right?"," Yes, absolutely. As far as allocating our capital.",,,,,,
Tien-Tsin Huang,Jeffery Yabuki," Just the bill pay outlook. Jeff, I know you and I talked about this before and I figured to ask it again, see if things have changed. Just wanted your thoughts on what lower debit interchange means for your bill pay outlook. Again, I think I could certainly argue it's positive and negative, but just wanted your thoughts on that."," And Tien-Tsin, are you talking about our classic CheckFree bill pay?",,,,,,
Tien-Tsin Huang,Jeffery Yabuki," Yes, classic CheckFree bill pay, not the walk in or the other stuff, just bill pay and I guess on the tail of that, the e-bill as well. Just with the cost of taking debit being cheaper, could we see more Biller Direct? Or because you have more optionality now with debit, could you see it open up more billers to take it and it all being aggregated under the banks. I'm just trying to get a feel for how that shakes out because I'm still kind of confused by it."," No, I understand, and I think we're all working our way through the complexity of what will happen. At least from my standpoint, I'm still a firm believer in the aggregator model. And so whether debit creates another quasi form of payment, and especially if you can put a rewards umbrella around that and does that begin to help bill pay, I think you might begin to see some different economics. As different economic models emerge, I think you could see rewards end up centering around, not just transactions, but around bill pay and other kinds of services that aren't currently covered by that. So I think the Biller Direct is certainly going to be an option for people who like Biller Direct. But at the end of the day, I think the aggregator model wins. And I especially believe that mobile, as a way to allow people easier access kind of when they want that access, will actually accelerate trends towards aggregators. And as we talked about before, we do believe that bill payment follows bills, and the propagation of e-bill is getting that right. I actually think it begins to diminish the Biller Direct value proposition because you have the amounts and the other relevant information right at your fingertips. So kind of a long-winded way of saying we still believe in the aggregation model. We think Biller Direct is there to stay. We do a lot of that work, but we think that the aggregating model will win even in a period or a time of lower interchange. Depending on if that continues in that form, I guess, will also play a role in the ultimate decision. Well, thank you, everyone for joining. And if you have any further questions, please don't hesitate to follow up with our Investor Relations group. Have a good night.",,,,,,
